"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Cell_type","SYMBOL"
"Fryl",0.627288555107736,7.96767796057035,5.08752940469303,6.54467169435903e-07,0.000333237456633875,5.25349400512238,"Glutamatergic","Fryl"
"Cbarp",0.561754760535646,8.00980691965344,5.10239025564134,6.09030204711641e-07,0.000322699004182211,5.20802225726537,"Glutamatergic","Cbarp"
"Nrgn",-0.547573862457261,9.41293879737741,-4.58606527643482,6.73870867314164e-06,0.000934350297894666,1.86581970844218,"Glutamatergic","Nrgn"
"Kcnh7",-0.52829876654642,8.74453029019902,-4.07447222662931,5.96544573634972e-05,0.00287348548521054,0.811136987551812,"Glutamatergic","Kcnh7"
"Micu2",0.526365729887157,7.9018936655262,4.79710098332758,2.58450165767982e-06,0.000639061109888963,4.20609739870155,"Glutamatergic","Micu2"
"Znrf1",0.501275949100404,7.92745515372909,4.37185173550463,1.72151901132361e-05,0.00150237976776454,2.5385354654621,"Glutamatergic","Znrf1"
"Kcnd3",0.487668643099763,7.6677952043909,5.92532397725538,8.8632180726744e-09,6.57473516630987e-05,9.59664860432936,"Glutamatergic","Kcnd3"
"Dgkb",0.48565658227923,8.403942280799,3.95465678075054,9.64973030881373e-05,0.00339249760335451,0.661803344197052,"Glutamatergic","Dgkb"
"Ttyh3",0.477190789387977,7.6837072932529,5.43329878465371,1.17714161308523e-07,0.000194045255241471,7.22130297757224,"Glutamatergic","Ttyh3"
"Scn1a",-0.469017520181694,8.7155733613378,-3.52764363954249,0.000487617275241444,0.00536678687428204,-0.672527443990557,"Glutamatergic","Scn1a"
"Safb",0.453623118638538,7.98947237261969,3.6456903680263,0.000316237176145085,0.00502305517993876,0.0579158206444319,"Glutamatergic","Safb"
"Rpgrip1l",0.445255744942111,7.80287759843069,5.06207603670322,7.40026689983221e-07,0.000341244090113887,5.43943293933936,"Glutamatergic","Rpgrip1l"
"1110008P14Rik",-0.444733806051758,8.66389188039514,-3.40150658731945,0.000764802637033156,0.00545335169320773,-0.970867722230343,"Glutamatergic","1110008P14Rik"
"Snx6",0.44341491372467,7.77472430053325,4.87778905436299,1.77578240489592e-06,0.000487879773315479,4.70129663676022,"Glutamatergic","Snx6"
"Gtpbp2",0.440656707593181,8.0675906448701,3.59927163376612,0.000375452579342634,0.00504548411877475,-0.135874217291279,"Glutamatergic","Gtpbp2"
"Morf4l2",0.439603029853323,8.35372080008947,3.63395088732223,0.000330321666719204,0.00502305517993876,-0.23099317219745,"Glutamatergic","Morf4l2"
"Cep78",0.435818362616371,7.76124658762532,4.38306214562186,1.64050288303508e-05,0.00145739525585081,2.73562642998293,"Glutamatergic","Cep78"
"Slc1a2",-0.432989319000182,8.91849364633461,-3.05174655520379,0.00248687876549125,0.0126181030659467,-1.86943331812452,"Glutamatergic","Slc1a2"
"Zcchc8",0.43105392097955,7.85631239450262,4.09271423032259,5.53868307040595e-05,0.00278931853207543,1.61292332283202,"Glutamatergic","Zcchc8"
