"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Cell_type","SYMBOL"
"Lars2",-0.651518672104617,9.11316890853736,-5.23096761295041,3.11842060357594e-07,0.000396667453391463,4.65826175706672,"Glutamatergic","Lars2"
"Sf1",-0.591420562861432,8.06423339060503,-5.23782259963112,3.01394419391822e-07,0.000396667453391463,5.99299992202982,"Glutamatergic","Sf1"
"Cpne7",-0.557440737829372,7.65977278322985,-6.85718860799441,3.83681368106184e-11,2.87684289806016e-07,14.5410644911557,"Glutamatergic","Cpne7"
"Pcsk1",-0.550423391803396,7.81958506028079,-5.77073285649889,1.92048998187524e-08,4.79994462803352e-05,8.72886137296979,"Glutamatergic","Pcsk1"
"Gabra1",0.526615005713694,9.00687429778192,4.35456023856957,1.81636536917993e-05,0.00480886614359002,1.81325306258282,"Glutamatergic","Gabra1"
"Rreb1",-0.522796779760452,7.7075128370932,-6.17485882294178,2.08427354937616e-09,1.04185887154816e-05,10.8684311474022,"Glutamatergic","Rreb1"
"2010111I01Rik",0.501178159990294,8.73715809711401,4.04057728988761,6.73677342129965e-05,0.0105361996886725,0.985857021267075,"Glutamatergic","2010111I01Rik"
"Rpl35a",-0.498767691496225,8.01512307006764,-4.34327978363213,1.90653226279213e-05,0.00492937203669496,2.48814859680148,"Glutamatergic","Rpl35a"
"Ly6h",-0.49502407548975,8.80650217982611,-3.99039519940581,8.24617517710157e-05,0.0113971713800559,0.756814744204359,"Glutamatergic","Ly6h"
"Fez1",-0.494791454979439,7.90521906730901,-5.02531237520037,8.52912488324699e-07,0.000735631576455115,5.28206194805864,"Glutamatergic","Fez1"
"Ckb",0.49212338295226,8.93726457438163,4.13282692671677,4.62116946446281e-05,0.00855543917149189,1.15962559554045,"Glutamatergic","Ckb"
"Lrch3",-0.488753749445304,7.83574136720794,-5.00686170521581,9.32048543121312e-07,0.000735631576455115,5.26230275552372,"Glutamatergic","Lrch3"
"Gsk3b",-0.474173464528317,8.60096140484607,-3.9750204185455,8.76952730437257e-05,0.0114402531861443,0.810963927677743,"Glutamatergic","Gsk3b"
"2900055J20Rik",0.472710327375703,8.92647538051273,3.70025862230042,0.000254968074410212,0.0175389965314474,-0.097824541769544,"Glutamatergic","2900055J20Rik"
"Ypel3",0.465800577479261,8.77248594006888,3.96344277651183,9.18427833285751e-05,0.0117204769319454,0.726447299623151,"Glutamatergic","Ypel3"
"Nnat",-0.461081234402037,7.6138822589557,-7.01040465690975,1.50261332663358e-11,2.25331894461972e-07,15.5209692782862,"Glutamatergic","Nnat"
"Myo1b",0.45620080691631,7.74071441843394,5.22739935911618,3.17418607675217e-07,0.000396667453391463,6.34079171926319,"Glutamatergic","Myo1b"
"Metap1d",0.451495680638487,8.01979283235186,3.49097057785251,0.000551456162834681,0.0228286786246227,-0.358326423109443,"Glutamatergic","Metap1d"
"Ep300",-0.444413315300055,7.9750854744652,-3.60916567597767,0.000358289645514855,0.0201103807568792,0.0070646976655464,"Glutamatergic","Ep300"
"Sec24a",-0.442724187688305,7.91993325529455,-4.25450462501871,2.78167377806979e-05,0.00632029999635372,2.22380162026031,"Glutamatergic","Sec24a"
"Dgkg",-0.431551249953202,7.72925546162486,-5.47164764361201,9.23409343688103e-08,0.000153860516866075,7.40281567518565,"Glutamatergic","Dgkg"
"Pgrmc1",-0.43080003191027,8.09322384345832,-4.23429400095936,3.02884567494239e-05,0.0067776896642607,2.03469534137737,"Glutamatergic","Pgrmc1"
"Ano3",0.428304438079987,8.87950999419338,3.36404889647204,0.000864997945068253,0.0280165965553846,-0.981234247326532,"Glutamatergic","Ano3"
"Cdc40",0.42123376615559,8.2891764513088,3.77278151685433,0.000193527024066998,0.0156524940689674,0.409213928565538,"Glutamatergic","Cdc40"
"Tmem59l",0.420319220450455,8.57627900640498,3.66084871475255,0.000295645049740283,0.0187067222190096,-0.0663392370534011,"Glutamatergic","Tmem59l"
"Samd12",0.415172344859233,8.33322481206494,3.75689308209191,0.000205653165547727,0.015992488448956,0.336525787804031,"Glutamatergic","Samd12"
"Scn3a",-0.413549726506686,8.09592222924384,-3.77147261259073,0.000194499886654398,0.0156524940689674,0.485904804207111,"Glutamatergic","Scn3a"
"BC005561",0.409444315681418,8.51121696269036,3.38570353299734,0.000801808947343169,0.0272303601059712,-0.801716718160006,"Glutamatergic","BC005561"
"Epc1",-0.408843927650338,8.17618397063309,-3.48390944062703,0.000565640168430816,0.0229873711809987,-0.425291710015632,"Glutamatergic","Epc1"
"Ik",-0.408051645959509,7.88779284768781,-4.33505779836227,1.97493482395921e-05,0.00493602043668204,2.5454351321027,"Glutamatergic","Ik"
"Fam135b",-0.407537797467736,8.28882871064156,-3.57605388446871,0.000404766402375406,0.0204372961953589,-0.212136317727691,"Glutamatergic","Fam135b"
"Gabra2",-0.406829255163274,8.40065985022089,-3.28011412711271,0.00115638958027207,0.0311892412693525,-1.07853267349212,"Glutamatergic","Gabra2"
"Scn2a",-0.405207060633368,9.28628536527779,-3.52480251802608,0.000487997719222789,0.0218207088736755,-0.709204220017787,"Glutamatergic","Scn2a"
"Gria4",0.402832814063679,8.59568745686489,3.24118001470904,0.00132045724914921,0.0326651161555553,-1.21722260741535,"Glutamatergic","Gria4"
"Samd5",-0.400514460724454,7.65899125384952,-4.75711980133158,3.02018302154817e-06,0.00181162658364545,4.29228301645306,"Glutamatergic","Samd5"
"Hbp1",-0.400126529671048,7.77040925960207,-3.93812244071899,0.000101571405544172,0.012103103973985,1.12369094760635,"Glutamatergic","Hbp1"
"Sgcz",0.398807272429737,8.57605554122442,3.08054976379901,0.00225223711602609,0.0392174888576879,-1.60804994623209,"Glutamatergic","Sgcz"
"Ube2d3",-0.397758347354955,8.53526178256538,-3.09750807192929,0.00213096797118277,0.0384253757260609,-1.58156788282893,"Glutamatergic","Ube2d3"
"Rnf13",-0.396876189474247,8.10723809875039,-3.28300422179482,0.00114499886087103,0.0311554267667594,-0.983078762695339,"Glutamatergic","Rnf13"
"Rasal2",0.395641796238557,8.52446813484443,3.32038653293017,0.00100675664004744,0.029478946071543,-0.984592467754564,"Glutamatergic","Rasal2"
"Osbpl1a",0.394823926433308,8.92700661888265,3.17098043910825,0.0016719480298173,0.0358119752644729,-1.47325981487074,"Glutamatergic","Osbpl1a"
"Glg1",-0.393101252635775,8.18597554630278,-3.6083276925548,0.000359401309872208,0.0201103807568792,-0.0597720711480676,"Glutamatergic","Glg1"
"Rab3c",-0.392856031934423,8.28299877439828,-3.58668982315199,0.000389253539896592,0.0203590023069191,-0.179279289610469,"Glutamatergic","Rab3c"
"Rps18",-0.389140670075131,8.21732797577537,-3.43728280525777,0.000668218487642584,0.0251773980921814,-0.580217797940396,"Glutamatergic","Rps18"
"Tmcc1",-0.388615841786155,8.15642908301976,-3.00107005086298,0.00290984648270736,0.0445265896476322,-1.74512129617881,"Glutamatergic","Tmcc1"
"Tia1",-0.38847462028644,9.21238901888562,-3.17789686744459,0.0016338183025027,0.0356606574101836,-1.53392806927928,"Glutamatergic","Tia1"
"Atxn7l3b",-0.387467304761582,8.1051143233468,-3.85679598892348,0.00013985842025093,0.0135818964286022,0.758430891094757,"Glutamatergic","Atxn7l3b"
"Atxn10",-0.387234206896887,8.09317247276403,-3.66687833728105,0.000289048755512644,0.0186237796362346,0.157857524013674,"Glutamatergic","Atxn10"
"Rpl39",-0.385854115169373,8.11906281479589,-2.9085482777436,0.00389465614345961,0.0458056974694268,-1.97721602484446,"Glutamatergic","Rpl39"
"Grik2",-0.38520653395444,8.12900544252443,-3.43537759246458,0.000672758616341918,0.0251796052029979,-0.551675089369899,"Glutamatergic","Grik2"
"Snu13",-0.383093992188547,8.0713357131785,-3.53235379653503,0.000474800563187851,0.0218207088736755,-0.247012826413801,"Glutamatergic","Snu13"
"Tecr",0.38183013992348,8.86963908095147,3.28738311466716,0.00112793877076726,0.0309790655795345,-1.17414406847539,"Glutamatergic","Tecr"
"Camk2n1",0.381338556743447,9.21065550724066,3.12816913655326,0.00192686164886996,0.0373154597073762,-1.63679322969446,"Glutamatergic","Camk2n1"
"Arpp19",0.379615142355732,8.7390372850932,3.12491443693212,0.00194763873851506,0.0373811748788831,-1.54373716957147,"Glutamatergic","Arpp19"
"Rap1gap",-0.379031912296032,7.88184005231123,-3.45827240696384,0.000620059593863472,0.0240891545843954,-0.451328780904613,"Glutamatergic","Rap1gap"
"Fam133b",0.375704061559513,8.03851034104273,3.63284564259313,0.00032817970766851,0.0193647488327834,0.0752687573221342,"Glutamatergic","Fam133b"
