"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Cell_type"
"PCP4",0.671383740061115,8.26427677810848,31.2170817387881,2.84898264041836e-196,5.95437371847437e-192,438.151317680693,"Non-Neuronal"
"APOC1",0.522337306058942,8.22992521436893,26.5339300930386,1.27562810828327e-145,1.33303137315602e-141,321.878070392683,"Non-Neuronal"
"HSPA1B",-0.787731923650176,8.63977759161284,-25.2138796368284,1.85772502760227e-132,1.29421510256291e-128,291.331961262131,"Non-Neuronal"
"LRP2",-0.539793970233372,8.39766431262825,-23.4864342504736,4.97017331608867e-116,2.59691555765633e-112,253.961107512291,"Non-Neuronal"
"DNAJB1",-0.86692532280569,8.79924591111491,-23.2474586393174,7.86155546741349e-114,3.28613018537884e-110,248.43184500316,"Non-Neuronal"
"HSPH1",-0.895555682934349,8.92854341426679,-23.073912188122,3.02790807394003e-112,1.05472131242244e-108,244.506542538756,"Non-Neuronal"
"HSPA1A",-0.992534026190723,8.97111769277469,-22.5299924829092,2.44394286570473e-107,7.29691512760411e-104,233.122986023367,"Non-Neuronal"
"XIST",-0.659411773909332,10.5914770527651,-21.0651259731953,1.32468206228746e-94,3.46073188772599e-91,192.603493487963,"Non-Neuronal"
"CHORDC1",-0.681249124637976,8.81018600038235,-20.0851590658792,1.73596109251661e-86,4.03128742595525e-83,186.006789297305,"Non-Neuronal"
"HSP90AA1",-0.773859387001721,10.0327945261278,-18.8514211535388,9.73620034157392e-77,2.03486587138895e-73,159.192448304393,"Non-Neuronal"
"DST",-0.648737809334907,10.3127931997981,-18.332330385343,8.51592754983833e-73,1.61802623446928e-69,148.474326832804,"Non-Neuronal"
"PENK",0.242060649143999,8.12241688792905,17.6493203055287,9.33328438606676e-68,1.62554703057329e-64,143.135456665587,"Non-Neuronal"
"APOE",0.72778189205553,9.14361884991135,17.4578290189376,2.25314976670037e-66,3.6223715480029e-63,139.292409067159,"Non-Neuronal"
"MIS18BP1",0.314461474546647,8.18076333283847,17.4360357766932,3.23083576020679e-66,4.823176242023e-63,139.636992606818,"Non-Neuronal"
"P2RY12",0.381799582462989,8.21083498807537,17.2381371654156,8.37068667123217e-65,1.16631567619168e-61,136.417561933568,"Non-Neuronal"
"MOBP",-0.661823746092072,9.00526482613327,-17.1871078713008,1.92712587875071e-64,2.51730817911811e-61,135.481949999236,"Non-Neuronal"
"CD74",0.46467693592637,8.29494509555895,16.929317139975,1.25851286258822e-62,1.54723051929964e-59,131.488312468323,"Non-Neuronal"
"PPP1R1B",0.325330773775891,8.26392658369986,16.9208825163661,1.4415479944301e-62,1.67379739353272e-59,131.323091221668,"Non-Neuronal"
"GLIPR1",0.251084486127462,8.1367104788772,16.7306635949434,3.03260525972419e-61,3.33586578569661e-58,128.212610725432,"Non-Neuronal"
"GPNMB",0.202711608251908,8.23316508698274,16.5001899871897,1.16655719561171e-59,1.21905226941424e-56,124.646310167415,"Non-Neuronal"
"PCDH9",-0.556503049433063,10.5935873800426,-16.2154219640367,9.95971680006928e-58,9.91228957721181e-55,113.720190174215,"Non-Neuronal"
"ABCA1",0.328845826046404,8.33709663819101,16.0506224273489,1.26523615120356e-56,1.20197434364338e-53,117.751918638906,"Non-Neuronal"
"RPLP1",0.583434010984345,9.00067214124163,15.7760244620792,8.29977540843566e-55,7.54196982766545e-52,113.44400685575,"Non-Neuronal"
"NNAT",0.209283413121934,8.14160757993862,15.7434028810779,1.35841656483235e-54,1.18295442520817e-51,112.973337744507,"Non-Neuronal"
"HES5",0.205497191396235,8.16438896109677,15.7272397499508,1.73340437764778e-54,1.44912605971354e-51,112.749748688344,"Non-Neuronal"
"CNTFR",0.237315359264114,8.2296426680148,15.6006908778701,1.15982348897099e-53,9.32319650749756e-51,110.894178000194,"Non-Neuronal"
"HPCA",0.24668464492223,8.17928172272524,15.5651291601451,1.97370115871755e-53,1.52779089693321e-50,110.331436827172,"Non-Neuronal"
"A2M",0.375397232165778,8.24345525825505,15.4751422889807,7.54062922281801e-53,5.62854109846058e-50,109.045791126401,"Non-Neuronal"
"HES4",0.244758070157387,8.19859667353873,15.4417199672134,1.23834030067788e-52,8.92459044281647e-50,108.517818625358,"Non-Neuronal"
"ARHGAP24",0.313386228667945,8.23553697552981,15.3545832195241,4.49284721553891e-52,3.1300168934921e-49,107.25776752034,"Non-Neuronal"
"TMSB10",0.523764786501856,8.606554169365,15.3370963805742,5.81426404409033e-52,3.91993930714477e-49,107.232467122004,"Non-Neuronal"
"ZFP36L1",0.553042629424827,8.60996630490324,15.2823838513966,1.30043314315096e-51,8.49345396620469e-49,106.434321759139,"Non-Neuronal"
"RPS28",0.510678596962229,8.77450488790555,15.2707108085735,1.54357623347904e-51,9.77598281203394e-49,106.23912467727,"Non-Neuronal"
"HLA-DMB",0.200330664828181,8.1102372700165,15.1371319930513,1.08818036653274e-50,6.68910872368652e-48,104.012942402555,"Non-Neuronal"
"ID4",0.290300951653668,8.32635104941908,15.0418196605788,4.34273109004056e-50,2.59323085090994e-47,102.789346118397,"Non-Neuronal"
"ENHO",0.283765285820357,8.35586798054126,14.9963234643531,8.38411050551481e-50,4.86744193236832e-47,102.154948419968,"Non-Neuronal"
"PLP1",-0.728978231235796,9.79559813901723,-14.8985367950795,3.42647472508237e-49,1.93549518254653e-46,99.2626771168345,"Non-Neuronal"
"ABI3BP",0.191128451013835,8.11776483889244,14.8529919615721,6.58211244674784e-49,3.62016184571131e-46,99.9360276516651,"Non-Neuronal"
"PLEKHH1",-0.521715131735426,9.06562064210058,-14.8061835263706,1.28506735620279e-48,6.88664301144574e-46,99.4451987430258,"Non-Neuronal"
"GRID2",0.284604380698999,8.35303337437176,14.6865582783224,7.04201905274659e-48,3.67945495506009e-45,97.754267698027,"Non-Neuronal"
"FRYL",-0.559195943562225,9.28865569600253,-14.6726209762999,8.57856772559177e-48,4.37297720646019e-45,97.3060588591241,"Non-Neuronal"
"NTSR2",0.215763655091349,8.17692381804484,14.6705742640616,8.83072345859743e-48,4.39433619725444e-45,97.3895127553392,"Non-Neuronal"
"DNAJA4",-0.324084477295381,8.32903356645637,-14.5899755506465,2.75535869180366e-47,1.3392324804348e-44,96.3371352385048,"Non-Neuronal"
"MFGE8",0.273814324083018,8.29629534030033,14.585944231412,2.91628865013778e-47,1.38523710881545e-44,96.2967030171393,"Non-Neuronal"
"HIST1H4C",0.255257447768345,8.24223910674882,14.5591291086044,4.2525793231746e-47,1.97508684120776e-44,95.8724129664676,"Non-Neuronal"
"ASPA",-0.440248402629102,8.6577507071649,-14.5266006628113,6.71443525372667e-47,3.05068906093233e-44,95.6662841789835,"Non-Neuronal"
"LINC00987",0.196981487243445,8.16078885761331,14.5076028424228,8.76334735966862e-47,3.89689276206541e-44,95.0986204888935,"Non-Neuronal"
"RPS23",0.473272367400988,8.71070938516198,14.4673548903714,1.53902887362483e-46,6.70118822057477e-44,94.8562071434431,"Non-Neuronal"
"HPSE2",0.157126901908569,8.1245636339305,14.4204600586574,2.96095601031331e-46,1.26293837990915e-43,93.8648744776166,"Non-Neuronal"
"PPP1R15A",-0.292432762360072,8.24147201539394,-14.3701541748644,5.96143408131009e-46,2.49187944598762e-43,93.2257658459151,"Non-Neuronal"
"C1QC",0.326199254199032,8.20994216536346,14.3510512922782,7.77149964780244e-46,3.18479103213865e-43,92.9613783652027,"Non-Neuronal"
"EFEMP1",0.240930077274042,8.25009846779304,14.3466324748556,8.26269945143255e-46,3.32096958721039e-43,92.9291383873323,"Non-Neuronal"
"GPR17",0.167203032253965,8.17189893666678,14.3255110965544,1.10724779312407e-45,4.36631676911189e-43,92.5849175560482,"Non-Neuronal"
"LINC01268",0.284825561349585,8.1809708858668,14.2877433503168,1.86693749899343e-45,7.22573957943753e-43,92.0712766435057,"Non-Neuronal"
"MBP",-0.638555130588516,9.64574114094527,-14.2451070388355,3.36204362585398e-45,1.27757657782451e-42,90.7690956758074,"Non-Neuronal"
"CACYBP",-0.357664035807598,8.472319432209,-14.2316239448333,4.04806588145434e-45,1.51079601647135e-42,91.4805860210373,"Non-Neuronal"
"HNRNPU",-0.542927952534207,9.65445862794576,-14.1118407135933,2.09226174331751e-44,7.67162639216422e-42,88.9713007949894,"Non-Neuronal"
"CCDC88A",-0.52708692408472,9.693712210248,-14.035545180291,5.91714428516241e-44,2.13221233723956e-41,87.8633505771893,"Non-Neuronal"
"ABCA5",-0.300061714963006,8.40896878142361,-13.9739441579202,1.36462035758495e-43,4.83399414805517e-41,87.9395978265927,"Non-Neuronal"
"CST3",0.545115066425085,9.30610899109441,13.9314601860029,2.42346548480684e-43,8.44173810541051e-41,87.0580436574618,"Non-Neuronal"
"PPP1R1A",0.165335196207067,8.12152380959699,13.9171243320847,2.94066688781536e-43,1.007539966481e-40,87.0016519682545,"Non-Neuronal"
"COX7C",0.407014187409096,8.58832322404128,13.8155267241059,1.15222448359957e-42,3.88411156568242e-40,86.00174014879,"Non-Neuronal"
"S100A1",0.258365994104896,8.32289086535527,13.8045852795388,1.33404730480042e-42,4.42564899529027e-40,85.6344801855299,"Non-Neuronal"
"ADAM28",0.314474997891546,8.20879557337568,13.7911480286012,1.59682477740755e-42,5.21463091372154e-40,85.3795955184406,"Non-Neuronal"
"SCRG1",0.268490561738263,8.4321865014682,13.7487371266965,2.81355385773565e-42,9.04665778871925e-40,85.0095134995068,"Non-Neuronal"
"EDNRB",0.355882506604464,8.53429498152438,13.7316546921053,3.53299022330425e-42,1.11878023737968e-39,84.8831456973597,"Non-Neuronal"
"AL078639.1",-0.32070292173163,8.43526974792759,-13.7257358491552,3.82277903153258e-42,1.19247883222434e-39,84.6487428187107,"Non-Neuronal"
"CNTN2",-0.493661051567972,8.95253805524713,-13.6916668782251,6.01426526472607e-42,1.84850211812904e-39,84.3614312229612,"Non-Neuronal"
"PLD4",0.175619978256188,8.10790638766507,13.6823969067464,6.80226841945646e-42,2.06039724589333e-39,83.8724248679003,"Non-Neuronal"
"FTL",0.560491001810812,9.65097602784933,13.6760213469593,7.40303871764809e-42,2.21033584569779e-39,83.0027748098683,"Non-Neuronal"
"GPR34",0.255687715872178,8.1640289013682,13.6732471901846,7.68066129559535e-42,2.26092705743581e-39,83.7867513924748,"Non-Neuronal"
"SELPLG",0.18695097665697,8.11307713076066,13.669984189609,8.0204879749547e-42,2.32816942606324e-39,83.7117846362999,"Non-Neuronal"
"AC120042.3",0.202516080442924,8.20176237343008,13.6543563951271,9.86721438353262e-42,2.82499699473742e-39,83.5648286914355,"Non-Neuronal"
"SLC40A1",0.178362452646212,8.14870953342069,13.6327677170896,1.31328395768861e-41,3.70913982644486e-39,83.2423849072776,"Non-Neuronal"
"P2RX7",-0.372067079101607,8.57644412051877,-13.6014356557205,1.98718614513246e-41,5.53762539110245e-39,83.1257881854396,"Non-Neuronal"
"CDC42EP4",0.232321972042444,8.23439740278004,13.5719820936256,2.93080048915656e-41,7.99969198687644e-39,82.507244445067,"Non-Neuronal"
"TF",-0.540842566898512,9.30441182207267,-13.5715572733437,2.94725494253343e-41,7.99969198687644e-39,82.5168574568357,"Non-Neuronal"
"MTRNR2L12",0.154977461100357,8.10100102886626,13.4839500585189,9.31830704568037e-41,2.49682842634256e-38,81.2672727529262,"Non-Neuronal"
"NDUFA1",0.303156764809556,8.35396341132019,13.4621524630439,1.23953429689584e-40,3.27927427912949e-38,81.1709966288582,"Non-Neuronal"
"MAF",0.363749951913052,8.35709546268185,13.4491248962217,1.46971566123353e-40,3.8396321649726e-38,81.0132640105477,"Non-Neuronal"
"AL139246.5",0.143355328463777,8.10571039775312,13.4382348402574,1.69441556133731e-40,4.37201052246293e-38,80.6767262462133,"Non-Neuronal"
"ANK3",-0.476930004267885,9.1629325265692,-13.4288627630671,1.91494837409421e-40,4.88078305104501e-38,80.8227398631825,"Non-Neuronal"
"CLK1",-0.467111894543351,8.96355638040532,-13.4150679560518,2.29249123811949e-40,5.77265865984305e-38,80.7632832062095,"Non-Neuronal"
"DOCK9",-0.377300229500289,8.68728229097456,-13.3660880950299,4.33701264425619e-40,1.07909005077327e-37,80.128877564349,"Non-Neuronal"
"CSPG5",0.27652135504642,8.44011112366771,13.3503262878672,5.32222669020236e-40,1.30864162147329e-37,79.8398578039235,"Non-Neuronal"
"OTULINL",0.174359944243022,8.1143050456048,13.3273762097183,7.16749742891198e-40,1.74186856121233e-37,79.2481862569185,"Non-Neuronal"
"IGF1",0.152919074157296,8.10308359968626,13.3001675192784,1.01944496663067e-39,2.44901147156103e-37,78.8912472043137,"Non-Neuronal"
"CALB1",0.148053402023514,8.10932474220453,13.2500193265789,1.94802170201408e-39,4.62655154228343e-37,78.2511975607167,"Non-Neuronal"
"P2RY13",0.245783129010764,8.16298927767798,13.2397446648968,2.22378476744643e-39,5.22214625164387e-37,78.1538606672288,"Non-Neuronal"
"CD38",0.19607559437573,8.17297285130786,13.2290478130303,2.55217579475748e-39,5.92671934560349e-37,78.0210561341644,"Non-Neuronal"
"ETNPPL",0.32014559471928,8.48176311751766,13.2074033875024,3.37141074244389e-39,7.74313016671179e-37,78.0307596974766,"Non-Neuronal"
"RPS13",0.363509169347273,8.56500740366244,13.1595941409698,6.22608912545606e-39,1.4144050295873e-36,77.4644453580233,"Non-Neuronal"
"C1QA",0.240009266763014,8.1611129865274,13.1530365355365,6.77151913522592e-39,1.52177150458303e-36,77.0464333392664,"Non-Neuronal"
"RASL10A",0.165246457021176,8.13579710415967,13.1487298731616,7.15531733944952e-39,1.5909163020691e-36,76.9730832338428,"Non-Neuronal"
"HLA-DPA1",0.182943375313741,8.11771289790631,13.147352408929,7.2825814387409e-39,1.602167916523e-36,76.9470931445225,"Non-Neuronal"
"C1orf61",0.486866197807419,9.19185335179921,13.1248356407663,9.71262529413257e-39,2.11451946507678e-36,76.824932877203,"Non-Neuronal"
"HLA-DMA",0.1608774616587,8.1083804175071,13.1060317227185,1.23485506562799e-38,2.66066710016753e-36,76.4158656766219,"Non-Neuronal"
"PCSK1N",0.263312359207534,8.39760481799173,13.0931482543917,1.45540197605639e-38,3.10386747954883e-36,76.4804422656002,"Non-Neuronal"
"NPL",0.211796237921716,8.18572008426893,13.0892255547973,1.53002862907837e-38,3.23006043916545e-36,76.2508971352274,"Non-Neuronal"
"SLC14A1",0.232816649439242,8.21560294757651,13.0833837762582,1.64827350873545e-38,3.41234005536837e-36,76.1956861765639,"Non-Neuronal"
"SAT1",0.543347867587521,9.00370659499666,13.0833479710185,1.6490255769962e-38,3.41234005536837e-36,76.4840541858384,"Non-Neuronal"
"PTPRD",-0.446974578802989,9.17887754552229,-13.0330014556346,3.12825549316379e-38,6.40985684383562e-36,75.7988705998431,"Non-Neuronal"
"LDB3",-0.273470581036783,8.33408176141674,-13.0060075988002,4.40541257539495e-38,8.93913813842275e-36,75.2872915359727,"Non-Neuronal"
"FAM118A",0.224501984748384,8.18571496492476,13.0000443386376,4.75110065853826e-38,9.54788497725477e-36,75.1281347740583,"Non-Neuronal"
"HSP90AB1",-0.485089095051208,9.46333639999712,-12.9977303386942,4.8923920274977e-38,9.7381898452097e-36,75.050878762334,"Non-Neuronal"
"TAC1",0.151052364387953,8.11293516096598,12.9941502283211,5.11926666661959e-38,1.00936484275801e-35,75.0056183187257,"Non-Neuronal"
"UBL5",0.303744289892624,8.40006334110023,12.9843346063765,5.79637759910853e-38,1.13218964319036e-35,75.1093056307454,"Non-Neuronal"
"SIK1",0.142640670247422,8.09761264138418,12.9308447119003,1.13890114194427e-37,2.20398461728103e-35,74.2027455686578,"Non-Neuronal"
"HLA-DRB1",0.207552361187691,8.1371169811793,12.9193051877258,1.31710294938537e-37,2.52545427909673e-35,74.0831389090756,"Non-Neuronal"
"SDS",0.160514165569973,8.12709125929648,12.9082131862707,1.51445288728619e-37,2.87746048584376e-35,73.9352102958159,"Non-Neuronal"
"NR4A2",0.168401207392103,8.12850636819403,12.9048742870151,1.57942460796677e-37,2.97387155914464e-35,73.89646657565,"Non-Neuronal"
"CHCHD10",0.259651113312835,8.35030402290952,12.8946043174394,1.7971516323143e-37,3.35361331387222e-35,73.9336296009686,"Non-Neuronal"
"TMEM144",-0.507808134922996,9.30328069978189,-12.8520445887378,3.06597539712612e-37,5.67069785840141e-35,73.4489070375026,"Non-Neuronal"
"RPS14",0.380774894632935,8.62276990568684,12.8399305978429,3.56836669914175e-37,6.5420056150932e-35,73.4845964188231,"Non-Neuronal"
"C3",0.278280995418111,8.20497085608045,12.8346476197463,3.81233579418093e-37,6.92850592159839e-35,73.074558182016,"Non-Neuronal"
"DLG1",-0.406001941364064,8.86765470276867,-12.819321715126,4.617964917808e-37,8.32029886053338e-35,73.2678212366094,"Non-Neuronal"
"AC022294.1",0.133779417728091,8.12302453948853,12.8123064096449,5.04116830344504e-37,8.94941177048348e-35,72.7420653337066,"Non-Neuronal"
"FBLN2",0.133848588958321,8.13788040642557,12.8121223204426,5.05277793740216e-37,8.94941177048348e-35,72.7477553644213,"Non-Neuronal"
"ST18",-0.451430068587102,8.96512479028349,-12.7892079125883,6.72632985439715e-37,1.18134700804118e-34,72.884592324412,"Non-Neuronal"
"CCP110",-0.428281698142003,8.93040469947751,-12.7628825154353,9.33827796834682e-37,1.62641674615374e-34,72.5674139106983,"Non-Neuronal"
"SRGAP2B",0.294809065070446,8.25199352676425,12.7564099231953,1.01218196142457e-36,1.74831429700607e-34,72.1372987808994,"Non-Neuronal"
"FSTL5",0.172377011313914,8.14023969195869,12.7410474044513,1.22530650555344e-36,2.0990906529563e-34,71.8681879132442,"Non-Neuronal"
"CYFIP1",0.261883711932448,8.25001441770352,12.7371135862803,1.28670725314273e-36,2.1863562268848e-34,71.896353630844,"Non-Neuronal"
"FCGRT",0.19003023537565,8.15943721006857,12.7029321114618,1.9666972158886e-36,3.3148364364574e-34,71.4109050669639,"Non-Neuronal"
"GAL3ST4",0.166120570782981,8.11927419902594,12.6909487544128,2.28152851387366e-36,3.81471567519676e-34,71.2395446059745,"Non-Neuronal"
"DNAJB2",-0.40650933816719,8.75302541766321,-12.6792700732669,2.63645485415274e-36,4.37316717871367e-34,71.5282917061197,"Non-Neuronal"
"CXCL12",0.158301260552049,8.12967240164391,12.6751301635411,2.7750263028994e-36,4.56677556933838e-34,71.0518133763214,"Non-Neuronal"
"LILRB4",0.159329986457896,8.104357552018,12.6408884962784,4.23656703553663e-36,6.91751961271215e-34,70.6158572379174,"Non-Neuronal"
"LINC00996",0.131277639196377,8.08837392501539,12.6287587152238,4.92032734352574e-36,7.9716931379603e-34,70.4573635999844,"Non-Neuronal"
"DHRS3",0.153717093263692,8.11511540343416,12.6207860531976,5.42840755797813e-36,8.72720907398023e-34,70.376008770503,"Non-Neuronal"
"TYROBP",0.23168641921256,8.15547961712003,12.6096378565435,6.22741609820402e-36,9.93534324064611e-34,70.2655747382527,"Non-Neuronal"
"GINS3",0.139206136848598,8.11628612248974,12.5943389031977,7.51739634198157e-36,1.19025442081375e-33,70.0512206067872,"Non-Neuronal"
"ATP1B2",0.387248652259029,8.87191198407292,12.5901654803806,7.91324753314931e-36,1.24351032663775e-33,70.4560879328624,"Non-Neuronal"
"RGMA",0.232985437341782,8.32616854244525,12.583323455268,8.60752574833062e-36,1.34251707567246e-33,70.0698790564879,"Non-Neuronal"
"PDLIM3",0.157771265816113,8.15427209913905,12.5706679921584,1.00550946800251e-35,1.55667762083352e-33,69.7865169346364,"Non-Neuronal"
"USP53",0.29534480767772,8.29389980265883,12.5536278548123,1.23931987626348e-35,1.9045430451402e-33,69.6898784541393,"Non-Neuronal"
"CXCL16",0.150916870892713,8.11877961932397,12.542415039212,1.42189572373026e-35,2.16916938875638e-33,69.4217741000896,"Non-Neuronal"
"OLFM2",0.259254622389252,8.49209750096634,12.5322461420207,1.61046983708835e-35,2.43904489819902e-33,69.6249060398543,"Non-Neuronal"
"ANO3",0.131665337444828,8.11754527489398,12.5206503188467,1.85599596095672e-35,2.79067018589895e-33,69.156229257056,"Non-Neuronal"
"TRIM22",0.18168968131539,8.1241957827587,12.5011920634005,2.35432370276625e-35,3.51466895627247e-33,68.9251137014835,"Non-Neuronal"
"AC012368.1",0.183661758229622,8.132139950637,12.4899105698919,2.70198360776027e-35,4.00506790086451e-33,68.792899694051,"Non-Neuronal"
"GAREM2",0.156603560176592,8.15313964046195,12.488549593754,2.74723278484313e-35,4.04346233825503e-33,68.7893294894066,"Non-Neuronal"
"RPS5",0.28373603578272,8.40992927388857,12.4844705295949,2.88741266622341e-35,4.22006466601882e-33,68.9401677753512,"Non-Neuronal"
"ATP8B4",0.236628762243194,8.16940168388364,12.4827220137379,2.94965730979e-35,4.28109984545909e-33,68.7305403334331,"Non-Neuronal"
"INPP5D",0.216085571607186,8.15380189839761,12.4804199533021,3.03364538818387e-35,4.37263369745124e-33,68.6920969631193,"Non-Neuronal"
"AF127936.1",0.18476027769081,8.12424775553902,12.4580667329948,3.98339802739345e-35,5.67359387532128e-33,68.4030997374214,"Non-Neuronal"
"FYB1",0.257378201484542,8.17604719070045,12.4579200456588,3.9905181802499e-35,5.67359387532128e-33,68.435779169161,"Non-Neuronal"
"CSF2RA",0.183261031767092,8.1230491288108,12.4566487521032,4.05275857731155e-35,5.72315231525753e-33,68.3853027246819,"Non-Neuronal"
"ABCA2",-0.44018716971159,8.97981375840535,-12.4462689453336,4.59839015859403e-35,6.45009089359833e-33,68.7148804219561,"Non-Neuronal"
"LTC4S",0.166414768371425,8.11417013613267,12.4344600169312,5.3083775587347e-35,7.39633939850369e-33,68.1115380317927,"Non-Neuronal"
"ITGB5",0.179071687190365,8.14838370111294,12.4285428189516,5.70408960458636e-35,7.89506441959304e-33,68.0614283022147,"Non-Neuronal"
"NRSN1",0.166079540828042,8.15876728290376,12.4136623898557,6.83357518889491e-35,9.3961658847305e-33,67.8875393936516,"Non-Neuronal"
"TFCP2L1",0.136490810238149,8.11258776112065,12.4026917939557,7.80616696511552e-35,1.0663326115746e-32,67.7257459414834,"Non-Neuronal"
"RNF219-AS1",0.171877855522952,8.18006365602466,12.3992957694103,8.13424891997168e-35,1.10393378199616e-32,67.7301960770505,"Non-Neuronal"
"KNDC1",0.176252252116919,8.16459956021261,12.3758088014366,1.08105696972232e-34,1.45768326885139e-32,67.4373595502375,"Non-Neuronal"
"SLIT1",0.154014651170472,8.14015247426395,12.3749115068941,1.09285774643201e-34,1.46414916028391e-32,67.4088644451837,"Non-Neuronal"
"LFNG",0.1786908212325,8.1744633716189,12.341340831055,1.63960944280818e-34,2.18266479966185e-32,67.0300537096859,"Non-Neuronal"
"NR4A3",0.131066555844816,8.09743402378868,12.3388802124452,1.68902495267425e-34,2.23421655132227e-32,66.9520575233605,"Non-Neuronal"
"GABRG1",0.232269616955683,8.34885979147413,12.3119868980318,2.33573213748983e-34,3.07023909896462e-32,66.8149449422342,"Non-Neuronal"
"CTXN1",0.131770244653874,8.1179053054133,12.2696776611162,3.8844886371197e-34,5.07411328223761e-32,66.1372815941057,"Non-Neuronal"
"NRGN",0.258173015933137,8.32125142164627,12.2625093728256,4.23342409763198e-34,5.49556295903779e-32,66.2040299833822,"Non-Neuronal"
"COX7A2",0.277427406883204,8.37271089358269,12.2569541414167,4.52511047555303e-34,5.83795116907767e-32,66.1874348294686,"Non-Neuronal"
"LST1",0.172732917002449,8.1192714701856,12.253831430503,4.6977526333866e-34,6.02349877532392e-32,65.9504351088126,"Non-Neuronal"
"LINC00943",0.11203551728301,8.10964306202242,12.2215587429474,6.91382526260523e-34,8.81091146271033e-32,65.5613120196919,"Non-Neuronal"
"CABLES1",0.200361738363315,8.24418087596004,12.2055508061833,8.37166482762209e-34,1.06041087816546e-31,65.4605729131936,"Non-Neuronal"
"HES1",0.184455412928928,8.24111624310797,12.2006317952394,8.87819922541928e-34,1.11779737235701e-31,65.3999286013942,"Non-Neuronal"
"FREM2",0.139531568614965,8.16429249078193,12.1966904581362,9.30593901728741e-34,1.16463548180423e-31,65.301475350882,"Non-Neuronal"
"RPL30",0.360433944991359,8.65024794920391,12.1895874150103,1.01291503940832e-33,1.26011454307345e-31,65.6256299018803,"Non-Neuronal"
"CRYAB",-0.499856075300933,9.41552576794006,-12.1648643077059,1.36003237579839e-33,1.68193352983351e-31,65.1134306994541,"Non-Neuronal"
"MT2A",0.407747724900794,8.97423168721859,12.156396856588,1.50426499244985e-33,1.84936107895305e-31,65.2639440146386,"Non-Neuronal"
"ABR",0.241378862822257,8.28590171684188,12.1255957900301,2.16930385392388e-33,2.65137137701807e-31,64.5483826953032,"Non-Neuronal"
"LGALS9",0.144690052353202,8.10296905349363,12.1207656872986,2.29730907474546e-33,2.79149765477792e-31,64.3646319708053,"Non-Neuronal"
"CACNB4",0.26382243297339,8.35843105427926,12.0713198171118,4.12647842558514e-33,4.98516757773002e-31,63.9867136609678,"Non-Neuronal"
"LAPTM5",0.231517961610797,8.16599760509285,12.0561717922459,4.93526281811859e-33,5.9279880976252e-31,63.64636460168,"Non-Neuronal"
"HSPE1",-0.341705330550694,8.63963394022774,-12.0539792803505,5.06469643947687e-33,6.04869460486095e-31,63.980448926441,"Non-Neuronal"
"NDUFAB1",0.193435460234245,8.22072136735095,12.048501684587,5.40298839532421e-33,6.4160487194475e-31,63.5949123131297,"Non-Neuronal"
"MAN2A1",-0.420362288089798,9.04413377416982,-12.0136317846212,8.14917640922344e-33,9.62247383913954e-31,63.5997188929536,"Non-Neuronal"
"SNHG19",0.170839830973554,8.16262480583771,11.994499349267,1.02055650009575e-32,1.19829386808995e-30,62.9208494670676,"Non-Neuronal"
"RPS19",0.372441008795334,8.61621518907122,11.99365712674,1.03070779534534e-32,1.20345211858757e-30,63.3116985188403,"Non-Neuronal"
"SAMSN1",0.238273905838536,8.16940741558487,11.9709347876665,1.34585664967429e-32,1.56268910989959e-30,62.6537894642444,"Non-Neuronal"
"AXL",0.168999912004123,8.16771298759494,11.9701687394434,1.35800503875097e-32,1.56808316629256e-30,62.6420515919564,"Non-Neuronal"
"AGT",0.285067370750038,8.52381618083386,11.9667714494708,1.41320712685337e-32,1.62285873358436e-30,62.9202569563502,"Non-Neuronal"
"MIF",0.345756679362237,8.57085195666165,11.9616443261693,1.50076488289682e-32,1.71398830888216e-30,62.9199630117387,"Non-Neuronal"
"RPL18A",0.297383827448506,8.4661064635408,11.9554001790528,1.61470497475132e-32,1.83409423762514e-30,62.7270826763947,"Non-Neuronal"
"HSPB1",-0.447739319858254,8.82597021537716,-11.9501119291463,1.71789420820392e-32,1.94075615953848e-30,62.8668465323387,"Non-Neuronal"
"ENTPD1",0.216906476112305,8.20421346916373,11.9485105742972,1.75041446507578e-32,1.96109053263513e-30,62.4146519519794,"Non-Neuronal"
"AHSA1",-0.248656122172028,8.32978340639231,-11.9483037033095,1.75465995025248e-32,1.96109053263513e-30,62.485775691335,"Non-Neuronal"
"AMER2",-0.444690758470969,9.41065847819803,-11.9457891298684,1.80709008158002e-32,2.00894588856502e-30,62.5884452092177,"Non-Neuronal"
"FAU",0.37845567011443,8.69056970839581,11.9282494709057,2.21871098642881e-32,2.45349521779694e-30,62.5890497620401,"Non-Neuronal"
"CCL3L1",0.135071726158804,8.08773435337957,11.909708917619,2.7553352129606e-32,3.03086873425666e-30,61.8904895622662,"Non-Neuronal"
"CTSB",0.282530260246293,8.33977621269483,11.8728829157816,4.23274733742694e-32,4.63164499226298e-30,61.6523659909987,"Non-Neuronal"
"CCL4",0.141904753911289,8.09125516554085,11.8624246585766,4.780503141837e-32,5.20377685752049e-30,61.3459839643972,"Non-Neuronal"
"CHRDL1",0.171329773851848,8.2217893891144,11.856416274243,5.12646001224362e-32,5.5514515158493e-30,61.3626995338818,"Non-Neuronal"
"PLEKHO1",0.21079804947632,8.20546836132723,11.852789699325,5.34719240790669e-32,5.76063511985824e-30,61.3085464638182,"Non-Neuronal"
