"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Cell_type"
"AL162274.2",-0.165977442829749,7.15862784146852,-10.3671902287815,1.81104844582716e-24,1.25500991831442e-23,44.7205089319803,"GABAergic"
"DLK1",-0.156619346633134,7.15433282250477,-10.3670729503509,1.81314083514192e-24,1.25603966950818e-23,44.7191676697163,"GABAergic"
"AC091564.6",-0.154114635062845,7.15174720272577,-10.3669988855898,1.81446347490983e-24,1.25653567221021e-23,44.7183721124069,"GABAergic"
"CRNDE",-0.155648848867872,7.15290478375186,-10.3669453346585,1.81542037698434e-24,1.25677815068438e-23,44.7178893771661,"GABAergic"
"LINC01088",-0.153772213114203,7.15149631976543,-10.3667124239697,1.8195880843546e-24,1.25924249887193e-23,44.7155934460789,"GABAergic"
"LRMDA",-0.155715528700899,7.1550178521658,-10.3664186291855,1.82485878593047e-24,1.26246827097455e-23,44.7129703616346,"GABAergic"
"AC016168.1",-0.16136146064949,7.15298987094991,-10.3663504860153,1.82608344090172e-24,1.26289369987971e-23,44.7120966904595,"GABAergic"
"AC073610.3",-0.165143013206229,7.15755344770341,-10.3662183094934,1.8284612138169e-24,1.26411605880472e-23,44.710975890197,"GABAergic"
"PAPPA-AS2",-0.158763108495616,7.15279450227235,-10.3661729297762,1.8292782742447e-24,1.26425895543645e-23,44.7103790726076,"GABAergic"
"GPR17",-0.153888792504177,7.15185030767085,-10.3660521686626,1.83145433835854e-24,1.26496021973211e-23,44.709256510299,"GABAergic"
"AGER",-0.183430038620196,7.1608209776553,-10.3660488396294,1.83151436246637e-24,1.26496021973211e-23,44.7092628937344,"GABAergic"
"CYP2J2",-0.156742453452442,7.15266845789026,-10.3655112283383,1.84123339525995e-24,1.27124891053398e-23,44.7040150902664,"GABAergic"
"CRYBA2",-0.153531269862833,7.15069088769357,-10.3652707367491,1.84559758278753e-24,1.27366222162977e-23,44.701612369265,"GABAergic"
"AC025262.1",-0.155221675914145,7.15521069734783,-10.365250869466,1.84595857158913e-24,1.27366222162977e-23,44.7016750963499,"GABAergic"
"TH2LCRR",-0.162369865617051,7.15676170019992,-10.3651961757033,1.84695271969219e-24,1.27392379896718e-23,44.7011659669214,"GABAergic"
"AC079766.1",-0.154750915156434,7.15273540621341,-10.3650472518102,1.8496623451625e-24,1.27536804778132e-23,44.6995188308933,"GABAergic"
"AC068620.2",-0.161343839129806,7.15584392075951,-10.3649609754316,1.85123392072723e-24,1.27602689517548e-23,44.6987830726625,"GABAergic"
"AL136307.1",-0.153855274304963,7.15161397362548,-10.364862265986,1.85303359598267e-24,1.27657910253309e-23,44.6977047954401,"GABAergic"
"AC006449.6",-0.160248017777546,7.1555022019329,-10.3648494334045,1.85326768759571e-24,1.27657910253309e-23,44.6977810551534,"GABAergic"
"LCN15",-0.169082624328704,7.15612491200788,-10.3646956207387,1.856075817245e-24,1.27767284090367e-23,44.6961814976357,"GABAergic"
"AC105411.1",-0.156336381308845,7.15636256817539,-10.3646948877793,1.85608920884428e-24,1.27767284090367e-23,44.6963468047365,"GABAergic"
"LINC01136",-0.154511994752619,7.15264565433334,-10.3640131644004,1.86858627083396e-24,1.28555785391736e-23,44.689527015001,"GABAergic"
"CACNA1S",-0.156793970430382,7.15190965715584,-10.364002351542,1.86878515818335e-24,1.28555785391736e-23,44.6893934943963,"GABAergic"
"SLC12A3",-0.153513274708527,7.150669181389,-10.3636654020721,1.87499339986747e-24,1.28940034168177e-23,44.6860844385446,"GABAergic"
"LCN12",-0.16376006042113,7.16039669726696,-10.363450474406,1.87896408635343e-24,1.29170206175369e-23,44.6842973824165,"GABAergic"
"ALG1L2",-0.153506980594273,7.15068810018634,-10.3629702073763,1.8878669474733e-24,1.29727879152982e-23,44.6793667714658,"GABAergic"
"ATP13A5",-0.1574947049387,7.15184200102488,-10.3629453510018,1.88832885456592e-24,1.29727879152982e-23,44.6791485606477,"GABAergic"
"AC010207.1",-0.15514533781082,7.1517883120569,-10.3625806965062,1.89511813968869e-24,1.3015113404301e-23,44.6756396870032,"GABAergic"
"GNA14",-0.154753772955654,7.15280571897985,-10.3622765503011,1.90079936502709e-24,1.30498035292695e-23,44.672773822374,"GABAergic"
"GAL3ST4",-0.163794432604133,7.15426037079845,-10.3621689217656,1.90281382873467e-24,1.30593051141754e-23,44.6717271306246,"GABAergic"
"AC114400.1",-0.156779159359903,7.15191877191417,-10.3617968081771,1.90979493592983e-24,1.31028096371963e-23,44.6680711883869,"GABAergic"
"BRIP1",-0.176977137741653,7.16503458642968,-10.3617636701325,1.91041785855901e-24,1.31028096371963e-23,44.6682261168946,"GABAergic"
"ICAM4",-0.153493967942588,7.15070696345274,-10.3617122845836,1.91138419270722e-24,1.31050979091508e-23,44.6672091790595,"GABAergic"
"RFPL3S",-0.168878659525191,7.16170739194,-10.3616730943478,1.91212151288721e-24,1.31058149888924e-23,44.6672661832424,"GABAergic"
"AL049869.3",-0.15787290575885,7.1544265787936,-10.3613949830186,1.91736197237617e-24,1.31345680585704e-23,44.664265537805,"GABAergic"
"AL033504.1",-0.19161814678736,7.1780176665859,-10.3613831746538,1.91758479259967e-24,1.31345680585704e-23,44.6649530274978,"GABAergic"
"HHLA1",-0.160974589413631,7.15516378562561,-10.3612073138608,1.92090627195194e-24,1.31529691275836e-23,44.6624735164763,"GABAergic"
"MAS1",-0.161608234649892,7.15927225214446,-10.360749971745,1.9295708144889e-24,1.32079313550921e-23,44.6583443557417,"GABAergic"
"GPR139",-0.153640020673421,7.15137725117179,-10.3606617430885,1.93124679772537e-24,1.32150363136061e-23,44.6570842189374,"GABAergic"
"FLI1",-0.154400862863961,7.1541691810042,-10.3603412905336,1.93734623492883e-24,1.3251781154754e-23,44.6541835274191,"GABAergic"
"AL354712.1",-0.153478516945344,7.15070221348538,-10.3602453629127,1.93917581615697e-24,1.3251781154754e-23,44.6530275363766,"GABAergic"
"AC098483.1",-0.153478516945344,7.15070221348538,-10.3602453629127,1.93917581615697e-24,1.3251781154754e-23,44.6530275363766,"GABAergic"
"DUOX1",-0.153478516945344,7.15070221348538,-10.3602453629127,1.93917581615697e-24,1.3251781154754e-23,44.6530275363766,"GABAergic"
"LYZ",-0.153476435884078,7.15069544100139,-10.3600556819109,1.94279855470558e-24,1.32677832059402e-23,44.6511925662365,"GABAergic"
"AC073655.1",-0.153476435884078,7.15069544100139,-10.3600556819109,1.94279855470558e-24,1.32677832059402e-23,44.6511925662365,"GABAergic"
"AC007389.5",-0.15529389959275,7.15184288260414,-10.3598384193989,1.94695632134937e-24,1.3291795083754e-23,44.6491391278354,"GABAergic"
"LINC00921",-0.168805863877573,7.16443200106283,-10.3596892956479,1.94981521692067e-24,1.33064002315878e-23,44.6483153933101,"GABAergic"
"SNHG18",-0.158770586858024,7.15398110180525,-10.3596598358987,1.95038049066289e-24,1.33064002315878e-23,44.6474832011414,"GABAergic"
"PRR29-AS1",-0.157623105945047,7.15415749526564,-10.3595191767207,1.95308170017209e-24,1.33181274022416e-23,44.6461963337204,"GABAergic"
"STEAP3",-0.177778981409262,7.17447893295768,-10.3595033761896,1.95338536416792e-24,1.33181274022416e-23,44.6468029017326,"GABAergic"
"AL590867.1",-0.156500787594917,7.15183481110596,-10.3594402492415,1.95459904256909e-24,1.33220171006033e-23,44.6452812573074,"GABAergic"
"PINLYP",-0.173976030752491,7.1680641604132,-10.3592561209268,1.95814336527619e-24,1.3341784054265e-23,44.6441737467631,"GABAergic"
"MIR3681HG",-0.153879809913327,7.1516211204175,-10.359035645447,1.96239572623428e-24,1.33462657106206e-23,44.6413642410724,"GABAergic"
"GRK7",-0.153465808214597,7.15070370922314,-10.3590322579826,1.96246113240342e-24,1.33462657106206e-23,44.6413022060593,"GABAergic"
"AC069120.1",-0.153465808214597,7.15070370922314,-10.3590322579826,1.96246113240342e-24,1.33462657106206e-23,44.6413022060593,"GABAergic"
"HHEX",-0.153465808214597,7.15070370922314,-10.3590322579826,1.96246113240342e-24,1.33462657106206e-23,44.6413022060593,"GABAergic"
"AC025287.3",-0.153465808214597,7.15070370922314,-10.3590322579826,1.96246113240342e-24,1.33462657106206e-23,44.6413022060593,"GABAergic"
"AL359317.1",-0.159422016471538,7.15388503416242,-10.3590215871227,1.96266718266549e-24,1.33462657106206e-23,44.6412946992627,"GABAergic"
"APOBEC3C",-0.153463709993209,7.15070706104951,-10.3588283776575,1.96640169682819e-24,1.33672721845758e-23,44.6393323825419,"GABAergic"
"AL513493.1",-0.153459390785037,7.15071952455868,-10.3584057587804,1.97459500664123e-24,1.34185650828608e-23,44.6352504889609,"GABAergic"
"NUGGC",-0.153458442489957,7.15070390267783,-10.3583293379494,1.97608018651559e-24,1.34198520994418e-23,44.6345085032272,"GABAergic"
"C13orf42",-0.153458442489957,7.15070390267783,-10.3583293379494,1.97608018651559e-24,1.34198520994418e-23,44.6345085032272,"GABAergic"
"AC234772.3",-0.154580248512443,7.15266179955746,-10.3581325018469,1.97991064658748e-24,1.34414582834371e-23,44.632676918323,"GABAergic"
"AC116667.1",-0.156738569002353,7.15187801387173,-10.3579386999779,1.98368925249632e-24,1.34591485925395e-23,44.6307751856117,"GABAergic"
"LINC01338",-0.153453687933286,7.15074793882245,-10.3578656399976,1.9851155771838e-24,1.34591485925395e-23,44.6300366393953,"GABAergic"
"AC006027.1",-0.153453687933286,7.15074793882245,-10.3578656399976,1.9851155771838e-24,1.34591485925395e-23,44.6300366393953,"GABAergic"
"AC087623.1",-0.153453687933286,7.15074793882245,-10.3578656399976,1.9851155771838e-24,1.34591485925395e-23,44.6300366393953,"GABAergic"
"AC120114.1",-0.156076296742252,7.15277748515379,-10.3574534143029,1.99318239222653e-24,1.35094197939097e-23,44.6261130080503,"GABAergic"
"EDA",-0.156124679079237,7.1554599961949,-10.3574004686251,1.99422083496523e-24,1.35120366878099e-23,44.6257984282203,"GABAergic"
"SLC13A4",-0.154129850471538,7.15175314200874,-10.3567719868,2.00658852924464e-24,1.3591389210675e-23,44.61949940209,"GABAergic"
"TEKT2",-0.167717816057302,7.15800932627847,-10.3564373689774,2.01320436079778e-24,1.36317430288344e-23,44.6164343570544,"GABAergic"
"AC072039.2",-0.161648081182453,7.15488071185681,-10.3563925458143,2.01409221429951e-24,1.36332980505836e-23,44.6159287478995,"GABAergic"
"GRID2IP",-0.18723010199456,7.17685438120898,-10.3561987590081,2.01793519700089e-24,1.36548486558247e-23,44.6148045629403,"GABAergic"
"CYP27C1",-0.154010949197307,7.15307589193139,-10.3560537311606,2.02081599737293e-24,1.3666851802668e-23,44.6126867247165,"GABAergic"
