"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Cell_type"
"VWA3A",-0.377161794530351,7.48008523879029,-16.5957452787671,7.01921351364505e-60,2.02508867799513e-57,125.329702791544,"Glutamatergic"
"LAMB3",-0.354502579563212,7.38869332219251,-16.5894543028857,7.74232595728773e-60,2.20507398898906e-57,125.231755982421,"Glutamatergic"
"CATSPER2",-0.482337123311758,7.83113236101138,-16.5722790116735,1.0117150415511e-59,2.84496830988071e-57,124.95413027369,"Glutamatergic"
"HPCAL1",-0.505222658681181,7.88451684563557,-16.566913005503,1.09985799622668e-59,3.05416817327196e-57,124.868054555009,"Glutamatergic"
"DUSP6",0.494579938328352,7.73437624179346,16.5571990160451,1.27933696034928e-59,3.50870007088386e-57,124.674181321477,"Glutamatergic"
"AP003108.1",-0.31431219215113,7.31194500182684,-16.5493634127027,1.44515569150385e-59,3.91513825448269e-57,124.610467102113,"Glutamatergic"
"NFIA",-0.479872386044409,7.6392520741631,-16.535153740215,1.80237852380952e-59,4.82407697667812e-57,124.392072791949,"Glutamatergic"
"LAMA2",-0.363403144732375,7.45918876858374,-16.521941640017,2.21298583640236e-59,5.85255718519981e-57,124.189765828323,"Glutamatergic"
"AC099684.1",-0.318477794731765,7.30506609307506,-16.5126123099443,2.5578779832972e-59,6.68508934105262e-57,124.043198981091,"Glutamatergic"
"LINC01605",-0.303720130788882,7.2941855814314,-16.43310430963,8.76391248711393e-59,2.26384088257251e-56,122.819984714161,"Glutamatergic"
"AC011287.1",-0.389592579468559,7.65142687449228,-16.4220809190039,1.03913344282571e-58,2.65337349797392e-56,122.651587432874,"Glutamatergic"
"GLRX",-0.368671656845977,7.48443242281229,-16.4112285529062,1.22872556041306e-58,3.10183390052001e-56,122.488065310492,"Glutamatergic"
"AC024614.4",-0.354942632088331,7.36112981754183,-16.3929980277035,1.62789967131956e-58,4.06334732565887e-56,122.206909032894,"Glutamatergic"
"LINC00607",-0.316611296996613,7.30345813002939,-16.3270077918938,4.49654563221122e-58,1.10989734688414e-55,121.196307963799,"Glutamatergic"
"P2RX6",-0.343479382819705,7.38982812822955,-16.3222650439889,4.83651367549775e-58,1.18069397034267e-55,121.126583315902,"Glutamatergic"
"PVT1",-0.331792057337186,7.34051583350915,-16.3063822237044,6.17272967171557e-58,1.4905129310561e-55,120.883001990796,"Glutamatergic"
"CCZ1",-0.374425608633612,7.4942018319614,-16.3047354973044,6.33076894674403e-58,1.51223690485934e-55,120.860733524756,"Glutamatergic"
"CHRD",-0.41032408196143,7.55239357576451,-16.2976314820337,7.06008558196265e-58,1.66761622023296e-55,120.752445188227,"Glutamatergic"
"ALDH1A3",-0.327397418337926,7.31215980162304,-16.2969767405268,7.1313770390336e-58,1.66761622023296e-55,120.738529107693,"Glutamatergic"
"SMCO4",-0.314899297966059,7.32133325511461,-16.294470557834,7.41095359359143e-58,1.71494098001702e-55,120.700897879714,"Glutamatergic"
"DLEU2",-0.375276353422141,7.41296587396308,-16.2892617365095,8.02744776695232e-58,1.83845105301903e-55,120.62384803835,"Glutamatergic"
"CDON",-0.370474540342679,7.4388106487178,-16.2847060043289,8.60838774611322e-58,1.95138095693781e-55,120.555102932128,"Glutamatergic"
"ADAMTS10",-0.395475789948006,7.45199309933817,-16.2831347195461,8.81832204461348e-58,1.97877802243524e-55,120.531404394656,"Glutamatergic"
"CDKL1",-0.364738570534562,7.46225106751607,-16.2696742061943,1.08390617100575e-57,2.40789755888927e-55,120.326695730918,"Glutamatergic"
"MCUB",-0.334018169333111,7.33039694107623,-16.2585532038751,1.28521227609277e-57,2.82683076370307e-55,120.15423748127,"Glutamatergic"
"ESRRG",-0.426772522555282,7.63913849603175,-16.2371320793062,1.78384171074339e-57,3.88510231413376e-55,119.831750008079,"Glutamatergic"
"MPDZ",-0.514118884789784,8.22134775360377,-16.2036508627252,2.97557912240163e-57,6.41771749554876e-55,119.274517265479,"Glutamatergic"
"CFAP44",-0.398831057495876,7.57349015238634,-16.1969477843297,3.29618792458646e-57,7.04084757160463e-55,119.223181578955,"Glutamatergic"
"DENND3",-0.444962099114142,7.76358515023642,-16.1899908791412,3.66537438760839e-57,7.75488495435432e-55,119.11246222149,"Glutamatergic"
"STARD9",-0.370233028743892,7.41821055105405,-16.1702858268645,4.95015226260977e-57,1.03743049541392e-54,118.818015814381,"Glutamatergic"
"SCX",-0.357238769074642,7.34744458325264,-16.1686905762999,5.07197770370425e-57,1.05302789427841e-54,118.791767422927,"Glutamatergic"
"ANKRD18B",-0.342300311538188,7.38645322157188,-16.1655715662993,5.31886638583671e-57,1.09406126630891e-54,118.746126329885,"Glutamatergic"
"GRK4",-0.385859853539973,7.54678406452885,-16.1564271534873,6.11388440727545e-57,1.24605451474885e-54,118.610178540064,"Glutamatergic"
"GFRA2",-0.406390768061778,7.63608247585676,-16.1189853472187,1.08072699280477e-56,2.18257728592345e-54,118.044375926831,"Glutamatergic"
"COL27A1",-0.340967140410445,7.34526774841299,-16.0807352639784,1.93169735514585e-56,3.86600511212297e-54,117.464228724588,"Glutamatergic"
"PCSK1",-0.449584116505711,7.84662214405873,-16.0792000955852,1.97720257085672e-56,3.92174599210553e-54,117.437392051128,"Glutamatergic"
"KCTD15",-0.327330447876716,7.32335115520841,-16.0551475291725,2.84691421682181e-56,5.59683179882269e-54,117.078288963764,"Glutamatergic"
"PXDN",-0.35894672688892,7.36236050194503,-16.0539517790236,2.89894432738459e-56,5.64912703796918e-54,117.061432151634,"Glutamatergic"
"ADRA1B",-0.306708474366667,7.3167797130784,-16.03772501421,3.70618403761286e-56,7.15938073004954e-54,116.816370841548,"Glutamatergic"
"HS3ST2",-0.371899583404563,7.53091297372759,-16.0353081976355,3.84422609296474e-56,7.3620243668286e-54,116.7855367035,"Glutamatergic"
"NECTIN1",-0.39351523356946,7.63099212630672,-16.0259935125794,4.42588568949051e-56,8.40350859760954e-54,116.645472018918,"Glutamatergic"
"DAB1",-0.443839020417886,7.65110206298256,-16.022329152588,4.67804175503175e-56,8.80700827017207e-54,116.590331549392,"Glutamatergic"
"AHI1",-0.540342741373872,8.98020176732527,-15.9907380574598,7.53917961132834e-56,1.40741911819882e-53,115.887220253677,"Glutamatergic"
"GOLGA8A",-0.51439689069978,8.55973114032079,-15.9848615366473,8.23832372540472e-56,1.52511967966555e-53,115.923067224634,"Glutamatergic"
"FAM153B",-0.449353669808509,7.75886947550967,-15.9839313092723,8.35476883867881e-56,1.53389413017562e-53,116.011974719671,"Glutamatergic"
"MICAL3",-0.487265549053173,8.07467977417261,-15.963662315518,1.13416438335716e-55,2.06520178494092e-53,115.687815116075,"Glutamatergic"
"B4GALNT3",-0.342635482620067,7.40538427036457,-15.9539969766425,1.31196571582564e-55,2.3695380794363e-53,115.564644837098,"Glutamatergic"
"PLGLB2",-0.312979685021281,7.30105876267727,-15.9304428602006,1.87030308974118e-55,3.35070831762905e-53,115.208326516066,"Glutamatergic"
"RHBDL3",-0.331187477067811,7.33703723067462,-15.9199778411507,2.18909831827837e-55,3.89046553124432e-53,115.05355624753,"Glutamatergic"
"SLN",-0.333937189290078,7.35237046487313,-15.9072689141984,2.6498547453468e-55,4.67194628316501e-53,114.864672226259,"Glutamatergic"
"CALD1",-0.434574263765773,7.72033748528266,-15.9027953546877,2.83406102667722e-55,4.95737525256964e-53,114.80249712024,"Glutamatergic"
"ARHGEF10",-0.328724704714775,7.37377607185614,-15.886558873275,3.61644301250083e-55,6.2765063689614e-53,114.556989825353,"Glutamatergic"
"SEMA6A",-0.37195203962775,7.40364957376641,-15.8849926183182,3.70245363047153e-55,6.37596956596319e-53,114.534297259348,"Glutamatergic"
"PXN",-0.334722128220042,7.3773374741311,-15.8716967169155,4.51970071738661e-55,7.72347318744182e-53,114.335596129007,"Glutamatergic"
"RNF149",-0.426897203958742,7.87599803114819,-15.8651233853603,4.98781281371181e-55,8.45834058447388e-53,114.234471203249,"Glutamatergic"
"RGS11",-0.448739542499925,7.77689957106869,-15.836078066386,7.7062879447181e-55,1.29693323251449e-52,113.808312294393,"Glutamatergic"
"SERPINB6",-0.380019871379488,7.40755247422562,-15.8239775008617,9.23566287584909e-55,1.54263346456382e-52,113.626888808973,"Glutamatergic"
"AFF1",-0.40047684958488,7.63194174692662,-15.8003584719824,1.31455890236544e-54,2.17145395802927e-52,113.281202064695,"Glutamatergic"
"STXBP5-AS1",-0.42616158267815,7.71122930038495,-15.8000626957082,1.32037920076e-54,2.17145395802927e-52,113.275932430725,"Glutamatergic"
"CCDC57",-0.416607610143921,7.58989192605585,-15.7996087538786,1.32936186492001e-54,2.17145395802927e-52,113.269985454635,"Glutamatergic"
"LINC00507",-0.363360991336703,7.53775179148565,-15.7959362127783,1.40430945127489e-54,2.27713390219502e-52,113.215242485496,"Glutamatergic"
"AC008691.1",-0.312046571537874,7.32830172414807,-15.75729115247,2.49928327931638e-54,4.02330275724735e-52,112.635908998111,"Glutamatergic"
"NPIPB4",-0.376240652963168,7.5011325212691,-15.7399751994501,3.23458403949696e-54,5.16951686600179e-52,112.386444865335,"Glutamatergic"
"FAM66A",-0.315768895650722,7.34017665210503,-15.726118976467,3.97525941908451e-54,6.30788485678302e-52,112.175717179579,"Glutamatergic"
"LINC00937",-0.333951343033198,7.40168140853011,-15.696810488057,6.14534673343722e-54,9.68218990661757e-52,111.746474363742,"Glutamatergic"
"USP49",-0.395733934315079,7.55318617416934,-15.6826482834577,7.58315548756604e-54,1.18633661377662e-51,111.542012705625,"Glutamatergic"
"HAPLN4",-0.325195365960508,7.34817343301739,-15.6735629798293,8.6773029249741e-54,1.34801597537272e-51,111.401207183467,"Glutamatergic"
"ITGA8",-0.31112503158045,7.31602820249507,-15.6445114384837,1.33462227672342e-53,2.05893290815353e-51,110.972458073327,"Glutamatergic"
"C9orf3",-0.404099154476049,7.63528099545,-15.63179834926,1.61095408724497e-53,2.46809276194117e-51,110.795413404808,"Glutamatergic"
"LRRC37A",-0.324267355986129,7.30822973805247,-15.6310629265131,1.6285795206953e-53,2.47800644193466e-51,110.774011792953,"Glutamatergic"
"MFGE8",-0.301504565055301,7.30948838434262,-15.6032173900021,2.45810280718863e-53,3.71474516065955e-51,110.365825503765,"Glutamatergic"
"IGSF9B",-0.318967856600634,7.35837504764944,-15.5639465291203,4.38808766840339e-53,6.5865788887555e-51,109.793352273425,"Glutamatergic"
"TMEM233",-0.326083552312308,7.33095688662266,-15.5353297934502,6.68837376362481e-53,9.9719612858339e-51,109.373182916904,"Glutamatergic"
"KIF26B",-0.34580279998814,7.34639033027713,-15.5149833075879,9.02164130980783e-53,1.33610507798254e-50,109.076731517327,"Glutamatergic"
"METRNL",-0.311546695753398,7.31518235634258,-15.4995503762954,1.13178765707888e-52,1.66507700675546e-50,108.850130604824,"Glutamatergic"
"TTC12",-0.313912995870841,7.31725686924221,-15.4913447943502,1.2767053435495e-52,1.86592165835212e-50,108.730938238917,"Glutamatergic"
"ABCA12",-0.293537204344283,7.2834381853025,-15.4827395947563,1.44856679346933e-52,2.10326217757654e-50,108.603429358706,"Glutamatergic"
"AC092111.2",-0.350671667575231,7.38224220405893,-15.4799352000828,1.50941059887602e-52,2.17737379571628e-50,108.56802541023,"Glutamatergic"
"SHISA6",-0.317205636829004,7.30723697338834,-15.478079671495,1.55106062699239e-52,2.22302011797651e-50,108.536811038801,"Glutamatergic"
"APOL2",-0.367137968642174,7.51745923539369,-15.4767742676147,1.58104640962636e-52,2.25147089678523e-50,108.527910176324,"Glutamatergic"
"QKI",-0.52827119671229,7.70078496582395,-15.4279973236377,3.23018380967606e-52,4.57060721859578e-50,107.821685299029,"Glutamatergic"
"ANO3",0.557999204084023,8.20381744924491,15.4174640519114,3.76806957639712e-52,5.2979535214976e-50,107.56622384348,"Glutamatergic"
"SLCO2A1",-0.309570139737707,7.33910124247868,-15.3881981811965,5.77778116350104e-52,8.0528950148527e-50,107.23382096224,"Glutamatergic"
"ARPP19",0.576019273776119,9.05839842127265,15.3879355387333,5.79996940074919e-52,8.0528950148527e-50,106.887280914911,"Glutamatergic"
"CHGA",-0.509557004606641,8.21892835301169,-15.3837747086622,6.16301861156642e-52,8.5038172954005e-50,107.153055797494,"Glutamatergic"
"TNFAIP6",-0.288955091624815,7.2845739122355,-15.3810921772519,6.40899209985377e-52,8.7886271295217e-50,107.127371513951,"Glutamatergic"
"RASAL1",-0.390373545676727,7.60172749148912,-15.366045913273,7.98128850335578e-52,1.08775658958312e-49,106.923874608011,"Glutamatergic"
"LAMA3",-0.304954366767837,7.30403171903193,-15.356439459637,9.18046551907597e-52,1.24356122869678e-49,106.771771546802,"Glutamatergic"
"PNMA3",-0.477186456473966,7.94087815708507,-15.3549290730394,9.38468514150475e-52,1.26351988132441e-49,106.758570195966,"Glutamatergic"
"FAM50A",-0.385186466898476,7.60332422589918,-15.3466292112995,1.05903786325888e-51,1.41726061037928e-49,106.643376077017,"Glutamatergic"
"MIR34AHG",-0.306379546786551,7.2950147127444,-15.3394649720998,1.17544147318578e-51,1.56361870220491e-49,106.525938553975,"Glutamatergic"
"SCN1B",-0.421682662965735,7.6698995342918,-15.3348647216824,1.25681736331541e-51,1.66191653131261e-49,106.474251930557,"Glutamatergic"
"PDE4C",-0.286709419270652,7.28429709829574,-15.3140903366142,1.70004194861576e-51,2.23470011174551e-49,106.159189673187,"Glutamatergic"
"HSF4",-0.389067690485604,7.56988012827498,-15.3065604824631,1.89657906480065e-51,2.47838258379685e-49,106.06459667221,"Glutamatergic"
"MBP",-0.460830776980842,7.72888931090538,-15.2804704419806,2.7696990468568e-51,3.59817920034642e-49,105.69106671218,"Glutamatergic"
"SLC35E2A",-0.370246701542865,7.47873422605397,-15.2769286170012,2.91567972314783e-51,3.76580378196099e-49,105.634089717628,"Glutamatergic"
"PCDH17",-0.464171254935372,7.87396440803675,-15.2708613746051,3.18377316361326e-51,4.08829600171495e-49,105.550997916206,"Glutamatergic"
"MYO1E",-0.298570294762986,7.28894909497094,-15.2634089047714,3.5468936284488e-51,4.52840471011437e-49,105.429422995399,"Glutamatergic"
"KCNT1",-0.490831075246418,7.99561070125697,-15.2606098049721,3.6936909568947e-51,4.68887683470947e-49,105.399777896319,"Glutamatergic"
"PKN2-AS1",-0.314328318809427,7.35216664819329,-15.257908772303,3.84107858207275e-51,4.84827049436057e-49,105.354461220823,"Glutamatergic"
"SGSH",-0.305291906390888,7.31939135549569,-15.2531702454649,4.11393688367278e-51,5.1633394277283e-49,105.2843465291,"Glutamatergic"
"PAX6",-0.291211571979924,7.28884558794349,-15.2512631527756,4.22912546513628e-51,5.27809113528103e-49,105.25482598691,"Glutamatergic"
"QPCT",-0.315420765515386,7.38134426721421,-15.2503189884461,4.28733631599542e-51,5.32084783574515e-49,105.247421570891,"Glutamatergic"
"AC011995.2",-0.289737453674343,7.30748651490906,-15.2445094554975,4.66349201904145e-51,5.75552640016699e-49,105.159555782821,"Glutamatergic"
"PXYLP1",-0.390465380270093,7.63364931177962,-15.2396515650136,5.00314003697915e-51,6.14059424980618e-49,105.103642660209,"Glutamatergic"
"ARPP21",0.529920668253496,9.12993251198644,15.2379335785916,5.12906259774334e-51,6.26055635213563e-49,104.723233864408,"Glutamatergic"
"AQP3",-0.287047505516571,7.29002772406016,-15.2299305863017,5.75853994142271e-51,6.99048987971068e-49,104.948669655691,"Glutamatergic"
"B4GALT1",-0.297881496727156,7.30322107908907,-15.2205701350509,6.59302432710588e-51,7.9600019253618e-49,104.815151489258,"Glutamatergic"
"PLS3",-0.381143310170282,7.49216409377073,-15.2158207022565,7.06143825433781e-51,8.47945139568186e-49,104.758033842811,"Glutamatergic"
"LHFPL6",-0.34004564412503,7.59284588719503,-15.1962337015595,9.36998129488187e-51,1.11910824981613e-48,104.481085664343,"Glutamatergic"
"BMPR1B",-0.309215685570135,7.31081023747426,-15.1944439316184,9.61516671983048e-51,1.14225095551355e-48,104.440933515894,"Glutamatergic"
"CABP1",-0.466949116079951,8.31734463755406,-15.1813423537809,1.16155729446424e-50,1.37255294130443e-48,104.236428188656,"Glutamatergic"
"MEGF11",-0.317417479437966,7.32865414547125,-15.1771316747597,1.23426394852112e-50,1.45074992679347e-48,104.19442319193,"Glutamatergic"
"SPARCL1",-0.624265777582629,9.18420803236544,-15.1664943340266,1.43876756204997e-50,1.68222217847054e-48,103.835592409011,"Glutamatergic"
"BAIAP3",-0.452501588523287,7.6867826870369,-15.158461531336,1.61526301143803e-50,1.87869464916732e-48,103.942384788902,"Glutamatergic"
"KCTD6",-0.352084265330247,7.52110242992644,-15.1542764195856,1.71559856285023e-50,1.9850011496728e-48,103.878633798424,"Glutamatergic"
"TFEB",-0.287568545801814,7.28935739793332,-15.1500601725695,1.82295670134849e-50,2.09828928085268e-48,103.804866662747,"Glutamatergic"
