"SYMBOL","FC","logFC","P.Value","adj.P.Val","AveExpr","t","B","Directory","DEG_test"
"Spock3",1.37793653122662,0.462509437974442,0.000370335840273113,0.0109443986480712,9.02671537850776,3.57670522127982,-0.290831560161176,"Vip","VehicleVsPCB_in_HETs"
"Ddx5",1.43279675470378,0.518833974724299,0.000410279045632234,0.0118139325191025,9.71879922097795,3.54936796479449,-0.251426300359548,"Vip","VehicleVsPCB_in_HETs"
"Hspa8",1.45291528063426,0.538950581998836,0.000501187156117117,0.0135966059731773,9.92746234542407,3.49542825694919,-0.409172600402859,"Vip","VehicleVsPCB_in_HETs"
"Mdh1",1.38086824912949,0.465575676297653,0.00050635501964664,0.0135966059731773,9.34807469887312,3.49264451187207,-0.503086975480963,"Vip","VehicleVsPCB_in_HETs"
"Aldoa",1.37625990123234,0.46075294301392,0.000508510641917585,0.0135966059731773,9.26743979907047,3.49149119125544,-0.52601590488391,"Vip","VehicleVsPCB_in_HETs"
"Mbnl2",1.36690820059994,0.4509163570725,0.000529899317004978,0.0138389984417812,9.15126673299528,3.48028872984805,-0.589998620227359,"Vip","VehicleVsPCB_in_HETs"
"Prkcb",1.32312929296618,0.403954045144318,0.000544211559996734,0.0138897632244621,8.96112163464025,3.47302604754626,-0.66159299771266,"Vip","VehicleVsPCB_in_HETs"
"Anks1b",1.41521558691792,0.501021842799962,0.000638842045687234,0.0157092344781931,9.53237141126176,3.42906309595392,-0.67770119968725,"Vip","VehicleVsPCB_in_HETs"
"Dclk1",1.38476340548529,0.469639504873169,0.000656788725345329,0.0157092344781931,9.35770704399028,3.42141737507684,-0.735970818479531,"Vip","VehicleVsPCB_in_HETs"
"Calm1",1.45173624737489,0.537779367129618,0.000657465735062401,0.0157092344781931,10.0243379372452,3.42113277932647,-0.641805357068758,"Vip","VehicleVsPCB_in_HETs"
"Cox4i1",1.36975492621947,0.453917792196271,0.00070601003785489,0.0165176931773134,9.31106962155841,3.40140573484852,-0.811302000260715,"Vip","VehicleVsPCB_in_HETs"
"Eef1a1",1.35014006441648,0.433109081170361,0.000735549606726916,0.0168575960888638,9.25690599298951,3.39001120271865,-0.860595311970689,"Vip","VehicleVsPCB_in_HETs"
"Nptn",1.41234800466418,0.498095614631334,0.000773686520156646,0.0173769992427183,9.876873355891,3.37591431921404,-0.805363147521844,"Vip","VehicleVsPCB_in_HETs"
"Osbpl8",1.3014314889722,0.380099366201014,0.00088164764727892,0.0194135354489064,8.90858972302583,3.33925383812602,-1.11553343234821,"Vip","VehicleVsPCB_in_HETs"
"Eif1",1.38283255498961,0.467626473399967,0.000938105645469693,0.0199305049955864,9.58868488474708,3.32171440528177,-1.01574942418324,"Vip","VehicleVsPCB_in_HETs"
"Camk2n1",1.36485672227106,0.448749510179367,0.000975375035183104,0.0199305049955864,9.290021830042,3.31066553946552,-1.11149727560443,"Vip","VehicleVsPCB_in_HETs"
"Akap9",1.34123142201143,0.423558187714249,0.000986612949854885,0.0199305049955864,9.10714137807044,3.30741079381122,-1.16663683504366,"Vip","VehicleVsPCB_in_HETs"
"Lrp1b",1.42805175499352,0.514048266005281,0.000993044221386665,0.0199305049955864,9.76721424883489,3.30556359837913,-1.04066134618531,"Vip","VehicleVsPCB_in_HETs"
"Chn1",1.42183628357341,0.507755356325563,0.000993863116431736,0.0199305049955864,9.47199068703738,3.30532919167164,-1.08777596691133,"Vip","VehicleVsPCB_in_HETs"
"Gpm6b",1.38349452193797,0.468316931487747,0.00105003697499232,0.0202331703541186,9.29535286572331,3.28966232189623,-1.17652848769066,"Vip","VehicleVsPCB_in_HETs"
"Cltc",1.35328879024266,0.436469741600433,0.00105331090709499,0.0202331703541186,9.27724814869719,3.28877337850481,-1.18316783248933,"Vip","VehicleVsPCB_in_HETs"
"Mapk8",-1.23433752847147,-0.303736952078721,0.00106300716909439,0.0202331703541186,8.71713265162087,-3.28615558068866,-1.416571409453,"Vip","VehicleVsPCB_in_HETs"
"Rtn1",1.41998103908647,0.505871665646469,0.00121905336063201,0.0225588555973709,10.2841564431557,3.24681439061197,-1.16688697057562,"Vip","VehicleVsPCB_in_HETs"
"Dlg2",1.3652443341277,0.44915916952572,0.00122536971633092,0.0225588555973709,9.5824388340992,3.24532222380777,-1.25661122800546,"Vip","VehicleVsPCB_in_HETs"
"Camk4",1.30997996317136,0.389544745156319,0.00128344261037184,0.0232468717975416,8.89097198073346,3.23192717252093,-1.45436351556973,"Vip","VehicleVsPCB_in_HETs"
"Ndrg4",1.37362620850131,0.457989471035498,0.00131820781292078,0.0234975773636514,9.37898391311572,3.22417412394551,-1.36028828883339,"Vip","VehicleVsPCB_in_HETs"
"Atp5g3",1.33707548048812,0.419080910646051,0.00135530730877155,0.0237814079336008,9.31340992660516,3.21610630924709,-1.40263861590992,"Vip","VehicleVsPCB_in_HETs"
"Itm2c",1.28349269644643,0.360075086462229,0.00150094225934666,0.0259316639576353,8.93848019622887,3.18629151835964,-1.59532559088095,"Vip","VehicleVsPCB_in_HETs"
"Ptms",1.29666054571336,0.374800844189674,0.00178915335952822,0.0302589979844588,9.03045739304802,3.13442845525856,-1.72699569762567,"Vip","VehicleVsPCB_in_HETs"
"Cfl1",1.27159858371958,0.346643314745274,0.00180530085926869,0.0302589979844588,8.92190014499771,3.13175635408451,-1.76793977134868,"Vip","VehicleVsPCB_in_HETs"
"Cadm2",1.38190854649753,0.466662142585646,0.00194886498217251,0.0321849319849961,10.1852474391807,3.10892159537335,-1.59357630292776,"Vip","VehicleVsPCB_in_HETs"
"Son",1.3720372786892,0.456319680526326,0.00217338796615937,0.0353726766086518,10.1981537737356,3.07613921947667,-1.68702914749692,"Vip","VehicleVsPCB_in_HETs"
"Enah",-1.29081864523186,-0.368286322098679,0.0022616944930243,0.0362840416523755,8.97744063808473,-3.06409287837749,-1.98893808130801,"Vip","VehicleVsPCB_in_HETs"
"Grin2b",1.39346665022165,0.478678474895552,0.00231291748271831,0.0364611448121032,9.82322849617225,3.05730174868363,-1.78519530079009,"Vip","VehicleVsPCB_in_HETs"
"Atp2a2",1.32437447924503,0.405311115317966,0.0023376691241954,0.0364611448121032,9.25393654424309,3.05406950943119,-1.90273580880247,"Vip","VehicleVsPCB_in_HETs"
"Atp6v0c",1.36007006305959,0.443680972817562,0.00242741044844239,0.0373422182685042,9.88447110481036,3.04260796892392,-1.82346802766449,"Vip","VehicleVsPCB_in_HETs"
"Caln1",1.25727415429068,0.330299270211795,0.0025957784661429,0.0392205200616107,8.86187227731525,3.02211515342919,-2.11677604017789,"Vip","VehicleVsPCB_in_HETs"
"Wasf1",1.25401083837104,0.326549817355727,0.00261935797383865,0.0392205200616107,8.85373075537472,3.01934303625385,-2.12630028231555,"Vip","VehicleVsPCB_in_HETs"
"Vdac1",1.26770266849821,0.342216410316473,0.00271504500501018,0.0401183623766636,8.97166112654707,3.00832323053243,-2.11936083701866,"Vip","VehicleVsPCB_in_HETs"
"Map1b",1.33682245361463,0.418807870593149,0.00291882418160879,0.0421603841398148,9.46799170702709,2.98599301314074,-2.0515441151407,"Vip","VehicleVsPCB_in_HETs"
"Ubb",1.38620860401807,0.471144378208761,0.00292832587970218,0.0421603841398148,9.73570315351421,2.9849869951176,-2.00797087659476,"Vip","VehicleVsPCB_in_HETs"
"Cx3cl1",1.26994666200426,0.344767904810131,0.00301181817042277,0.0428135671567692,8.98836345928287,2.97627314783474,-2.20461674303724,"Vip","VehicleVsPCB_in_HETs"
"Actg1",1.28890273861255,0.366143401158472,0.00325565204472035,0.0457012155777619,9.09826204235709,2.95203290040568,-2.24488912582254,"Vip","VehicleVsPCB_in_HETs"
"Cacnb2",1.32173262671269,0.40243036358651,0.00355910590991942,0.0483159196857572,9.29830414957131,2.9240813508295,-2.26692382315421,"Vip","VehicleVsPCB_in_HETs"
"Xist",1.28790133647986,0.365022075732555,0.00356624183464947,0.0483159196857572,12.2121925849059,2.92345059557203,-1.98090748184601,"Vip","VehicleVsPCB_in_HETs"
"Pcsk1n",1.36284313498945,0.446619515630651,0.00357098961168107,0.0483159196857572,9.87653583535067,2.92303156937389,-2.16398479028831,"Vip","VehicleVsPCB_in_HETs"
"Ube2b",1.28037852643612,0.356570386382332,0.00365074542899332,0.0488069894852322,9.19257342534648,2.91606739392078,-2.31541302592431,"Vip","VehicleVsPCB_in_HETs"
"Nrgn",-1.61074606816853,-0.687729073144765,1.22290969949282e-06,0.00201867673609366,9.92794213093975,-4.85819492544568,4.9174612120774,"L2_3_IT","VehicleVsPCB_in_WTs"
"Calm1",-1.52627921060015,-0.610018906406587,2.04009776260098e-06,0.00201867673609366,10.3778612661811,-4.75533602515361,4.42253297781238,"L2_3_IT","VehicleVsPCB_in_WTs"
"Camk2n1",-1.48792199181485,-0.573298891384134,2.63054590342139e-05,0.0173528344762365,9.95852218688825,-4.20745179269319,2.24198329749546,"L2_3_IT","VehicleVsPCB_in_WTs"
"Lamp5",-1.37281782181162,-0.457140187023783,4.38442566199106e-05,0.0216919459627008,8.60443462248368,-4.09005675765255,1.84639517772966,"L2_3_IT","VehicleVsPCB_in_WTs"
"Ptn",-1.3977579117094,-0.48311451105669,9.05064671476435e-05,0.0299821609478916,8.87721233847689,-3.91811050527328,1.20418897259705,"L2_3_IT","VehicleVsPCB_in_WTs"
"Enpp2",-1.43455295090825,-0.520601220531023,9.09009427424708e-05,0.0299821609478916,8.98386302908733,-3.91705837999201,1.19983710091129,"L2_3_IT","VehicleVsPCB_in_WTs"
"Osbpl1a",-1.38968902387296,-0.474762081574716,0.000120806812155946,0.0334479367694683,9.00209183842921,-3.84769465481156,0.949460535735609,"L2_3_IT","VehicleVsPCB_in_WTs"
"Syt1",-1.34362622965189,-0.426131864587511,0.000135211467486481,0.0334479367694683,11.0037940912041,-3.81991298063598,0.788733449008591,"L2_3_IT","VehicleVsPCB_in_WTs"
"Mef2c",-1.57495679506374,-0.655312252484157,2.17725771870112e-09,3.06775612564987e-06,11.9208602924364,-6.00755639456477,10.8276651057367,"L4","VehicleVsPCB_in_WTs"
"Nrgn",-1.59327639087389,-0.671996557607148,5.59306623103339e-08,3.94031515976303e-05,10.2146055154301,-5.44905342606222,7.94710218703723,"L4","VehicleVsPCB_in_WTs"
"Calm1",-1.52316569429332,-0.60707289082897,1.2902650951326e-06,0.000605994506347276,10.4380958756505,-4.8538874954382,5.04903942722102,"L4","VehicleVsPCB_in_WTs"
"Rtn1",-1.46866306225237,-0.554503453638787,1.77935476054997e-06,0.000626777714403727,10.5269861884805,-4.78914964553018,4.75367905041194,"L4","VehicleVsPCB_in_WTs"
"Syt1",-1.39810713820939,-0.483474919970062,5.23938723659934e-06,0.00147645932327369,11.5186356056073,-4.56554761499767,3.75945584405488,"L4","VehicleVsPCB_in_WTs"
"Rorb",-1.49243926067706,-0.577672217853153,1.30238629404044e-05,0.00305843714717164,10.2485144179304,-4.36901903388735,2.93450211845044,"L4","VehicleVsPCB_in_WTs"
"Atp6v0c",-1.3947518317383,-0.480008446089717,2.14063378449578e-05,0.00430879000336364,9.47129245768253,-4.25834296014763,2.45281723617456,"L4","VehicleVsPCB_in_WTs"
"Camk2n1",-1.43329597987078,-0.519336561169814,2.53750370756147e-05,0.00446917840494263,10.2810237780496,-4.21986379714148,2.32810509072744,"L4","VehicleVsPCB_in_WTs"
"Calm2",-1.42428769472614,-0.510240588602696,3.13876947279863e-05,0.00449654299790917,10.1262780996336,-4.17130662912236,2.13106377520194,"L4","VehicleVsPCB_in_WTs"
"Gabra1",-1.39195592254228,-0.477113527755262,3.19130092115626e-05,0.00449654299790917,9.81626985408843,-4.16749535152846,2.1073253724478,"L4","VehicleVsPCB_in_WTs"
"Osbpl1a",-1.37929939110593,-0.463935642626364,4.58814872525479e-05,0.00543339246460595,9.52714133419188,-4.08333672980799,1.76198954368396,"L4","VehicleVsPCB_in_WTs"
"Ppp3ca",-1.40437702751769,-0.489930302244596,4.62744567603062e-05,0.00543339246460595,9.91187467100949,-4.08134114620391,1.77241871826062,"L4","VehicleVsPCB_in_WTs"
