"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Directory","DEG_test"
"Regulation of actin cytoskeleton","8/217",0.00178047441083276,0.00585833515822393,0,0,3.82521238160336,24.2169430707025,"ENAH;NCKAP1;TMSB4X;CFL1;MAPK1;WASF1;ACTB;ACTG1","Vip","VehicleVsPCB_in_HETs"
"Ribosome","7/170",0.00183733262821967,0.00594945803423513,0,0,4.27987294073682,26.960804585537,"RPS9;RPL27A;RPLP1;RPL11;RPSA;RPS2;FAU","Vip","VehicleVsPCB_in_HETs"
"Osteoclast differentiation","6/128",0.00202481560016314,0.00645409972552002,0,0,4.88673621460507,30.3088898902984,"CYLD;PPP3CA;PPP3R1;MAPK8;CAMK4;MAPK1","Vip","VehicleVsPCB_in_HETs"
"Necroptosis","7/176",0.00223551647582956,0.00701608247798815,0,0,4.12666326254768,25.1861937049691,"CAMK2B;CYLD;FTL1;MAPK8;HSP90AB1;VDAC1;PPIA","Vip","VehicleVsPCB_in_HETs"
"Axon guidance","7/180",0.00253590388229348,0.00783824836345258,0,0,4.03042751092984,24.0906920525791,"ENAH;CAMK2B;GSK3B;PPP3CA;PPP3R1;CFL1;MAPK1","Vip","VehicleVsPCB_in_HETs"
"Ras signaling pathway","8/233",0.00276672871904911,0.00842406953262715,0,0,3.5502947845805,20.9115544746708,"GRIN2A;MAPK8;PRKCB;MAPK1;IGF1;CALM1;GRIN2B;CALM2","Vip","VehicleVsPCB_in_HETs"
"VEGF signaling pathway","4/58",0.00290030725243844,0.00870092175731533,0,0,7.31185185185185,42.7227014115908,"PPP3CA;PPP3R1;PRKCB;MAPK1","Vip","VehicleVsPCB_in_HETs"
"Apelin signaling pathway","6/138",0.00295058109211819,0.00872345714191465,0,0,4.51423324150597,26.2988085159272,"GABARAPL1;CAMK4;MAPK1;CALM1;PLCB1;CALM2","Vip","VehicleVsPCB_in_HETs"
"MAPK signaling pathway","9/294",0.00330995750313847,0.0095271879592394,0,0,3.15967611336032,18.0443413161203,"PPP3CA;CACNB2;HSPA8;PPP3R1;MAPK8;PRKCB;CACNA2D3;MAPK1;IGF1","Vip","VehicleVsPCB_in_HETs"
"Phosphatidylinositol signaling system","5/98",0.0033158350250294,0.0095271879592394,0,0,5.32312098125034,30.3899414497276,"DGKB;PRKCB;CALM1;PLCB1;CALM2","Vip","VehicleVsPCB_in_HETs"
"Choline metabolism in cancer","5/99",0.00346383326461991,0.00981419424975641,0,0,5.2662247407249,29.8351612841057,"MAPK8;DGKB;PRKCB;MAPK1;WASF1","Vip","VehicleVsPCB_in_HETs"
"Fluid shear stress and atherosclerosis","6/143",0.0035174387134166,0.00982955476078064,0,0,4.34837425348374,24.5684110333189,"MAPK8;HSP90AB1;CALM1;CALM2;ACTB;ACTG1","Vip","VehicleVsPCB_in_HETs"
"Th17 cell differentiation","5/102",0.00393629253842552,0.0108514010518758,0,0,5.10257472931669,28.255589096444,"PPP3CA;PPP3R1;MAPK8;HSP90AB1;MAPK1","Vip","VehicleVsPCB_in_HETs"
"Alcoholism","7/199",0.00440788149632054,0.0118316819111762,0,0,3.6280668358714,19.6799445810197,"GNAO1;GRIN2A;CAMK4;MAPK1;CALM1;GRIN2B;CALM2","Vip","VehicleVsPCB_in_HETs"
"Focal adhesion","7/199",0.00440788149632054,0.0118316819111762,0,0,3.6280668358714,19.6799445810197,"GSK3B;MAPK8;PRKCB;MAPK1;IGF1;ACTB;ACTG1","Vip","VehicleVsPCB_in_HETs"
"Hippo signaling pathway","6/159",0.00588072419253081,0.0155801004581336,0,0,3.8904733610616,19.981764378835,"GSK3B;DLG2;YWHAB;YWHAZ;ACTB;ACTG1","Vip","VehicleVsPCB_in_HETs"
"Adherens junction","4/72",0.00629819789975376,0.0164722098916637,0,0,5.80235294117647,29.4033755681036,"MAPK1;WASF1;ACTB;ACTG1","Vip","VehicleVsPCB_in_HETs"
"Pyruvate metabolism","3/38",0.00678415684404296,0.0175185822301869,0,0,8.42686567164179,42.0767329312614,"LDHB;PKM;MDH1","Vip","VehicleVsPCB_in_HETs"
"Bacterial invasion of epithelial cells","4/74",0.00693422600898333,0.0176822763229075,0,0,5.636,28.0181669826019,"CLTC;WASF1;ACTB;ACTG1","Vip","VehicleVsPCB_in_HETs"
"Sphingolipid signaling pathway","5/124",0.00889793527473979,0.0224096147660113,0,0,4.15459651197162,19.6177389216049,"CERS4;MAPK8;PRKCB;MAPK1;PLCB1","Vip","VehicleVsPCB_in_HETs"
"Mineral absorption","3/44",0.0101863849071665,0.0253417380617314,0,0,7.1914816163087,32.9851921979975,"FTL1;ATP2B1;ATP1B1","Vip","VehicleVsPCB_in_HETs"
"Phagosome","6/180",0.0105172362067573,0.0258495926045601,0,0,3.41727621037966,15.5648040456318,"ATP6V0B;ATP6V1D;ATP6V0C;ACTB;DYNC1I1;ACTG1","Vip","VehicleVsPCB_in_HETs"
"Serotonergic synapse","5/132",0.0114575204901559,0.0278254069046644,0,0,3.8913069283425,17.3906746331854,"GNAO1;APP;PRKCB;MAPK1;PLCB1","Vip","VehicleVsPCB_in_HETs"
"Gap junction","4/86",0.0116485966115653,0.0279566318677567,0,0,4.80829268292683,21.4092576776587,"GRM5;PRKCB;MAPK1;PLCB1","Vip","VehicleVsPCB_in_HETs"
"Cellular senescence","6/185",0.0119213786474756,0.0280844336288028,0,0,3.3209751142712,14.7100001186547,"PPP3CA;PPP3R1;MAPK1;VDAC1;CALM1;CALM2","Vip","VehicleVsPCB_in_HETs"
"Fc gamma R-mediated phagocytosis","4/87",0.0121148537222286,0.0280844336288028,0,0,4.75012048192771,20.9638159703931,"PRKCB;CFL1;MAPK1;WASF1","Vip","VehicleVsPCB_in_HETs"
"Th1 and Th2 cell differentiation","4/87",0.0121148537222286,0.0280844336288028,0,0,4.75012048192771,20.9638159703931,"PPP3CA;PPP3R1;MAPK8;MAPK1","Vip","VehicleVsPCB_in_HETs"
"Cocaine addiction","3/48",0.0129143973736689,0.0292726340469827,0,0,6.55091210613599,28.4926190957226,"GRIA2;GRIN2A;GRIN2B","Vip","VehicleVsPCB_in_HETs"
"Type II diabetes mellitus","3/48",0.0129143973736689,0.0292726340469827,0,0,6.55091210613599,28.4926190957226,"MAPK8;PKM;MAPK1","Vip","VehicleVsPCB_in_HETs"
"Progesterone-mediated oocyte maturation","4/90",0.0135848323911401,0.0304539099757426,0,0,4.58372093023256,19.7045058327727,"MAPK8;HSP90AB1;MAPK1;IGF1","Vip","VehicleVsPCB_in_HETs"
"Insulin signaling pathway","5/139",0.0140741368034542,0.0309265849521568,0,0,3.6867171679292,15.7180105656407,"GSK3B;MAPK8;MAPK1;CALM1;CALM2","Vip","VehicleVsPCB_in_HETs"
"IL-17 signaling pathway","4/91",0.0140988843164244,0.0309265849521568,0,0,4.53080459770115,19.3087469603683,"GSK3B;MAPK8;HSP90AB1;MAPK1","Vip","VehicleVsPCB_in_HETs"
"Vascular smooth muscle contraction","5/140",0.0144780524413159,0.0314204542343452,0,0,3.65922203610646,15.4972495560506,"PRKCB;MAPK1;CALM1;PLCB1;CALM2","Vip","VehicleVsPCB_in_HETs"
"Apoptosis","5/141",0.0148896816580468,0.0319736321920164,0,0,3.63213124445758,15.2806914583565,"MAPK8;MAPK1;SPTAN1;ACTB;ACTG1","Vip","VehicleVsPCB_in_HETs"
"Prostate cancer","4/97",0.0174420911349791,0.0370644436618306,0,0,4.23720430107527,17.1558849851945,"GSK3B;HSP90AB1;MAPK1;IGF1","Vip","VehicleVsPCB_in_HETs"
"NOD-like receptor signaling pathway","6/205",0.0188640235043453,0.0396727916998602,0,0,2.98416324044465,11.8486162345396,"GABARAPL1;MAPK8;HSP90AB1;MAPK1;VDAC1;PLCB1","Vip","VehicleVsPCB_in_HETs"
"AGE-RAGE signaling pathway in diabetic complications","4/101",0.0199233504859566,0.0410541767589408,0,0,4.06164948453608,15.9048623013716,"MAPK8;PRKCB;MAPK1;PLCB1","Vip","VehicleVsPCB_in_HETs"
"T cell receptor signaling pathway","4/101",0.0199233504859566,0.0410541767589408,0,0,4.06164948453608,15.9048623013716,"GSK3B;PPP3CA;PPP3R1;MAPK1","Vip","VehicleVsPCB_in_HETs"
"Proximal tubule bicarbonate reclamation","2/22",0.0209153463698529,0.0423525914090374,0,0,9.79009900990099,37.8609768883234,"MDH1;ATP1B1","Vip","VehicleVsPCB_in_HETs"
"mTOR signaling pathway","5/154",0.0209686849623175,0.0423525914090374,0,0,3.31304171866042,12.803995641388,"GSK3B;PRKCB;MAPK1;IGF1;ATP6V1D","Vip","VehicleVsPCB_in_HETs"
"Chagas disease (American trypanosomiasis)","4/103",0.0212414350875218,0.0424828701750436,0,0,3.97919191919192,15.327057480984,"GNAO1;MAPK8;MAPK1;PLCB1","Vip","VehicleVsPCB_in_HETs"
"Toxoplasmosis","4/108",0.0247664266448219,0.0490519518013948,0,0,3.78692307692308,14.0050500237202,"GNAO1;HSPA8;MAPK8;MAPK1","Vip","VehicleVsPCB_in_HETs"
"Aldosterone synthesis and secretion","5/102",4.04435516915698e-06,0.000452967778945582,0,0,24.3691703485518,302.620949379808,"CAMK2A;GNAS;ATP2B1;ATP1B1;CALM1","Astro","VehicleVsPCB_in_WTs"
"cAMP signaling pathway","6/211",9.61288517047914e-06,0.000538321569546832,0,0,14.0973230220107,162.858001237004,"CAMK2A;GNAS;ATP2B1;ATP1B1;CALM1;GRIN2B","Astro","VehicleVsPCB_in_WTs"
"Amphetamine addiction","4/68",1.95220202251043e-05,0.000611506889306237,0,0,28.9084302325581,313.482077547735,"CAMK2A;GNAS;CALM1;GRIN2B","Astro","VehicleVsPCB_in_WTs"
"Adrenergic signaling in cardiomyocytes","5/148",2.47613347904606e-05,0.000611506889306237,0,0,16.4918414918415,174.91621784934,"CAMK2A;GNAS;ATP2B1;ATP1B1;CALM1","Astro","VehicleVsPCB_in_WTs"
"Gastric acid secretion","4/74",2.72994147011713e-05,0.000611506889306237,0,0,26.4225913621262,277.665640413074,"CAMK2A;GNAS;ATP1B1;CALM1","Astro","VehicleVsPCB_in_WTs"
"Salivary secretion","4/78",3.36112451189842e-05,0.000627409908887705,0,0,24.9893148962916,257.406183258528,"GNAS;ATP2B1;ATP1B1;CALM1","Astro","VehicleVsPCB_in_WTs"
"Alzheimer disease","5/175",5.51771266539154e-05,0.000882834026462646,0,0,13.8536414565826,135.834428912994,"APOE;CALM1;GRIN2B;RTN4;UQCRH","Astro","VehicleVsPCB_in_WTs"
"Circadian entrainment","4/99",8.5560034962478e-05,0.00119784048947469,0,0,19.4447980416157,182.125661493987,"CAMK2A;GNAS;CALM1;GRIN2B","Astro","VehicleVsPCB_in_WTs"
"Dopaminergic synapse","4/135",0.000282756804025964,0.00328017606265387,0,0,14.0756257766732,115.010859739786,"CAMK2A;GNAS;CALM1;GRIN2B","Astro","VehicleVsPCB_in_WTs"
"Endocrine and other factor-regulated calcium reabsorption","3/55",0.000292872862736953,0.00328017606265387,0,0,26.0939685314685,212.294577469244,"GNAS;ATP2B1;ATP1B1","Astro","VehicleVsPCB_in_WTs"
"Long-term potentiation","3/67",0.000524335108392742,0.00533868473999883,0,0,21.1885653409091,160.045276313934,"CAMK2A;CALM1;GRIN2B","Astro","VehicleVsPCB_in_WTs"
"Calcium signaling pathway","4/189",0.0010031330863176,0.00935392565390801,0,0,9.93991200502828,68.6313857076194,"CAMK2A;GNAS;ATP2B1;CALM1","Astro","VehicleVsPCB_in_WTs"
"Insulin secretion","3/86",0.00108572351340004,0.00935392565390801,0,0,16.3225629791895,111.409795320372,"CAMK2A;GNAS;ATP1B1","Astro","VehicleVsPCB_in_WTs"
"GnRH signaling pathway","3/90",0.00123818809460434,0.0099055047568347,0,0,15.5689655172414,104.220308316439,"CAMK2A;GNAS;CALM1","Astro","VehicleVsPCB_in_WTs"
"Melanogenesis","3/100",0.00167651923807447,0.0124206024785444,0,0,13.9568884723524,89.1989699333675,"CAMK2A;GNAS;CALM1","Astro","VehicleVsPCB_in_WTs"
"Glucagon signaling pathway","3/102",0.00177437178264919,0.0124206024785444,0,0,13.6735537190083,86.6125122508013,"CAMK2A;GNAS;CALM1","Astro","VehicleVsPCB_in_WTs"
"Pancreatic secretion","3/105",0.00192773374786374,0.0127003635153375,0,0,13.269385026738,82.9523687700046,"GNAS;ATP2B1;ATP1B1","Astro","VehicleVsPCB_in_WTs"
"Glutamatergic synapse","3/114",0.00243659723207571,0.0151610494440266,0,0,12.1879606879607,73.3368216582501,"GNAS;DLGAP1;GRIN2B","Astro","VehicleVsPCB_in_WTs"
"Inflammatory mediator regulation of TRP channels","3/127",0.00330691605888517,0.0194933999260599,0,0,10.9030425219941,62.2753356792104,"CAMK2A;GNAS;CALM1","Astro","VehicleVsPCB_in_WTs"
"Mineral absorption","2/44",0.00480179388459557,0.0268900457537352,0,0,21.0698412698413,112.486945979727,"ATP2B1;ATP1B1","Astro","VehicleVsPCB_in_WTs"
"Oxytocin signaling pathway","3/154",0.0056653455101235,0.0289752014847664,0,0,8.94130042143287,46.2568109045279,"CAMK2A;GNAS;CALM1","Astro","VehicleVsPCB_in_WTs"
"Cocaine addiction","2/48",0.00569155743450769,0.0289752014847664,0,0,19.2338164251208,99.4151993657224,"GNAS;GRIN2B","Astro","VehicleVsPCB_in_WTs"
"Ribosome","3/170",0.00743833947169895,0.0358422221695159,0,0,8.07811649428416,39.5917185019675,"RPL41;RPS15A;RPL13","Astro","VehicleVsPCB_in_WTs"
"cGMP-PKG signaling pathway","3/172",0.00768047617918198,0.0358422221695159,0,0,7.98171059709521,38.8635373987319,"ATP2B1;ATP1B1;CALM1","Astro","VehicleVsPCB_in_WTs"
"Long-term potentiation","10/67",9.84789933858577e-12,9.36151081077556e-10,0,0,30.7716193137712,779.868625432993,"PPP3CA;GRIA2;CAMK2D;PPP3R1;PPP1R1A;PRKCB;PRKCA;PLCB1;CALM1;CALM2","L2_3_IT","VehicleVsPCB_in_WTs"
"Amphetamine addiction","10/68",1.14865163322399e-11,9.36151081077556e-10,0,0,30.2395483674092,761.729604626202,"PPP3CA;GRIA2;CAMK2D;PPP3R1;PRKCB;GNAS;PRKCA;CALM1;CALM2;GRIA3","L2_3_IT","VehicleVsPCB_in_WTs"
"Gastric acid secretion","10/74",2.75180553249496e-11,1.49514767265559e-09,0,0,27.3962942477876,666.173188548961,"CHRM3;CAMK2D;PRKCB;GNAS;PRKCA;ATP1A1;PLCB1;CALM1;CALM2;ACTB","L2_3_IT","VehicleVsPCB_in_WTs"
"Salivary secretion","10/78",4.72162053366832e-11,1.92406036746984e-09,0,0,25.7795419052577,612.941708410894,"CHRM3;PRKCB;GNAS;PRKCA;ATP2B2;ATP1A1;ATP2B1;PLCB1;CALM1;CALM2","L2_3_IT","VehicleVsPCB_in_WTs"
"Aldosterone synthesis and secretion","10/102",7.06344393104468e-10,1.93259428758385e-08,0,0,19.031358214698,401.008191956902,"CAMK2D;PRKCB;GNAS;PRKCA;ATP2B2;ATP1A1;ATP2B1;CALM1;PLCB1;CALM2","L2_3_IT","VehicleVsPCB_in_WTs"
"Dopaminergic synapse","11/135",7.11384400337613e-10,1.93259428758385e-08,0,0,15.6453773041475,329.551226512941,"GRIA2;PPP3CA;CAMK2D;PRKCB;GNAS;PRKCA;CALM1;PLCB1;CALM2;GRIA3;SCN1A","L2_3_IT","VehicleVsPCB_in_WTs"
"Calcium signaling pathway","12/189",2.06064468745746e-09,4.32271107407421e-08,0,0,12.0323713544053,240.650398458492,"CHRM3;PPP3CA;PPP3R1;CAMK2D;PRKCB;GNAS;PRKCA;ATP2B2;ATP2B1;CALM1;PLCB1;CALM2","L2_3_IT","VehicleVsPCB_in_WTs"
"Glutamatergic synapse","10/114",2.12157598727569e-09,4.32271107407421e-08,0,0,16.8252212389381,336.018287507104,"GRIA2;PPP3CA;PPP3R1;PRKCB;SLC1A2;GNAS;PRKCA;GRIK2;PLCB1;GRIA3","L2_3_IT","VehicleVsPCB_in_WTs"
"Oxytocin signaling pathway","11/154",2.89460803458902e-09,5.24245677375567e-08,0,0,13.5535714285714,266.468854320007,"PPP3CA;MEF2C;PPP3R1;CAMK2D;PRKCB;GNAS;PRKCA;CALM1;PLCB1;CALM2;ACTB","L2_3_IT","VehicleVsPCB_in_WTs"
"Circadian entrainment","9/99",1.01788652779479e-08,1.65915504030551e-07,0,0,17.3570175438596,319.42036589272,"GRIA2;CAMK2D;PRKCB;GNAS;PRKCA;CALM1;PLCB1;CALM2;GRIA3","L2_3_IT","VehicleVsPCB_in_WTs"
"Pancreatic secretion","9/105",1.71337686461362e-08,2.53891299029109e-07,0,0,16.2672697368421,290.89480751372,"CHRM3;PRKCB;GNAS;PRKCA;CCK;ATP2B2;ATP1A1;ATP2B1;PLCB1","L2_3_IT","VehicleVsPCB_in_WTs"
"Adrenergic signaling in cardiomyocytes","10/148",2.66440019693475e-08,3.61914360083637e-07,0,0,12.6580736180582,220.765687062626,"CAMK2D;PPP1R1A;GNAS;PRKCA;ATP2B2;ATP1A1;ATP2B1;CALM1;PLCB1;CALM2","L2_3_IT","VehicleVsPCB_in_WTs"
"Insulin secretion","8/86",5.77924956759263e-08,7.24628984244307e-07,0,0,17.6579710144928,294.29492999644,"CHRM3;CAMK2D;PRKCB;GNAS;PRKCA;CCK;ATP1A1;PLCB1","L2_3_IT","VehicleVsPCB_in_WTs"
"Glucagon signaling pathway","8/102",2.20082374301623e-07,2.56238764365462e-06,0,0,14.6405180388529,224.42836511924,"LDHB;PPP3CA;PPP3R1;CAMK2D;GNAS;CALM1;PLCB1;CALM2","L2_3_IT","VehicleVsPCB_in_WTs"
"Oocyte meiosis","8/116",5.93531453242471e-07,6.44970845856819e-06,0,0,12.733655394525,182.564653779067,"PPP3CA;PPP3R1;CAMK2D;YWHAB;CALM1;SKP1A;CALM2;YWHAH","L2_3_IT","VehicleVsPCB_in_WTs"
"Endocrine and other factor-regulated calcium reabsorption","6/55",1.08433972995596e-06,1.10467109989264e-05,0,0,20.7514390371533,285.011454987942,"PRKCB;GNAS;PRKCA;ATP1A1;ATP2B1;PLCB1","L2_3_IT","VehicleVsPCB_in_WTs"
"cGMP-PKG signaling pathway","9/172",1.18592850867884e-06,1.13709615832147e-05,0,0,9.54827252179529,130.286030929909,"PPP3CA;MEF2C;PPP3R1;ATP2B2;ATP1A1;ATP2B1;CALM1;PLCB1;CALM2","L2_3_IT","VehicleVsPCB_in_WTs"
"Alzheimer disease","9/175",1.36950874976275e-06,1.17683541523418e-05,0,0,9.37428662016487,126.562791672553,"COX8A;RTN3;PPP3CA;PPP3R1;NDUFA4;CALM1;PLCB1;CALM2;GAPDH","L2_3_IT","VehicleVsPCB_in_WTs"
"GnRH signaling pathway","7/90",1.37177134291101e-06,1.17683541523418e-05,0,0,14.3911508101371,194.2720120904,"CAMK2D;PRKCB;GNAS;PRKCA;PLCB1;CALM1;CALM2","L2_3_IT","VehicleVsPCB_in_WTs"
"Long-term depression","6/61",2.01538284618721e-06,1.64253701964257e-05,0,0,18.4820512820513,242.38658350025,"GRIA2;PRKCB;GNAS;PRKCA;PLCB1;GRIA3","L2_3_IT","VehicleVsPCB_in_WTs"
"Melanogenesis","7/100",2.79372856939386e-06,2.16846550862476e-05,0,0,12.8372265480163,164.16416621781,"CAMK2D;PRKCB;GNAS;PRKCA;CALM1;PLCB1;CALM2","L2_3_IT","VehicleVsPCB_in_WTs"
"cAMP signaling pathway","9/211",6.35628976981687e-06,4.70943287490977e-05,0,0,7.68955184992183,92.013682796312,"GRIA2;CAMK2D;GNAS;ATP2B2;ATP1A1;ATP2B1;CALM1;CALM2;GRIA3","L2_3_IT","VehicleVsPCB_in_WTs"
"Renin secretion","6/76",7.36098014412588e-06,5.21669462388052e-05,0,0,14.5106227106227,171.505656393001,"PPP3CA;PPP3R1;GNAS;PLCB1;CALM1;CALM2","L2_3_IT","VehicleVsPCB_in_WTs"
"Inflammatory mediator regulation of TRP channels","7/127",1.36010640473543e-05,9.23738933216148e-05,0,0,9.93527298850575,111.328335665822,"CAMK2D;PRKCB;GNAS;PRKCA;CALM1;PLCB1;CALM2","L2_3_IT","VehicleVsPCB_in_WTs"
"Human immunodeficiency virus 1 infection","9/238",1.66843081634294e-05,0.000108781689225559,0,0,6.77361526085957,74.5168253750859,"PPP3CA;PPP3R1;PRKCB;CFL1;PAK7;PRKCA;CALM1;SKP1A;CALM2","L2_3_IT","VehicleVsPCB_in_WTs"
"Wnt signaling pathway","7/160",6.0055750517321e-05,0.000376503359012436,0,0,7.77935542032905,75.6171803522164,"PPP3CA;PPP3R1;CAMK2D;PRKCB;PRKCA;SKP1A;PLCB1","L2_3_IT","VehicleVsPCB_in_WTs"
"Thyroid hormone synthesis","5/73",8.7178957381138e-05,0.000526302594560204,0,0,12.343594217348,115.382334138928,"PRKCB;GNAS;PRKCA;ATP1A1;PLCB1","L2_3_IT","VehicleVsPCB_in_WTs"
"Glioma","5/75",9.91988117811603e-05,0.000577478797154612,0,0,11.9897094430993,110.525751950638,"CAMK2D;PRKCB;PRKCA;CALM1;CALM2","L2_3_IT","VehicleVsPCB_in_WTs"
"Human cytomegalovirus infection","8/255",0.000182424401111889,0.00102535094418062,0,0,5.52860411899313,47.5967187697252,"PPP3CA;PPP3R1;PRKCB;GNAS;PRKCA;CALM1;PLCB1;CALM2","L2_3_IT","VehicleVsPCB_in_WTs"
"Vascular smooth muscle contraction","6/140",0.000229479364139977,0.00124683787849387,0,0,7.5556831228473,63.3143385907906,"PRKCB;GNAS;PRKCA;CALM1;PLCB1;CALM2","L2_3_IT","VehicleVsPCB_in_WTs"
"Amyotrophic lateral sclerosis (ALS)","4/52",0.000293528013440182,0.00154338923195967,0,0,13.8858543417367,112.941116690308,"PPP3CA;GRIA2;PPP3R1;SLC1A2","L2_3_IT","VehicleVsPCB_in_WTs"
"Rap1 signaling pathway","7/209",0.000314040754727173,0.00159964509439154,0,0,5.8776459542506,47.4090204912509,"PRKCB;GNAS;PRKCA;CALM1;PLCB1;CALM2;ACTB","L2_3_IT","VehicleVsPCB_in_WTs"
"Retrograde endocannabinoid signaling","6/150",0.000332721553986135,0.00164344282726485,0,0,7.02742165242165,56.2770303467611,"GRIA2;PRKCB;NDUFA4;PRKCA;PLCB1;GRIA3","L2_3_IT","VehicleVsPCB_in_WTs"
"Phosphatidylinositol signaling system","5/98",0.000348819565882474,0.00167228203643657,0,0,9.01403316930928,71.7603193941268,"PRKCB;PRKCA;CALM1;PLCB1;CALM2","L2_3_IT","VehicleVsPCB_in_WTs"
"VEGF signaling pathway","4/58",0.000447128565073723,0.00207703091545173,0,0,12.339246809835,95.1684694337302,"PPP3CA;PPP3R1;PRKCB;PRKCA","L2_3_IT","VehicleVsPCB_in_WTs"
"HIF-1 signaling pathway","5/104",0.000458730754332897,0.00207703091545173,0,0,8.46516007532957,65.0720843086926,"CAMK2D;PRKCB;PRKCA;ALDOA;GAPDH","L2_3_IT","VehicleVsPCB_in_WTs"
"Parathyroid hormone synthesis, secretion and action","5/107",0.000522590214742791,0.00230222175683986,0,0,8.21493851777999,62.0779321101744,"MEF2C;PRKCB;GNAS;PRKCA;PLCB1","L2_3_IT","VehicleVsPCB_in_WTs"
"Cholinergic synapse","5/113",0.000670114666600859,0.00287443922778789,0,0,7.75619899560578,56.6827809417928,"CHRM3;CAMK2D;PRKCB;PRKCA;PLCB1","L2_3_IT","VehicleVsPCB_in_WTs"
"Thyroid hormone signaling pathway","5/115",0.000725606006689608,0.00303266100231811,0,0,7.61440677966102,55.0407651507802,"PRKCB;PRKCA;ATP1A1;PLCB1;ACTB","L2_3_IT","VehicleVsPCB_in_WTs"
"Tuberculosis","6/178",0.000821459195448602,0.00334744622145305,0,0,5.87507453786524,41.7390457673998,"PPP3CA;PPP3R1;CAMK2D;CALM1;CALM2;ATP6V0C","L2_3_IT","VehicleVsPCB_in_WTs"
"Axon guidance","6/180",0.00087056903048941,0.0034610427309701,0,0,5.80695549661067,40.9179192695468,"PPP3CA;PPP3R1;CAMK2D;CFL1;PAK7;PRKCA","L2_3_IT","VehicleVsPCB_in_WTs"
"Estrogen signaling pathway","5/134",0.00143903890861586,0.00558484147867584,0,0,6.48666403889108,42.4473011900689,"HSP90AB1;GNAS;CALM1;PLCB1;CALM2","L2_3_IT","VehicleVsPCB_in_WTs"
"Aldosterone-regulated sodium reabsorption","3/38",0.00163642781811311,0.00620320312447527,0,0,14.1728571428571,90.9222739978677,"PRKCB;PRKCA;ATP1A1","L2_3_IT","VehicleVsPCB_in_WTs"
"African trypanosomiasis","3/39",0.00176489352658249,0.0065151237173073,0,0,13.7784722222222,87.3508969336432,"PRKCB;PRKCA;PLCB1","L2_3_IT","VehicleVsPCB_in_WTs"
"ErbB signaling pathway","4/84",0.00179865378698668,0.0065151237173073,0,0,8.31806722689076,52.5761471814599,"CAMK2D;PRKCB;PAK7;PRKCA","L2_3_IT","VehicleVsPCB_in_WTs"
"Fluid shear stress and atherosclerosis","5/143",0.00191569917761432,0.00678823839024204,0,0,6.0608572832228,37.926860657863,"MEF2C;HSP90AB1;CALM1;CALM2;ACTB","L2_3_IT","VehicleVsPCB_in_WTs"
"Gap junction","4/86",0.00196099806386391,0.00680090817893227,0,0,8.11436769829883,50.5874164908264,"PRKCB;GNAS;PRKCA;PLCB1","L2_3_IT","VehicleVsPCB_in_WTs"
"Mineral absorption","3/44",0.00250117879689374,0.00849358633111834,0,0,12.0951219512195,72.4617926309364,"FTH1;ATP1A1;ATP2B1","L2_3_IT","VehicleVsPCB_in_WTs"
"Cysteine and methionine metabolism","3/50",0.00360384595110448,0.0119883038781639,0,0,10.5478723404255,59.3397316776823,"LDHB;MDH1;MAT2B","L2_3_IT","VehicleVsPCB_in_WTs"
"Amoebiasis","4/106",0.00417600158740022,0.0136137651749247,0,0,6.51672433679354,35.7012294380239,"PRKCB;GNAS;PRKCA;PLCB1","L2_3_IT","VehicleVsPCB_in_WTs"
"C-type lectin receptor signaling pathway","4/112",0.00507624126141218,0.0162240652080429,0,0,6.15281668222845,32.5064638836943,"PPP3CA;PPP3R1;CALM1;CALM2","L2_3_IT","VehicleVsPCB_in_WTs"
"Leukocyte transendothelial migration","4/115",0.00557160041167709,0.0174648243673724,0,0,5.98561586796881,31.0657829411616,"PRKCB;PRKCA;THY1;ACTB","L2_3_IT","VehicleVsPCB_in_WTs"
"Pathways in cancer","9/535",0.00583776729568225,0.0179538880980416,0,0,2.90439263558135,14.9384730281291,"CAMK2D;HSP90AB1;PRKCB;GNAS;PRKCA;CALM1;SKP1A;PLCB1;CALM2","L2_3_IT","VehicleVsPCB_in_WTs"
"Natural killer cell mediated cytotoxicity","4/118",0.00609827069089068,0.0184077430113922,0,0,5.82721509656494,29.7173404293204,"PPP3CA;PPP3R1;PRKCB;PRKCA","L2_3_IT","VehicleVsPCB_in_WTs"
"Proximal tubule bicarbonate reclamation","2/22",0.00799619904089145,0.0236978262484601,0,0,16.4107438016529,79.2440186604942,"MDH1;ATP1A1","L2_3_IT","VehicleVsPCB_in_WTs"
"Glycolysis / Gluconeogenesis","3/67",0.00816746339433916,0.0237731523799515,0,0,7.739453125,37.2081708233323,"LDHB;ALDOA;GAPDH","L2_3_IT","VehicleVsPCB_in_WTs"
"Serotonergic synapse","4/132",0.0089939629347891,0.0257195782170285,0,0,5.18618697478992,24.4331729530665,"PRKCB;GNAS;PRKCA;PLCB1","L2_3_IT","VehicleVsPCB_in_WTs"
"B cell receptor signaling pathway","3/72",0.00994549086992887,0.0279502588241104,0,0,7.1768115942029,33.0896659691255,"PPP3CA;PPP3R1;PRKCB","L2_3_IT","VehicleVsPCB_in_WTs"
