"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Directory","DEG_test"
"Olfactory transduction","3/1133",0.999969204050525,0.999969204050525,0,0,0.189258468111077,5.8284839689687e-06,"CAMK2A;CALM1;NCALD","Pvalb","VehicleVsPCB_in_WTs"
"Collecting duct acid secretion","1/27",0.0187409364492419,0.142821161988969,0,0,59.0532544378698,234.857452233383,"ATP6V0C","Sncg","VehicleVsPCB_in_WTs"
"Glycolysis / Gluconeogenesis","1/67",0.0459066810912919,0.142821161988969,0,0,23.2167832167832,71.5342665851694,"ENO2","Sncg","VehicleVsPCB_in_WTs"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)","1/72",0.0492528558004378,0.142821161988969,0,0,21.5763813651138,64.9619085278147,"CACNA2D1","Sncg","VehicleVsPCB_in_WTs"
"Synaptic vesicle cycle","1/77",0.0525881307391529,0.142821161988969,0,0,20.1518218623482,59.3524523134869,"ATP6V0C","Sncg","VehicleVsPCB_in_WTs"
"Cardiac muscle contraction","1/78",0.0532538806466596,0.142821161988969,0,0,19.8891108891109,58.3284892331573,"CACNA2D1","Sncg","VehicleVsPCB_in_WTs"
"RNA degradation","1/83",0.0565761190901679,0.142821161988969,0,0,18.671669793621,53.628178220195,"ENO2","Sncg","VehicleVsPCB_in_WTs"
"Rheumatoid arthritis","1/84",0.0572392663874041,0.142821161988969,0,0,18.4457831325301,52.7644419346727,"ATP6V0C","Sncg","VehicleVsPCB_in_WTs"
"Hypertrophic cardiomyopathy (HCM)","1/86",0.0585642627035489,0.142821161988969,0,0,18.0099547511312,51.1055990649945,"CACNA2D1","Sncg","VehicleVsPCB_in_WTs"
"Dilated cardiomyopathy (DCM)","1/90",0.061209069423844,0.142821161988969,0,0,17.1970613656007,48.0393014472086,"CACNA2D1","Sncg","VehicleVsPCB_in_WTs"
"HIF-1 signaling pathway","1/104",0.0704116591696319,0.146906101010306,0,0,14.849141150112,39.4006579132187,"ENO2","Sncg","VehicleVsPCB_in_WTs"
"Lysosome","1/124",0.0834129832790227,0.146906101010306,0,0,12.422138836773,30.855987998407,"ATP6V0C","Sncg","VehicleVsPCB_in_WTs"
"Oxidative phosphorylation","1/134",0.0898501366981315,0.146906101010306,0,0,11.4823597455176,27.668033488594,"ATP6V0C","Sncg","VehicleVsPCB_in_WTs"
"Adrenergic signaling in cardiomyocytes","1/148",0.0987916491782093,0.146906101010306,0,0,10.38147566719,24.0304398281107,"CACNA2D1","Sncg","VehicleVsPCB_in_WTs"
"Oxytocin signaling pathway","1/154",0.102598698274744,0.146906101010306,0,0,9.97134238310709,22.7040489484682,"CACNA2D1","Sncg","VehicleVsPCB_in_WTs"
"Ribosome","1/170",0.112677945432024,0.146906101010306,0,0,9.02002730996814,19.6927181832427,"RPL37","Sncg","VehicleVsPCB_in_WTs"
"Tuberculosis","1/178",0.117678053994405,0.146906101010306,0,0,8.60886571056063,18.4212744292331,"ATP6V0C","Sncg","VehicleVsPCB_in_WTs"
"Phagosome","1/180",0.118923986532153,0.146906101010306,0,0,8.5118177911474,18.123964725286,"ATP6V0C","Sncg","VehicleVsPCB_in_WTs"
"Chemokine signaling pathway","1/197",0.129448644648821,0.151023418756958,0,0,7.7668759811617,15.8791530373907,"CXCL14","Sncg","VehicleVsPCB_in_WTs"
"Cytokine-cytokine receptor interaction","1/292",0.186145556311054,0.196666523772506,0,0,5.20618556701031,8.75277636083947,"CXCL14","Sncg","VehicleVsPCB_in_WTs"
"MAPK signaling pathway","1/294",0.187301451211911,0.196666523772506,0,0,5.1701233919664,8.66014240013452,"CACNA2D1","Sncg","VehicleVsPCB_in_WTs"
"Human papillomavirus infection","1/360",0.224601708436584,0.224601708436584,0,0,4.20548532247697,6.28058377321822,"ATP6V0C","Sncg","VehicleVsPCB_in_WTs"
"Synaptic vesicle cycle","3/77",9.19251078780767e-05,0.00340122899148884,0,0,40.3439189189189,374.978021185158,"SNAP25;SYT1;ATP6V0C","Sst","VehicleVsPCB_in_WTs"
"Proximal tubule bicarbonate reclamation","2/22",0.000288157763042451,0.00533091861628535,0,0,95.0333333333333,774.711965164085,"MDH1;ATP1B1","Sst","VehicleVsPCB_in_WTs"
"Gastric acid secretion","2/74",0.00324915753632591,0.0400729429480196,0,0,26.3293650793651,150.85039888996,"SST;ATP1B1","Sst","VehicleVsPCB_in_WTs"
"Insulin secretion","2/86",0.00436012503953984,0.0403311566157435,0,0,22.5544217687075,122.589023388493,"SNAP25;ATP1B1","Sst","VehicleVsPCB_in_WTs"
"cAMP signaling pathway","2/211",0.0242302182200544,0.130611130285277,0,0,9.00797448165869,33.5110589477377,"SST;ATP1B1","Sst","VehicleVsPCB_in_WTs"
"Collecting duct acid secretion","1/27",0.0306096363049702,0.130611130285277,0,0,34.8793706293706,121.604847156372,"ATP6V0C","Sst","VehicleVsPCB_in_WTs"
"Fatty acid elongation","1/29",0.0328410113902878,0.130611130285277,0,0,32.3847402597403,110.628772743736,"TECR","Sst","VehicleVsPCB_in_WTs"
"Glyoxylate and dicarboxylate metabolism","1/31",0.0350674733320937,0.130611130285277,0,0,30.2227272727273,101.260681469549,"MDH1","Sst","VehicleVsPCB_in_WTs"
"Biosynthesis of unsaturated fatty acids","1/32",0.0361788650960567,0.130611130285277,0,0,29.2463343108504,97.0767774581286,"TECR","Sst","VehicleVsPCB_in_WTs"
"Citrate cycle (TCA cycle)","1/32",0.0361788650960567,0.130611130285277,0,0,29.2463343108504,97.0767774581286,"MDH1","Sst","VehicleVsPCB_in_WTs"
"Aldosterone-regulated sodium reabsorption","1/38",0.0428215476525957,0.130611130285277,0,0,24.4963144963145,77.1808774372472,"ATP1B1","Sst","VehicleVsPCB_in_WTs"
"Pyruvate metabolism","1/38",0.0428215476525957,0.130611130285277,0,0,24.4963144963145,77.1808774372472,"MDH1","Sst","VehicleVsPCB_in_WTs"
"Carbohydrate digestion and absorption","1/43",0.0483236444741316,0.130611130285277,0,0,21.5746753246753,65.3676914067237,"ATP1B1","Sst","VehicleVsPCB_in_WTs"
"Mineral absorption","1/44",0.0494204276755101,0.130611130285277,0,0,21.0718816067653,63.3713960436082,"ATP1B1","Sst","VehicleVsPCB_in_WTs"
"Cysteine and methionine metabolism","1/50",0.0559757805878795,0.138073592116769,0,0,18.4860853432282,53.2923554931915,"MDH1","Sst","VehicleVsPCB_in_WTs"
"Endocrine and other factor-regulated calcium reabsorption","1/55",0.0614055224333898,0.142000270627214,0,0,16.770202020202,46.7931485229585,"ATP1B1","Sst","VehicleVsPCB_in_WTs"
"Glycolysis / Gluconeogenesis","1/67",0.0743152939821416,0.151523645741591,0,0,13.7128099173554,35.6456061451566,"GAPDH","Sst","VehicleVsPCB_in_WTs"
"Bile secretion","1/72",0.0796440849468237,0.151523645741591,0,0,12.7439180537772,32.244502268369,"ATP1B1","Sst","VehicleVsPCB_in_WTs"
"Thyroid hormone synthesis","1/73",0.080706316310888,0.151523645741591,0,0,12.5662878787879,31.6285729817901,"ATP1B1","Sst","VehicleVsPCB_in_WTs"
"Cardiac muscle contraction","1/78",0.0859999070425244,0.151523645741591,0,0,11.7473435655254,28.8210391772366,"ATP1B1","Sst","VehicleVsPCB_in_WTs"
"Salivary secretion","1/78",0.0859999070425244,0.151523645741591,0,0,11.7473435655254,28.8210391772366,"ATP1B1","Sst","VehicleVsPCB_in_WTs"
"Rheumatoid arthritis","1/84",0.0923137330775272,0.155254914721296,0,0,10.894852135816,25.9576646289328,"ATP6V0C","Sst","VehicleVsPCB_in_WTs"
"Protein digestion and absorption","1/90",0.0985858279282814,0.158594592754192,0,0,10.1573033707865,23.5327224231173,"ATP1B1","Sst","VehicleVsPCB_in_WTs"
"Aldosterone synthesis and secretion","1/102",0.111005875751784,0.162352037047387,0,0,8.94509450945094,19.6628575794324,"ATP1B1","Sst","VehicleVsPCB_in_WTs"
"HIF-1 signaling pathway","1/104",0.113059904110392,0.162352037047387,0,0,8.77052074139453,19.1183097949485,"GAPDH","Sst","VehicleVsPCB_in_WTs"
"Pancreatic secretion","1/105",0.114085215222488,0.162352037047387,0,0,8.68575174825175,18.8551133467344,"ATP1B1","Sst","VehicleVsPCB_in_WTs"
"Thyroid hormone signaling pathway","1/115",0.124276165084217,0.170304374374667,0,0,7.91985645933014,16.5148731737652,"ATP1B1","Sst","VehicleVsPCB_in_WTs"
"Lysosome","1/124",0.133352065146115,0.176215228943081,0,0,7.3370288248337,14.7823708444845,"ATP6V0C","Sst","VehicleVsPCB_in_WTs"
"Oxidative phosphorylation","1/134",0.143330865708043,0.182870414868883,0,0,6.78195488721805,13.1746226822655,"ATP6V0C","Sst","VehicleVsPCB_in_WTs"
"Adrenergic signaling in cardiomyocytes","1/148",0.157116717235454,0.193777284590393,0,0,6.1317254174397,11.3483909348517,"ATP1B1","Sst","VehicleVsPCB_in_WTs"
"cGMP-PKG signaling pathway","1/172",0.180257298735756,0.198568282021227,0,0,5.26475279106858,9.0204695493575,"ATP1B1","Sst","VehicleVsPCB_in_WTs"
"Alzheimer disease","1/175",0.183106775602753,0.198568282021227,0,0,5.17319749216301,8.78246404231375,"GAPDH","Sst","VehicleVsPCB_in_WTs"
"Tuberculosis","1/178",0.185946776731365,0.198568282021227,0,0,5.08474576271186,8.55404131943519,"ATP6V0C","Sst","VehicleVsPCB_in_WTs"
"Phagosome","1/180",0.187834861371431,0.198568282021227,0,0,5.0274250888776,8.40682051258573,"ATP6V0C","Sst","VehicleVsPCB_in_WTs"
"Axon guidance","1/180",0.187834861371431,0.198568282021227,0,0,5.0274250888776,8.40682051258573,"EPHA5","Sst","VehicleVsPCB_in_WTs"
"Neuroactive ligand-receptor interaction","1/348",0.332319852006264,0.341550959006438,0,0,2.57139114487818,2.83279199096661,"SST","Sst","VehicleVsPCB_in_WTs"
"Human papillomavirus infection","1/360",0.341639451481912,0.341639451481912,0,0,2.48391997974171,2.6677284025847,"ATP6V0C","Sst","VehicleVsPCB_in_WTs"
"Ribosome","9/170",6.01960273024327e-08,9.02940409536491e-06,0,0,13.9758628823021,232.357937198846,"RPS9;RPS8;RPS29;RPLP1;RPL37A;RPS3;RPL13;RPL19;RPS23","Vip","VehicleVsPCB_in_WTs"
"GABAergic synapse","5/90",4.81498031610981e-05,0.00361123523708235,0,0,14.0517363571935,139.691030246941,"GABRA2;GABRB1;GAD1;GABRA4;GLS","Vip","VehicleVsPCB_in_WTs"
"Adherens junction","4/72",0.00028652753641432,0.0120820964841831,0,0,13.8963585434174,113.361989372065,"SORBS1;ACTB;EGFR;ACTG1","Vip","VehicleVsPCB_in_WTs"
"Rap1 signaling pathway","6/209",0.000322189239578216,0.0120820964841831,0,0,7.10404902078577,57.1191931711787,"CNR1;IGF1;CALM1;ACTB;EGFR;ACTG1","Vip","VehicleVsPCB_in_WTs"
"Retrograde endocannabinoid signaling","5/150",0.000527257013513526,0.0158177104054058,0,0,8.21229746572497,61.9849630680731,"GABRA2;GABRB1;NDUFB8;CNR1;GABRA4","Vip","VehicleVsPCB_in_WTs"
"Nicotine addiction","3/40",0.00072289337337433,0.0180723343343583,0,0,18.9586645468998,137.113779387677,"GABRA2;GABRB1;GABRA4","Vip","VehicleVsPCB_in_WTs"
"Neuroactive ligand-receptor interaction","7/348",0.000863394211957725,0.0185013045419513,0,0,4.9598855942942,34.9902032350987,"GABRA2;GABRB1;CNR1;GABRA4;PENK;TAC2;VIP","Vip","VehicleVsPCB_in_WTs"
"HIF-1 signaling pathway","4/104",0.00115093150286117,0.0215799656786469,0,0,9.43428571428571,63.8435441482975,"IGF1;ALDOA;GAPDH;EGFR","Vip","VehicleVsPCB_in_WTs"
"Proteoglycans in cancer","5/203",0.00203170018207809,0.0338616697013015,0,0,5.99793111841305,37.1804690965853,"ERBB4;IGF1;ACTB;EGFR;ACTG1","Vip","VehicleVsPCB_in_WTs"
"Thermogenesis","5/231",0.0035442371735845,0.0531635576037675,0,0,5.24736112591961,29.6078800426098,"NDUFB8;CNR1;COX5A;ACTB;ACTG1","Vip","VehicleVsPCB_in_WTs"
"Glioma","3/75",0.00442302524901272,0.0597146435168838,0,0,9.72549019607843,52.7212149075313,"IGF1;CALM1;EGFR","Vip","VehicleVsPCB_in_WTs"
"Oxytocin signaling pathway","4/154",0.00477717148135071,0.0597146435168838,0,0,6.27365079365079,33.5258041829778,"CALM1;ACTB;EGFR;ACTG1","Vip","VehicleVsPCB_in_WTs"
"Hypertrophic cardiomyopathy (HCM)","3/86",0.00647529239883121,0.0730995876414405,0,0,8.43189227498228,42.4947261801411,"IGF1;ACTB;ACTG1","Vip","VehicleVsPCB_in_WTs"
"Dilated cardiomyopathy (DCM)","3/90",0.00734034253946838,0.0730995876414405,0,0,8.04259634888438,39.5242923688041,"IGF1;ACTB;ACTG1","Vip","VehicleVsPCB_in_WTs"
"Alzheimer disease","4/175",0.00746685431281688,0.0730995876414405,0,0,5.4973544973545,26.9220923574775,"NDUFB8;CALM1;GAPDH;COX5A","Vip","VehicleVsPCB_in_WTs"
"Morphine addiction","3/92",0.00779728934842032,0.0730995876414405,0,0,7.861070720423,38.1574731780155,"GABRA2;GABRB1;GABRA4","Vip","VehicleVsPCB_in_WTs"
"Alanine, aspartate and glutamate metabolism","2/37",0.0115354217357383,0.0965295227236581,0,0,13.2073089700997,58.9354083686638,"GAD1;GLS","Vip","VehicleVsPCB_in_WTs"
"Focal adhesion","4/199",0.011583542726839,0.0965295227236581,0,0,4.81489621489621,21.4656254667474,"IGF1;ACTB;EGFR;ACTG1","Vip","VehicleVsPCB_in_WTs"
"Leukocyte transendothelial migration","3/115",0.0142640652690387,0.109477796265413,0,0,6.23949579831933,26.5179309101939,"THY1;ACTB;ACTG1","Vip","VehicleVsPCB_in_WTs"
"Oocyte meiosis","3/116",0.014597039502055,0.109477796265413,0,0,6.18396668401874,26.1392347676454,"IGF1;SKP1A;CALM1","Vip","VehicleVsPCB_in_WTs"
"Estrogen signaling pathway","3/134",0.0213469340603436,0.145547277684161,0,0,5.32941176470588,20.5014324760914,"HSPA8;CALM1;EGFR","Vip","VehicleVsPCB_in_WTs"
"Oxidative phosphorylation","3/134",0.0213469340603436,0.145547277684161,0,0,5.32941176470588,20.5014324760914,"NDUFB8;ATP6V0C;COX5A","Vip","VehicleVsPCB_in_WTs"
"Apoptosis","3/141",0.0243614197257782,0.157892865916426,0,0,5.05728900255754,18.7865873673726,"ACTB;ACTG1;CTSB","Vip","VehicleVsPCB_in_WTs"
"Fluid shear stress and atherosclerosis","3/143",0.0252628585466282,0.157892865916426,0,0,4.98453781512605,18.3352236074257,"CALM1;ACTB;ACTG1","Vip","VehicleVsPCB_in_WTs"
"Central carbon metabolism in cancer","2/64",0.0323531559970262,0.185938360571495,0,0,7.44561140285071,25.5462181330747,"EGFR;GLS","Vip","VehicleVsPCB_in_WTs"
"Glycolysis / Gluconeogenesis","2/67",0.0351845673167786,0.185938360571495,0,0,7.10089445438283,23.7677426901667,"ALDOA;GAPDH","Vip","VehicleVsPCB_in_WTs"
"Protein processing in endoplasmic reticulum","3/163",0.0352543302023286,0.185938360571495,0,0,4.35705882352941,14.5750890216507,"HSPA8;DNAJC10;SKP1A","Vip","VehicleVsPCB_in_WTs"
"Influenza A","3/168",0.0380274040824615,0.185938360571495,0,0,4.22395721925134,13.8100094080441,"HSPA8;ACTB;ACTG1","Vip","VehicleVsPCB_in_WTs"
"Hepatocellular carcinoma","3/171",0.0397434266364761,0.185938360571495,0,0,4.14789915966387,13.3782640365827,"ACTB;EGFR;ACTG1","Vip","VehicleVsPCB_in_WTs"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)","2/72",0.0401077543908726,0.185938360571495,0,0,6.59202657807309,21.2011808697399,"ACTB;ACTG1","Vip","VehicleVsPCB_in_WTs"
"Melanoma","2/72",0.0401077543908726,0.185938360571495,0,0,6.59202657807309,21.2011808697399,"IGF1;EGFR","Vip","VehicleVsPCB_in_WTs"
"MAPK signaling pathway","4/294",0.0408401954345084,0.185938360571495,0,0,3.22200328407225,10.3042516508079,"HSPA8;ERBB4;IGF1;EGFR","Vip","VehicleVsPCB_in_WTs"
"Bacterial invasion of epithelial cells","2/74",0.0421460283962056,0.185938360571495,0,0,6.40826873385013,20.2925187716649,"ACTB;ACTG1","Vip","VehicleVsPCB_in_WTs"
"Gastric acid secretion","2/74",0.0421460283962056,0.185938360571495,0,0,6.40826873385013,20.2925187716649,"CALM1;ACTB","Vip","VehicleVsPCB_in_WTs"
"Renin secretion","2/76",0.0442224910809287,0.186949271811978,0,0,6.23444374607165,19.4422485542747,"CALM1;CTSB","Vip","VehicleVsPCB_in_WTs"
"Phagosome","3/180",0.0451239138684717,0.186949271811978,0,0,3.93519441674975,12.1925818072435,"ATP6V0C;ACTB;ACTG1","Vip","VehicleVsPCB_in_WTs"
"Salmonella infection","2/78",0.0463363315170716,0.186949271811978,0,0,6.06976744186047,18.6452872117817,"ACTB;ACTG1","Vip","VehicleVsPCB_in_WTs"
"Taurine and hypotaurine metabolism","1/11",0.0473604821923679,0.186949271811978,0,0,22.8758620689655,69.7706268553351,"GAD1","Vip","VehicleVsPCB_in_WTs"
"Calcium signaling pathway","3/189",0.0508479518834097,0.195569045705422,0,0,3.74307400379507,11.1503009239197,"ERBB4;CALM1;EGFR","Vip","VehicleVsPCB_in_WTs"
"ErbB signaling pathway","2/84",0.0528941745205551,0.198353154452082,0,0,5.62393647192286,16.5313479358079,"ERBB4;EGFR","Vip","VehicleVsPCB_in_WTs"
"Viral myocarditis","2/87",0.056289969397681,0.203728181861036,0,0,5.42462380300958,15.6079387495247,"ACTB;ACTG1","Vip","VehicleVsPCB_in_WTs"
"Taste transduction","2/88",0.0574385813591675,0.203728181861036,0,0,5.36127636560303,15.3173759468791,"GABRA2;GABRA4","Vip","VehicleVsPCB_in_WTs"
"Antigen processing and presentation","2/90",0.0597602666792372,0.203728181861036,0,0,5.23890063424947,14.7601534357174,"HSPA8;CTSB","Vip","VehicleVsPCB_in_WTs"
"GnRH signaling pathway","2/90",0.0597602666792372,0.203728181861036,0,0,5.23890063424947,14.7601534357174,"CALM1;EGFR","Vip","VehicleVsPCB_in_WTs"
"Prostate cancer","2/97",0.0681334433193478,0.225851565919132,0,0,4.85116279069767,13.0316160006178,"IGF1;EGFR","Vip","VehicleVsPCB_in_WTs"
"Choline metabolism in cancer","2/99",0.0705934856554823,0.225851565919132,0,0,4.75065931431311,12.5931304189275,"GPCPD1;EGFR","Vip","VehicleVsPCB_in_WTs"
"Regulation of actin cytoskeleton","3/217",0.0707668239879948,0.225851565919132,0,0,3.24870808136339,8.60376469942478,"ACTB;EGFR;ACTG1","Vip","VehicleVsPCB_in_WTs"
"Longevity regulating pathway","2/102",0.0743373585606437,0.232304245502012,0,0,4.60744186046512,11.9753940238977,"HSPA8;IGF1","Vip","VehicleVsPCB_in_WTs"
"Steroid biosynthesis","1/19",0.0804050261085207,0.241215078325562,0,0,12.7037037037037,32.0219539518703,"MSMO1","Vip","VehicleVsPCB_in_WTs"
"Arginine biosynthesis","1/19",0.0804050261085207,0.241215078325562,0,0,12.7037037037037,32.0219539518703,"GLS","Vip","VehicleVsPCB_in_WTs"
"Ras signaling pathway","3/233",0.083503419900651,0.245598293825444,0,0,3.0202557544757,7.49889543155601,"IGF1;CALM1;EGFR","Vip","VehicleVsPCB_in_WTs"
"Thyroid hormone signaling pathway","2/115",0.0912549509919102,0.261799161452054,0,0,4.07470672977979,9.75524735681763,"ACTB;ACTG1","Vip","VehicleVsPCB_in_WTs"
"Proximal tubule bicarbonate reclamation","1/22",0.0925023703797257,0.261799161452054,0,0,10.8872468527641,25.9173198638853,"GLS","Vip","VehicleVsPCB_in_WTs"
"Lysosome","2/124",0.103562322126474,0.279167656868377,0,0,3.77239801753717,8.55422071475538,"ATP6V0C;CTSB","Vip","VehicleVsPCB_in_WTs"
"Platelet activation","2/125",0.10495695894589,0.279167656868377,0,0,3.74153904329741,8.43419574844715,"ACTB;ACTG1","Vip","VehicleVsPCB_in_WTs"
"Inflammatory mediator regulation of TRP channels","2/127",0.107761652778598,0.279167656868377,0,0,3.6813023255814,8.20132831106372,"IGF1;CALM1","Vip","VehicleVsPCB_in_WTs"
"Butanoate metabolism","1/27",0.112315932362021,0.279167656868377,0,0,8.79133510167993,19.2217227995376,"GAD1","Vip","VehicleVsPCB_in_WTs"
"Collecting duct acid secretion","1/27",0.112315932362021,0.279167656868377,0,0,8.79133510167993,19.2217227995376,"ATP6V0C","Vip","VehicleVsPCB_in_WTs"
"Phototransduction","1/27",0.112315932362021,0.279167656868377,0,0,8.79133510167993,19.2217227995376,"CALM1","Vip","VehicleVsPCB_in_WTs"
"FoxO signaling pathway","2/132",0.114860055931193,0.279167656868377,0,0,3.53881932021467,7.65814938072346,"IGF1;EGFR","Vip","VehicleVsPCB_in_WTs"
"Spliceosome","2/132",0.114860055931193,0.279167656868377,0,0,3.53881932021467,7.65814938072346,"HSPA8;RBM25","Vip","VehicleVsPCB_in_WTs"
"Endocytosis","3/269",0.115389298172262,0.279167656868377,0,0,2.60672268907563,5.6290707999879,"HSPA8;PSD3;EGFR","Vip","VehicleVsPCB_in_WTs"
"Ubiquitin mediated proteolysis","2/138",0.123531764817522,0.288444016778349,0,0,3.38166894664843,7.07193869061021,"HERC2;SKP1A","Vip","VehicleVsPCB_in_WTs"
"Circadian rhythm","1/30",0.123998145651223,0.288444016778349,0,0,7.88069758224336,16.4508668981946,"SKP1A","Vip","VehicleVsPCB_in_WTs"
"Insulin signaling pathway","2/139",0.124992407270618,0.288444016778349,0,0,3.35681548124257,6.98050546477493,"SORBS1;CALM1","Vip","VehicleVsPCB_in_WTs"
"beta-Alanine metabolism","1/32",0.131701712785867,0.291965183997107,0,0,7.37152391546162,14.9436687571544,"GAD1","Vip","VehicleVsPCB_in_WTs"
"Pentose phosphate pathway","1/32",0.131701712785867,0.291965183997107,0,0,7.37152391546162,14.9436687571544,"ALDOA","Vip","VehicleVsPCB_in_WTs"
"Parkinson disease","2/144",0.132357550078689,0.291965183997107,0,0,3.2377988863413,6.54763331187255,"NDUFB8;COX5A","Vip","VehicleVsPCB_in_WTs"
"Breast cancer","2/147",0.136823911053774,0.29744328489951,0,0,3.17032878909382,6.30597576850007,"IGF1;EGFR","Vip","VehicleVsPCB_in_WTs"
"Non-alcoholic fatty liver disease (NAFLD)","2/151",0.142830767694215,0.302390815227562,0,0,3.08459497424692,6.00291421555564,"NDUFB8;COX5A","Vip","VehicleVsPCB_in_WTs"
"Fructose and mannose metabolism","1/35",0.143131652541046,0.302390815227562,0,0,6.72008113590264,13.0637733842088,"ALDOA","Vip","VehicleVsPCB_in_WTs"
"Aldosterone-regulated sodium reabsorption","1/38",0.15441282082707,0.318508641910394,0,0,6.17427772600186,11.534326333281,"IGF1","Vip","VehicleVsPCB_in_WTs"
"Hippo signaling pathway","2/159",0.155007539063059,0.318508641910394,0,0,2.92623315064435,5.45532239804072,"ACTB;ACTG1","Vip","VehicleVsPCB_in_WTs"
"African trypanosomiasis","1/39",0.158140481504937,0.320555030077575,0,0,6.01149425287356,11.086827628444,"HBB-BS","Vip","VehicleVsPCB_in_WTs"
"Bladder cancer","1/41",0.165547131981738,0.330350311943201,0,0,5.71034482758621,10.2700513997062,"EGFR","Vip","VehicleVsPCB_in_WTs"
"Tight junction","2/167",0.167377491384555,0.330350311943201,0,0,2.78322762508809,4.97502937173149,"ACTB;ACTG1","Vip","VehicleVsPCB_in_WTs"
"Tuberculosis","2/178",0.184651233116252,0.359710194382308,0,0,2.60782241014799,4.40535908644789,"CALM1;ATP6V0C","Vip","VehicleVsPCB_in_WTs"
"Malaria","1/49",0.194534957602913,0.37410568769791,0,0,4.75670498084291,7.78740817211223,"HBB-BS","Vip","VehicleVsPCB_in_WTs"
"Arginine and proline metabolism","1/50",0.198087702903643,0.376115891589195,0,0,4.65939479239972,7.54377171660372,"CKB","Vip","VehicleVsPCB_in_WTs"
"Huntington disease","2/192",0.206984560826985,0.383365716472383,0,0,2.41395348837209,3.80224487135475,"NDUFB8;COX5A","Vip","VehicleVsPCB_in_WTs"
"PI3K-Akt signaling pathway","3/357",0.207863632945294,0.383365716472383,0,0,1.94995014955135,3.06312409027357,"ERBB4;IGF1;EGFR","Vip","VehicleVsPCB_in_WTs"
