"gene_name","module","color","kME_turquoise","kME_blue","kME_grey","kME_yellow","kME_black","kME_brown","kME_green","kME_red"
"Ndufs1","blue","blue",0.121734406039821,0.134124827783179,0.119249891012903,0.0507481070182028,0.0655904994851521,0.064076841032893,0.0903681560783707,0.0375891642254108
"Eef1b2","brown","brown",0.200758819829874,0.112674840733268,0.122915457534852,0.0502032239398981,-0.0180590365915697,0.185288677597855,0.0982522027173226,0.0423032573245635
"Adam23","blue","blue",0.0829875162285966,0.167503476375788,0.146067355866259,0.111372853944458,0.145143271481938,0.00156946685993327,0.153035004375662,0.0508096939385103
"Klf7","grey","grey",0.0625342992990842,0.0247832626457999,0.110780726383871,0.118527584212521,0.0474972741709172,-0.00107312482962581,0.10276746023923,0.0705596929673833
"Pikfyve","grey","grey",0.0427884884408137,0.0560798717199491,0.0896278324422345,0.0649933014937077,0.0727801149040836,0.0131066969537889,0.0714166391513451,0.0524581003525746
"Map2","brown","brown",-0.00197050067143226,0.0619252875030863,0.109656640443118,0.0804117070682246,0.11629979540899,0.0781409555554307,0.0518441288164753,0.141385738524211
"Unc80","grey","grey",-0.0186923855829094,0.0904362190437134,0.151843672999327,0.192567405467469,0.192673220953075,0.035565656873399,0.144287495445232,0.200130483744982
"Lancl1","blue","blue",0.176915282041441,0.207376264126569,0.156871886613948,0.0269015692567892,0.0886888622451807,0.0902650947597306,0.115012033210706,0.0151668923170516
"Rpl37a","brown","brown",0.209173643596328,0.162010491593081,0.224201499748378,0.15107834485598,0.0816019176686742,0.226639636867029,0.16739956863779,0.150049543726317
"Arpc2","red","red",0.148092332162729,0.0549614500750856,0.188883348586881,0.137373591132624,0.0365914639105398,0.169193386081332,0.0906839181339353,0.238103746607454
"Pnkd","blue","blue",0.157266026070482,0.162970141818101,0.118621736184543,0.0286644760287972,0.0487227401073491,0.06687254792845,0.10235477231631,0.00309736989719195
"Retreg2","grey","grey",0.138184506739578,0.0856853840279695,0.138615005630645,0.103413762970252,0.024247382240199,0.0698143364714765,0.120174707209532,0.0818622362170931
"Tuba4a","grey","grey",0.241485531084971,0.140460876402934,0.244329915631467,0.221036021465423,0.0371779657483471,0.129503317194129,0.23379173636778,0.159787558488882
