"gene_name","module","color","kME_turquoise","kME_blue","kME_grey","kME_yellow","kME_black","kME_brown","kME_green","kME_red"
"Gnas","turquoise","turquoise",0.341387012926129,0.264694316045671,0.222929675700074,0.143436932304592,0.0356676244089018,0.187764916061551,0.261526202298838,0.0395243126814991
"Atp5e","blue","blue",0.150669146182795,0.134951661150269,0.0795636286014771,0.0439471608263713,0.00369801563814312,0.173732034293634,0.0819732393957256,0.0327506012838455
"Gm14325","grey","grey",0.100508621689949,0.10655288789317,0.128276126703998,0.0398123553897173,0.0790793334779923,0.0436756726960934,0.0749216174897167,0.0437583314527923
"Phactr3","grey","grey",0.0896546300801964,0.0779240696718744,0.103712431806919,0.0526255389161729,0.0499268238222997,0.00219156312713766,0.0796602844662083,0.026678864159532
"Psma7","turquoise","turquoise",0.177992559780196,0.12336299299583,0.141575818512764,0.0955031579268202,0.026168087354132,0.0904699051896672,0.129883075187925,0.0573626172215393
"Rps21","brown","brown",-0.00291655478556173,-0.0240795480195193,-0.0873504779478649,-0.0774219606504563,-0.0723825615069924,0.251083925762266,-0.0878338400928367,-0.00280449690048168
"Dido1","grey","grey",0.0752432682569519,0.0605031544649532,0.103012266350282,0.0583391789331066,0.0507622659434539,0.0221995752833828,0.0715631079634706,0.0484545967132371
"Gm27032","grey","grey",0.143776795273812,0.171865883033955,0.233684479716591,0.154724766919823,0.148526211823075,0.0435509033159788,0.189137751468342,0.12463867802047
"Arfgap1","grey","grey",0.077764070112759,0.0824477835250273,0.137322913841241,0.0874102741294954,0.0799242535249004,0.0337424315253099,0.0956540670648513,0.0835034682476988
"Kcnq2","grey","grey",0.0348487840272354,0.0599653045834145,0.149511144494012,0.13231334261607,0.124150041208987,0.0459710422097339,0.0998116663079358,0.152368742442197
"Eef1a2","turquoise","turquoise",0.240228410597737,0.163874499385155,0.215767717550404,0.165874999331076,0.0501513303743654,0.107048029994025,0.21788451728607,0.104191291878626
"Stmn3","turquoise","turquoise",0.415982751826641,0.366845181236465,0.290606273283936,0.181834614881606,0.0645665962033703,0.202387578872713,0.330516830891637,0.0678394713155697
"Dnajc5","grey","grey",0.142187777340708,0.121548595881293,0.143964989778267,0.0920077719924138,0.0463976195869336,0.0860685162489005,0.128553413825298,0.0630522485064452
"Pcmtd2","grey","grey",0.090550777272198,0.0699233091982001,0.101789208211773,0.0605796946204962,0.0392908535741894,0.045404941941303,0.0825730639758928,0.0439911183511655
"Syp","turquoise","turquoise",0.230315176098193,0.202002543486936,0.201148022942718,0.153048661354916,0.0734380281963297,0.146362042654765,0.225100961733681,0.092832873192885
"Gripap1","grey","grey",0.0890686187012316,0.0967802705748356,0.112168077236023,0.0455741173133442,0.0584035652936506,0.0289860187505745,0.077283059905403,0.0343661519902856
"Pcsk1n","turquoise","turquoise",0.305022386269524,0.210073317760835,0.18220911063351,0.0938306076665701,-0.0197950234805774,0.193544153491849,0.186743818422335,0.0563653401906332
"Rbm3","grey","grey",0.113947499959256,0.100282868902808,0.140402989460233,0.0702514243809455,0.0620617132618839,0.0433958535156043,0.102839321492262,0.05572058941014
"Tspan7","turquoise","turquoise",0.370144644632283,0.16365362682238,0.267792912807998,0.196202761889566,-0.0320847023582828,0.166494935828328,0.263556720996301,0.110453469624405
"Atp6ap2","turquoise","turquoise",0.23051820787628,0.190551029217627,0.14098796886261,0.0565896784187264,0.0198877057778145,0.0823700804050146,0.174837417769279,-0.0309622528674063
"Med14","grey","grey",0.0676157155098471,0.0659160851233882,0.0976077121217268,0.0718188777788234,0.0454040674129752,0.023837572582079,0.0806682140919296,0.049750960257655
"Usp9x","turquoise","turquoise",0.206478024361071,0.155634328855817,0.190103596122859,0.127451044664966,0.0526498661651122,0.111020384683234,0.173021278357221,0.0869008197921309
"Ddx3x","grey","grey",0.0949376090783997,0.0975193498470104,0.0649258637747742,0.0255089467353106,0.0226753352539138,0.0610852127765594,0.0742332883475083,-0.00396325040237817
"Kdm6a","grey","grey",0.0378104830349388,0.0165831755898952,0.0692341031898967,0.0401369031885728,0.0331024728806231,0.0110413958319242,0.0298415836532949,0.047088776885677
"Ndufb11","brown","brown",0.172708292202386,0.104849618094918,0.0824550131671363,0.00586204310706687,-0.0205641095141527,0.175625606354745,0.0563364023575543,0.0121604123114277
"Uba1","turquoise","turquoise",0.153414055997625,0.108667258826527,0.119870685251792,0.0758909206585044,0.0246755146037981,0.0884378939845394,0.112597865710016,0.0483475526456236
"Usp11","grey","grey",0.118506055837407,0.0823386397456817,0.125935050945605,0.0385318628336556,0.0285205548505046,0.084633021796642,0.0657939845717019,0.0514499719912672
"Araf","blue","blue",0.134126176778387,0.13834648703862,0.0932088083662589,-0.0228585022929629,0.0320705924151044,0.0911391877030347,0.0580828547328131,-0.0162270418234406
"Syn1","grey","grey",0.151908791678279,0.0988396097496796,0.187583271995878,0.193277116652578,0.0519860434194642,0.0880696929043926,0.192871102755366,0.142195268657714
"Pgrmc1","grey","grey",0.194590922139064,0.116311160072665,0.157814332275783,0.0684294686727999,0.00568173559772638,0.155092205986298,0.118073746578262,0.0642729198071781
"Slc25a5","turquoise","turquoise",0.255443500892236,0.176544900700242,0.152574753563419,0.0437137661939848,0.00676592631754158,0.140372799323194,0.124234487187651,0.0189157954048862
"Rpl39","brown","brown",-0.0270129984355153,-0.0168090948294353,-0.114029808107802,-0.0908731464278306,-0.0588660969061219,0.217703377096692,-0.0887890720123727,-0.042552117830547
"Upf3b","grey","grey",0.0286901069860529,0.043017330193094,0.038070889035583,-0.0123019621280996,0.0383337184942942,0.0139650284087093,0.00491713538813758,-0.00543129613033995
"Ndufa1","brown","brown",0.12235961085223,0.084316044911435,0.0489370990697616,0.00738202299198171,-0.0283322382738489,0.194969012279264,0.0338875788691924,0.0250185739257394
"Lamp2","grey","grey",0.075308069543875,0.0738972005293377,0.0564659990883192,0.00300269935961518,0.0321055395673566,0.00854232019012848,0.0438864533167342,-0.0271171884874124
"Mcts1","grey","grey",0.102314066450673,0.106999089417114,0.110025108606345,0.0438116290144932,0.0589913502868281,0.060143827024106,0.07902217956866,0.0358206423853521
"Gria3","grey","grey",0.0336869667129553,0.14084092347239,0.249759298235614,0.171466085043905,0.229271099983597,0.0964213986177293,0.119810918569472,0.268354194834196
"Thoc2","black","black",0.00391791888176045,0.0457180797834248,0.0479378306086916,0.00593336054522257,0.108010933251378,0.00759413275080912,0.0148085708656202,0.0185939799872236
"Tenm1","blue","blue",0.10856849081061,0.227475908249134,0.114642971770536,-0.0487617766271815,0.153492775819324,0.0690189155322886,0.0943684891113934,-0.0665678865337857
"Smarca1","grey","grey",0.0590821386324585,0.0676191037956155,0.117394081053539,0.0663286530913426,0.0688353173254152,0.0558892399563109,0.0705368274412922,0.0794491767062516
"Ocrl","blue","blue",0.0385359075089514,0.108580279747764,0.0739364579210283,0.00599211579373678,0.103481533069229,0.0196328893052574,0.0500997736446194,0.00107830173891664
"Utp14a","grey","grey",-0.0135156067536188,0.01066565453953,0.0448540629551954,0.0357063429994422,0.0603121720830134,0.0206436465085065,0.0173602631390432,0.053621472933337
"Slc25a14","grey","grey",0.146408666026471,0.0929850702721682,0.166671384139999,0.120613270169402,0.0363276148688306,0.106806431637126,0.125455169240925,0.114796550705643
"Phf6","grey","grey",0.0803778819435171,0.0825500045655056,0.104856052990668,0.0377272260765378,0.0524037075698942,0.0448599142805142,0.0613631096777987,0.0412787447544694
"Hprt","turquoise","turquoise",0.20614247069879,0.142655119997582,0.160424126961458,0.112257644244179,0.0202616411113071,0.103581306701967,0.161259517631893,0.0576885435416573
"Rtl8c","turquoise","turquoise",0.286802626278266,0.178609824981006,0.215319132569213,0.123944069550195,0.00367483499856419,0.144432324017396,0.193585660036569,0.067842706158136
"Ints6l","blue","blue",-0.00581407416605374,0.12289135225298,0.020151661823028,-0.0681725899175016,0.118055268453617,-0.0155264309481002,-0.00346964352917498,-0.0586336150902036
"Rbmx","grey","grey",0.0134267658846641,0.0366263884362794,0.00860744238166655,-0.0780211106455993,0.0366760698892682,0.0229899771402164,-0.0467821251159253,-0.032243569965764
"C230004F18Rik","grey","grey",-0.0831976137444248,0.0565294479802197,0.127145155775123,0.160476906454791,0.19260958270579,-0.0161028468380806,0.101351843880007,0.189209353540276
"Slitrk4","green","green",0.128588428394344,0.11537165763724,0.154284217195415,0.13796580655774,0.0569123370683269,0.0637209070587331,0.17646176240329,0.098756104802184
"Fmr1","grey","grey",0.0700123732621981,0.0441569462072489,0.102563880027135,0.0881721080638909,0.040540151716295,0.0287621010940414,0.0839571662670452,0.071951865386176
"Mtmr1","grey","grey",0.0479105804570118,0.0558097352374932,0.0939511585589015,0.0615587895509163,0.065484689089315,0.0433318015670058,0.0646531834426934,0.0628781663363511
"Idh3g","grey","grey",0.0758748909809427,0.0869647600737264,0.102377078343498,0.0715637832012379,0.0686644097398915,0.031271860995494,0.0942400705455281,0.0453646502779428
"Ssr4","grey","grey",0.129774419008785,0.132080335803277,0.158096941783506,0.0773224284080704,0.0851884167402272,0.0718223507734395,0.112941994541549,0.0597039276570085
"L1cam","grey","grey",0.0582935350862468,0.0785541955132282,0.116376404269871,0.0765200621016141,0.0827151711252357,0.0501384485863055,0.0878717829016732,0.0634828928791182
"Mecp2","grey","grey",0.0338763314774146,0.0378761076849913,0.0438013897504586,0.0227405074876096,0.0307673329620264,0.040363141560556,0.0266806882122352,0.0208897504915925
"Rpl10","brown","brown",0.0659776567507498,0.039662671824329,0.0548939925146631,0.0267461727401687,0.00766260404038837,0.105390812791828,0.0352984752562789,0.0365787864954149
"Taz","blue","blue",0.0593601379448564,0.118531696769105,0.0919641202201935,0.00735668802114181,0.0912722162951259,0.0195084781416116,0.0529450009681204,0.00824584232094157
"Atp6ap1","turquoise","turquoise",0.144020208470429,0.128309678040473,0.0917233097157901,0.0267097376635371,0.0269155152246334,0.0735301576005337,0.0985418277339721,-0.0175216714145371
"Gdi1","turquoise","turquoise",0.182084353334169,0.15645054835393,0.190218136768962,0.0918563786221873,0.090261148304491,0.0946107891930394,0.145883836418303,0.0678519508409684
"Lage3","grey","grey",0.0711890714879037,0.0794785723781723,0.0965478547154732,0.030376520824746,0.0569432288396049,0.0495630997844681,0.0569207326841955,0.0386461931417405
"Pls3","brown","brown",0.149165872975696,0.0912790645407362,0.155237221379251,0.0712151488664327,0.0446572457701849,0.184691746383687,0.0841385531813135,0.117200394308861
"Dmd","grey","grey",0.0184648994424735,0.0487584581075734,0.111661301038724,0.116346137256863,0.103179819809496,-0.00868301804397271,0.102213834875265,0.0854319425260791
"Il1rapl1","grey","grey",0.0539045408093535,0.0876545714710785,0.189173950796868,0.162614825861683,0.117329698189799,0.0176807125159824,0.121232125399299,0.198124726532688
"Apoo","blue","blue",0.104151012032081,0.130785521776471,0.105033835090721,0.018199178991435,0.0566752977501015,0.0644845285928731,0.0605955650002639,0.0260963348616414
"Maged1","blue","blue",0.144670513538343,0.157660840697582,0.108864866224026,-0.00155286761159739,0.0487397827482906,0.134089997750384,0.0733497254578091,0.0119307710181574
"Arhgef9","red","red",0.0986305763226536,0.0506559274206502,0.185363630473053,0.1638491780978,0.0783783370916303,0.118432117440269,0.113759122397143,0.234495884961305
"Las1l","blue","blue",0.052107431101972,0.138543655080847,0.0543736223849161,-0.0242770410984033,0.0831965065872733,-0.00193024266913752,0.0421388868426834,-0.0504910452658205
"Ophn1","grey","grey",0.0158476498758382,0.0383849099024185,0.0545020774654003,0.00991799587883978,0.0540820508447961,0.0269827665026492,0.0144688547726771,0.0300477326596089
"Nlgn3","brown","brown",0.0512945752322143,0.0318643783277915,0.0633665637164269,0.0301041742990448,0.0230067593756586,0.0672549630951421,0.037013725182185,0.0500011487694201
"Taf1","grey","grey",0.0658178558225858,0.0859718604108778,0.0768996699615164,0.0368344039883732,0.0613014237792305,0.0236590415677226,0.0690604391583014,0.0108115561342612
"Ogt","black","black",-0.0674498787495246,0.0791758470039163,0.0112447175788363,-0.0056779124935861,0.17502894232588,-0.0577701672206574,0.0179074112726036,-0.0126877272401394
"Rps4x","brown","brown",0.17430021640717,0.080634497501958,0.108570921312891,0.0365446774236216,-0.0244679604567447,0.250133122580995,0.0647839877658898,0.0759759693018299
"Chic1","grey","grey",0.0708265684141445,0.0842941384977597,0.101540958657288,0.0324220343458284,0.0623345932923015,0.0486485657208709,0.0528568055106628,0.0461363309208676
"Xist","brown","brown",-0.34927862377727,-0.358981548003329,-0.303788623693849,-0.163604351414429,-0.140442835286803,-0.126328614577973,-0.293706115590526,-0.0549577145999257
"Ftx","grey","grey",0.0108728039090676,0.0428431792820477,0.0798151899872062,0.0390597340029739,0.0739185182680113,0.0138340235856734,0.0448173904508069,0.058797368551483
"Rlim","grey","grey",0.0670525677655382,0.0634956483793115,0.0803642113446295,0.0335524978015151,0.0488127750753987,0.0402782959894154,0.0552002669153001,0.0256026209171292
"Nexmif","grey","grey",0.101641530023063,0.0628714051560446,0.163467843786637,0.114635248097347,0.071026678966268,0.111108604567297,0.104177927280424,0.145925505535244
"5330434G04Rik","blue","blue",-0.0173101762335295,0.293858117268188,-0.0122203215595529,-0.189150397219105,0.19419986018608,-0.0121226193899525,-0.0181870053684652,-0.193556974180336
"Atrx","grey","grey",0.0657425963562187,0.0754389345200752,0.141206750481294,0.138255603657183,0.0726392889528179,0.0489550529940902,0.117678644823297,0.143492525980665
"Cox7b","blue","blue",0.165368847226232,0.239497576255827,0.084655032055889,-0.00136050486735517,0.0683385820160204,0.140689904445861,0.102571136506934,-0.0436401114220646
"Pgk1","turquoise","turquoise",0.269180562623093,0.182560457580513,0.19891269978788,0.119400041082143,0.0258943347067353,0.156351985635729,0.179665780528747,0.0741345580491854
"Chm","blue","blue",0.0957630347071066,0.121900556879917,0.104203745295265,0.0452581546422128,0.0697672855531708,0.0321199331633673,0.0897183922407986,0.0212871635012196
"Diaph2","red","red",0.0598358969525852,0.0160567886820999,0.111206983285074,0.120305156771603,0.0344917753731436,0.0346797198652141,0.0842893365728868,0.14758603414828
"Cstf2","black","black",0.0236017336729144,0.108794160528389,0.0865557296712557,0.0497960748714704,0.175083593315919,-0.00716181851978567,0.0836935001045283,0.0179631461500621
"Rpl36a","brown","brown",0.0752681256984546,0.0354499278632288,0.0276678239846931,-0.0082237520528718,-0.0269193194584018,0.220104945059247,-0.00146820244739905,0.0460362613396065
"Hnrnph2","turquoise","turquoise",0.138832765337685,0.107844032213845,0.117058348657687,0.0670373014091161,0.0350972198457841,0.0470107358448341,0.103240915167965,0.028885536246249
"Armcx1","blue","blue",0.0892203195203972,0.137368959677493,0.0957404242037247,0.0527100496160469,0.0726085619626048,0.0345630531241933,0.102998652120616,0.00909470012290894
"Armcx3","blue","blue",0.125150353185632,0.155105058262673,0.11566704464276,0.0371977264139218,0.0641445582048925,0.0555010150562875,0.0926726291480105,0.0148013884183905
"Tceal6","turquoise","turquoise",0.238800076095141,0.150094538671374,0.192511164097614,0.130505166622967,0.0122600200688153,0.117176433348267,0.174614178579222,0.0900854564931884
"Gprasp1","blue","blue",0.128859985242406,0.166795920458531,0.140756068779238,0.0765033395995933,0.0775873559722212,0.0998971174239535,0.128781792805077,0.0610531151110873
"Gprasp2","blue","blue",0.0934731341962775,0.189281740519685,0.0800171631986453,-0.0411639724642341,0.0862852384007558,0.0398627026992843,0.0600736774186519,-0.0637306331328543
"Bex2","turquoise","turquoise",0.282400790743219,0.170995975746894,0.221686913675971,0.15486297556067,0.0171736572580367,0.205950246978341,0.200791839107822,0.127650415576401
"Tceal5","turquoise","turquoise",0.184348532555333,0.154690316130913,0.203961867543333,0.138052103473821,0.0781148264965806,0.108234391141519,0.171143124960651,0.111631474411619
"Tceal9","turquoise","turquoise",0.153467276320782,0.0939234370919103,0.101068493432183,0.0735027068938857,-0.00667484197591697,0.103954043806012,0.11109301917226,0.0365424138621402
"Bex3","turquoise","turquoise",0.207821870743927,0.140842767270422,0.163953287353797,0.0944039296338744,0.0184268346280062,0.120062199671313,0.139665777910503,0.0690623673010004
"Tceal3","turquoise","turquoise",0.26897378517478,0.150236236088083,0.208474800301886,0.126900617431336,-0.00474299750100928,0.163215278582633,0.170364495141505,0.108242969611009
"Morf4l2","grey","grey",0.104787050061719,0.0871258136633186,0.151043867059619,0.075940365806578,0.0663859846533378,0.104318865508259,0.0842652333318749,0.0932406618571605
"Zcchc18","blue","blue",0.162688944390007,0.218283677247917,0.167834091571202,0.0608935747823615,0.103198906933922,0.111403681054581,0.146426088732468,0.0237484178784482
"Acsl4","green","green",0.167504526354346,0.115627819870263,0.174651714025435,0.156505753748722,0.0428547289610014,0.0930060870245357,0.201779032374794,0.107107536449355
"Pak3","brown","brown",0.143617930336304,0.135245016927523,0.16751427251803,0.073131681809437,0.0800776978400034,0.162970402865951,0.104435323026073,0.0980041274950365
"Dcx","green","green",0.0209663901923158,0.0800286706338694,0.0572641366617524,0.0793979814771093,0.0813485734034898,-0.0766453512403577,0.133585058466201,-0.0154436830694982
"Tmem29","grey","grey",0.0555460844432945,0.0591899130104368,0.090545240418785,0.0382036333072716,0.0518107256712771,0.0222067832654411,0.0547277596976881,0.0385982659911646
"Tro","grey","grey",0.114710627292416,0.134060175909199,0.142411534777216,0.0220114043989148,0.0846007987768513,0.10929549950879,0.0733403288219413,0.0460254831558202
"Gnl3l","grey","grey",0.108696941665357,0.131616440927882,0.135491761968124,0.0647973157174669,0.0885847404756772,0.103242097235608,0.106762441487888,0.0504858984828853
"Huwe1","grey","grey",0.0665782595778368,0.0934538779694135,0.109395567245099,0.061450554165304,0.0842490643527921,0.0200650732381066,0.0881609968707038,0.044388647774128
"Tspyl2","grey","grey",0.0813848611959645,0.090930963873637,0.113069781628965,0.0405287470013301,0.0648497602391825,0.0300942176825971,0.0767965309806979,0.0295110105936122
"Sms","blue","blue",0.100920341085361,0.128362453698147,0.104193405120004,0.0336769648185762,0.0682025505602377,0.0811029877177138,0.0764943331040968,0.0363746894760784
"Cnksr2","red","red",0.141824833914508,0.0140365317466717,0.303160778068498,0.41338813466559,0.0701684700896383,0.126205953853439,0.25258820116861,0.457709792042956
"Eif1ax","turquoise","turquoise",0.186619093143891,0.126218147596541,0.13698059573664,0.087554274463056,0.0159627938652434,0.108838980996676,0.135614268401436,0.0467803379712138
"Map7d2","turquoise","turquoise",0.181024451847963,0.150710140419307,0.145931589800011,0.0709780528029181,0.0486884799148162,0.0757800572302051,0.132199646253184,0.026532865096797
"Phka2","grey","grey",0.0663821546759052,0.109544960143727,0.126740706822946,0.0448595071948637,0.105201367852883,0.0323730543903149,0.0757727991045372,0.0536184089609689
"Cdkl5","yellow","yellow",0.172392399995631,0.0941653916578795,0.213990298395343,0.268685971846855,0.0530228452431878,0.072850085419673,0.232917826525725,0.181161364025615
"Reps2","grey","grey",0.12368107079394,0.142643569412413,0.157391245034185,0.0820697012395729,0.0945233426001587,0.0876932948842938,0.121015444209674,0.0765594969188807
"Rbbp7","grey","grey",0.167866328242176,0.0753999895400737,0.164166392724103,0.119708866216024,0.00582077242162503,0.128499077782783,0.112612978916434,0.126340644245331
"Gpm6b","yellow","yellow",0.0243882517345861,-0.104110202023695,0.173438430385472,0.337363885374705,0.0102584684220575,-0.00530713233731993,0.137514078701009,0.331067177203966
"Tmsb4x","brown","brown",0.0765247993341121,-0.015896387186666,0.0614877816386577,0.0575564847563421,-0.0240023871296748,0.390139920206309,-0.0311831066738684,0.219221304840431
"Frmpd4","grey","grey",0.0763961697296878,0.0913236337699738,0.102908625864635,0.0424140893677347,0.0692234459096733,0.0536774759801921,0.0824559838910292,0.0244121235877048
"Pkia","grey","grey",0.0885065686477306,0.074143667030369,0.0969861292768197,0.0638266949001861,0.0260717060672558,0.0592945591822183,0.0845754051707209,0.050748366253145
"Stmn2","green","green",0.338298827338856,0.273885721045166,0.313619035380736,0.260777807144827,0.0963572110529983,0.171665311033446,0.390345924622612,0.125944889779685
"Tpd52","green","green",0.105635288216197,0.0772369249821845,0.127511397813563,0.141043701562745,0.0475800524938137,0.0134504586040036,0.170159730765405,0.0674986725686777
"Ralyl","yellow","yellow",0.153066940328005,0.119527106554948,0.272985521280082,0.299828042420724,0.111673830169868,0.0331571319189223,0.247542087767364,0.222490302617581
"Lrrcc1","grey","grey",0.0294919958598313,0.0351328091995832,0.0855304729175551,0.0695074186012759,0.057920932281813,0.000830176093883303,0.0621169380193662,0.0596160423101154
"1810022K09Rik","grey","grey",0.063924423915,0.0915891564888278,0.0902960579789052,0.03212803342312,0.0673958267786603,0.0387939099764312,0.0611723907977995,0.0258452662203292
"Ythdf3","grey","grey",0.0519058365994184,0.0685377869071368,0.0847303619720438,0.0493397940000121,0.0625182552905798,0.0144185037619695,0.0641748526468081,0.036931249498384
"Mir124-2hg","blue","blue",0.110351918548267,0.241755510916478,0.145326080002935,0.0803036845025238,0.170705360867209,-0.0434043705102236,0.179774616872253,-0.0413175759192453
"Armc1","grey","grey",0.118269439014054,0.0815430758906854,0.122863183157711,0.0673401863636401,0.0357719672953935,0.0783316859532519,0.0824244110793671,0.0674306507318602
"Tbl1xr1","grey","grey",0.090371249332453,0.0500400182976253,0.124032134600951,0.100921895990869,0.0368140747256688,0.0572945812032265,0.09104467948309,0.101220666183948
"Nlgn1","yellow","yellow",0.13143631056137,0.0994307658707877,0.252327094441953,0.267343778197861,0.112384613183658,0.0583545446772773,0.205570690454677,0.238512565909979
"Nceh1","blue","blue",0.161986928247893,0.184737603484474,0.136219107760835,0.0574255923651321,0.0691905194547417,0.0619128607011791,0.139837792204023,0.0131579201751545
"Tnik","grey","grey",0.0168956215220952,0.0310909048259135,0.132414573945022,0.107470482668152,0.10253321891825,0.0528384362743874,0.0659586306207749,0.15861153746466
"Rpl22l1","brown","brown",0.093311256007176,0.0698817436450894,0.0438703386272634,0.0171459053331472,-0.00999217804466726,0.249256726137968,0.0239538755704352,0.0570248275002911
"Sec62","turquoise","turquoise",0.187441856214359,0.137359696622484,0.0963275574581541,0.0984245480550017,-0.00668791222397275,0.150169938850164,0.140317689453024,0.0304248656627445
"Phc3","black","black",0.0264282485151564,0.0724988411871853,0.0717390780020819,0.0258653573638259,0.130012719329637,0.00394484980167381,0.0477314150901137,0.021140015371994
"Skil","yellow","yellow",0.0809382405478742,0.0453242503164702,0.135443791262335,0.161293568965418,0.0493507641889266,0.0686494504492323,0.11518211893463,0.146765177772036
"Slc7a14","brown","brown",0.0267763128202158,0.0342850722766941,0.0627177219794797,-0.057579166007006,0.0482212001748509,0.177252646978463,-0.0435733307619296,0.083645868594621
"Ndufb5","blue","blue",0.20016703725001,0.197911444046269,0.109574760236032,0.00612344278843551,0.0226717503270539,0.160166622906756,0.0981985703705402,-0.0120731914469083
"Pex5l","yellow","yellow",0.115381339652439,0.0892252725409575,0.239157263082529,0.27206478414566,0.132592430065448,0.0267218987501897,0.20055776618038,0.216549343980188
"Ttc14","black","black",-0.159789362871258,0.0155602104197342,-0.0043523177374674,0.0321906624932456,0.261053500761272,-0.0696989916397927,-0.00492245922911823,0.063249641702676
"Fxr1","grey","grey",0.0937232297312789,0.0886694516031549,0.132994527365891,0.067555913981608,0.0669276148535818,0.0478485293261443,0.0832769006363509,0.0655719527345605
"Dnajc19","grey","grey",0.0836667833104215,0.0624350930237155,0.0571026586682523,0.0103480418508114,0.00945386182854975,0.0695802579979657,0.0381730343868995,0.00940435601806193
"Atp11b","blue","blue",0.0371326325612057,0.190132676301067,0.115878877451905,0.0446295998512997,0.195823871986347,-0.0158708390962571,0.118196426482799,-0.00668365846791388
"4932438A13Rik","blue","blue",0.0763185001994083,0.184835169346139,0.120637122672044,0.095775853388271,0.126721477660282,0.0218225556330294,0.150132275202618,0.0438404424436239
"Hspa4l","blue","blue",0.143219860005335,0.203540703852597,0.149255923298492,0.0824168262945669,0.11949384140812,0.0519693297824026,0.14994898606594,0.0266582442838453
"Abhd18","blue","blue",0.0431701399969444,0.125637737914798,0.0930517912061847,0.0284541242262953,0.116480428821315,-0.00808455879155466,0.0766534411846942,-0.00605301294346683
"Sclt1","blue","blue",0.0581184615576019,0.140560694487705,0.0934169927824115,0.0374229332413418,0.104080547805636,-0.0191360960004348,0.0918667691867985,-0.00769246609190968
"D3Ertd751e","blue","blue",0.0460597901477698,0.0990634938242747,0.064545714868569,-0.0109855836456051,0.078684102933144,0.00049199045617764,0.0316566305768362,-0.0223864213755416
"Pcdh10","turquoise","turquoise",0.180893766381851,0.162947960525492,0.123339412554656,0.0884735551176258,0.0302599196629973,0.014822801707942,0.17060447842355,-0.0312342500524947
"Ndufc1","blue","blue",0.0871095603973304,0.120478102327433,0.0111803588660025,-0.0468449296310319,0.0114413449509469,0.156060220874342,0.00854279297837444,-0.0391666317076838
"Naa15","grey","grey",0.047059173563288,0.0717671500713983,0.0780169237637715,0.0344983213536443,0.070751587738061,0.0322071214246169,0.0524861619215138,0.0331006193643229
"Supt20","brown","brown",-0.00443679613247097,0.0282223797966156,0.041012196377458,-0.000602554803849896,0.0626563986065391,0.0369345490406086,-0.00312468562230014,0.0310151062629743
"Dclk1","yellow","yellow",-0.0151925284479898,0.00888431288276938,0.126205878766524,0.254522307213836,0.113822452192557,-0.0186518355853479,0.154184329797326,0.201556791651751
"Nbea","brown","brown",-0.031793926746054,0.0204823632789124,0.0911703572457555,0.103957199700504,0.111766199260214,0.0778121279600986,0.0504080589515485,0.175885837169987
"Rnf13","blue","blue",0.0573580246945781,0.0453891438579805,0.00807609796393153,-0.0590216861593944,0.00224539880665989,-0.0166948894853126,-0.00474819039140965,-0.0923854020456273
"Pfn2","grey","grey",0.224994572174231,0.142528431938754,0.229375864893792,0.174306270653014,0.0473904299000713,0.143319413364863,0.19206418998305,0.143746578968324
"Eif2a","grey","grey",0.0452248482076449,0.0380293130664671,0.0722760631895937,0.0452829313105733,0.0374392653536433,0.0364830881151774,0.0435399711016909,0.0512015661379933
"Selenot","turquoise","turquoise",0.132011753751673,0.109647766409977,0.0962795920304646,0.0225313480595738,0.035073416695578,0.05506776777078,0.0798832674490103,-0.00140266490236741
"Mbnl1","grey","grey",0.0451507898358509,0.077482676612082,0.0840155969708343,0.0250241440726496,0.0825306341645779,0.0111285236635299,0.0409298911860409,0.0230367792487035
"Dhx36","grey","grey",0.0757048748927083,0.0651549697523636,0.0800554804402792,0.0303782745150604,0.0367637487253418,0.0585722431909149,0.0457186733924135,0.0386508216277673
"Gmps","blue","blue",0.160778640906156,0.160783933659717,0.133158728305801,0.0413137881657425,0.0488501985180523,0.0803826184463335,0.112989316770072,0.012668384533485
"Ssr3","grey","grey",0.112001089796515,0.0596598383223565,0.0772948079727646,0.0101674119155405,-0.00063342595049697,0.0718130688136276,0.0412390150321676,0.0130532657404168
"Ccnl1","grey","grey",0.0025536965536924,-0.00712064920844751,0.0696241827972326,0.0576190702246186,0.0507874866969986,0.00935643052108618,0.0295956930408456,0.084953430118825
"Rsrc1","grey","grey",0.0674594408526442,0.0723917616815601,0.0826903071911661,0.0314122027065887,0.0546098837418691,0.0119673305123919,0.0631861911226325,0.0154900924777245
"Schip1","red","red",0.0870237634364061,-0.0405407553777387,0.243006027514639,0.312320672240625,0.0501144055636562,0.0900169249652873,0.166087339448749,0.376135760031235
"Ppm1l","green","green",0.135459885979806,0.119270268439885,0.115480193664579,0.164284549211318,0.0411930836514915,-0.00369840288903861,0.234808873033371,0.036586829201426
"Pdcd10","blue","blue",0.13930841807432,0.147877685999791,0.137849193990954,0.0723316738322035,0.0694802821163444,0.0725492150760811,0.113386517568625,0.0466265534248565
"Serpini1","blue","blue",0.201501211370832,0.291416594209048,0.112015007951403,-0.0198040692792666,0.077036479769124,0.079144944724618,0.153253089373592,-0.106565409511244
"Rapgef2","grey","grey",0.0571023938162777,0.0388323591164823,0.107031002291976,0.0663769438249159,0.0348620737011725,0.0672166481087798,0.050023414187865,0.107030550821999
