SYMBOL,FC,logFC,P.Value,adj.P.Val,AveExpr,t,B
Ndfip1,1.250185676,0.322142378,0.021127023,0.175450624,11.3501941,2.316423619,-3.475783609
Ttc3,1.231242738,0.300115215,0.021198404,0.175450624,12.43637898,2.315132941,-3.439024427
Syt1,1.237775813,0.307750036,0.022782636,0.184634283,13.37903049,2.28742297,-3.512300114
Mdh1,1.230189313,0.298880348,0.024663114,0.195794924,10.66006945,2.256634946,-3.644917185
Hsp90ab1,1.275072805,0.350579626,0.025496386,0.198361883,11.80199864,2.243641704,-3.606833875
Slc6a1,1.231960452,0.300955944,0.026699983,0.199579571,10.65333795,2.225510706,-3.710357824
Snrpn,1.208885288,0.273677353,0.027595688,0.199579571,10.49798739,2.212472485,-3.747524451
Spag9,1.21338,0.279031437,0.028100024,0.199579571,10.56222648,2.205291725,-3.757895308
Aplp2,1.237316645,0.307214752,0.028530899,0.199579571,10.85085985,2.199244743,-3.751810698
Cadps,-1.222997083,-0.290420962,0.02970607,0.199579571,10.57114399,-2.183144761,-3.802855296
Ppia,1.234018827,0.303364406,0.029746914,0.199579571,11.24594018,2.182595154,-3.760958155
Glg1,1.20875903,0.273526668,0.030122953,0.199579571,10.51663868,2.177565499,-3.817830898
Csmd1,1.246354351,0.3177143,0.03017023,0.199579571,10.9827301,2.176936993,-3.788630998
Vezt,1.215348359,0.281369897,0.030270423,0.199579571,10.57615471,2.175607817,-3.817784681
Ddx24,1.2202302,0.287153342,0.031348259,0.203241213,10.88321368,2.161544096,-3.826195221
Atxn7l3b,1.195177593,0.257225006,0.034928818,0.219409795,10.436968,2.117634742,-3.943286921
Reep5,1.204089046,0.267942088,0.034970199,0.219409795,10.41570505,2.117150325,-3.9456381
Gpm6a,1.226428826,0.294463511,0.036158367,0.22326357,10.99511585,2.103446582,-3.934284682
Ubb,1.235767717,0.305407591,0.03747188,0.227758769,11.36146543,2.088738818,-3.939197927
Ndufa13,-1.198731168,-0.26150815,0.039552848,0.236708582,10.51485976,-2.066315553,-4.039335944
Pgam1,1.192445035,0.253922768,0.041761133,0.246137584,10.40624802,2.043594683,-4.089581356
Tmod2,1.187563442,0.248004587,0.042699668,0.247298052,10.37617571,2.034246591,-4.109081283
Vamp2,1.19441508,0.256304286,0.04322948,0.247298052,10.68797821,2.029046327,-4.098338363
Arl6ip1,1.203909311,0.26772672,0.044341056,0.249980735,10.60504757,2.018309286,-4.124121415
Atp1a3,1.204397067,0.2683111,0.045185827,0.250812422,11.51106039,2.010300948,-4.079138574
Gad1,1.216471365,0.282702361,0.046229993,0.250812422,11.10172928,2.000575728,-4.12410398
Tecr,1.19266401,0.254187673,0.046568007,0.250812422,10.59830515,1.997467314,-4.163758712
Itm2b,1.219021724,0.285723836,0.047420073,0.250812422,11.06456504,1.989715435,-4.146582254
Lsamp,1.222949893,0.290365295,0.047712389,0.250812422,11.56773149,1.987083122,-4.119060797
Necab1,1.221609568,0.288783267,0.049469829,0.256583512,10.88594716,1.971538152,-4.192021092
