SYMBOL,FC,logFC,P.Value,adj.P.Val,AveExpr,t,B
Rplp1,-1.168479314,-0.224632194,3.52994E-11,8.21514E-10,10.22345796,-6.641432712,14.74668061
Gm42418,1.19068449,0.251791176,4.48902E-11,9.99294E-10,14.31318915,6.605526117,14.61530153
Psap,1.169721803,0.226165452,6.3806E-11,1.3612E-09,10.53184072,6.552663619,14.19506075
Nrxn1,1.175593531,0.233389325,8.63322E-11,1.76808E-09,11.80888602,6.506887376,13.94047952
Ptprs,1.160412234,0.214637411,2.64251E-10,5.20372E-09,10.43602342,6.334829266,12.81074694
Hnrnpu,1.161439994,0.215914619,5.99767E-10,1.13734E-08,11.26268978,6.205939276,12.05375861
Pclo,1.162517784,0.217252787,8.2355E-10,1.50592E-08,10.78248977,6.155401246,11.73149876
Ttc3,1.146849362,0.197675907,9.67199E-10,1.70761E-08,12.24541191,6.129626708,11.61053113
Ly6h,1.172644734,0.229765999,1.16807E-09,1.99351E-08,11.26969057,6.099245592,11.40962936
App,1.167528739,0.223458062,1.96168E-09,3.23994E-08,11.3171702,6.015040751,10.91010163
Tcf25,1.150355936,0.20208032,4.05108E-09,6.48173E-08,10.67562566,5.895379359,10.18665859
Rps8,-1.153393276,-0.205884517,5.10476E-09,7.92011E-08,10.76688312,-5.85675223,9.968109798
Dlgap1,1.156253934,0.209458274,5.40566E-09,8.14028E-08,11.50362971,5.847146266,9.936435736
9530059O14Rik,1.162704699,0.217484731,1.0202E-08,1.49241E-07,10.69537564,5.739617849,9.296969022
Rpl19,-1.139072207,-0.187859204,1.20035E-08,1.67293E-07,10.32891122,-5.711784316,9.111721206
Snhg20,1.14384677,0.193893801,1.20895E-08,1.67293E-07,10.54309277,5.710559313,9.123712679
Sorbs2,1.16785434,0.223860346,1.68313E-08,2.26779E-07,11.1028611,5.653517321,8.831865261
Itm2b,1.142007839,0.191572554,3.2861E-08,4.31406E-07,10.48961064,5.536518388,8.15675374
Uba52,-1.13467586,-0.182280225,6.84667E-08,8.56566E-07,10.22371016,-5.405451865,7.426980055
Smap1,1.126740461,0.172155236,6.85922E-08,8.56566E-07,10.16862056,5.405121074,7.42498593
Trank1,1.133074343,0.180242522,7.99074E-08,9.74109E-07,10.38204682,5.377485299,7.293448587
Eno1,1.134427716,0.181964686,1.11678E-07,1.32975E-06,10.42192878,5.316431686,6.975314005
Nap1l5,1.133212347,0.180418226,1.39145E-07,1.61914E-06,10.42810015,5.275971569,6.764790844
Mycbp2,1.131787314,0.178602872,1.5541E-07,1.76823E-06,11.5239969,5.255520575,6.708188877
Snrnp70,1.127330826,0.17291095,6.06936E-07,6.75546E-06,11.18565801,4.997187832,5.395452823
Zcchc18,1.122566805,0.166801304,6.24248E-07,6.80032E-06,10.46311537,4.991725201,5.329969961
Lrp1b,1.159591604,0.213616792,6.63432E-07,7.07661E-06,11.2129618,4.979881655,5.311291906
Ubb,1.135285299,0.183054895,6.81243E-07,7.1183E-06,10.90165369,4.974719665,5.274806393
Rps16,-1.119142798,-0.16239413,1.39393E-06,1.42738E-05,10.21351849,-4.833303424,4.538822411
Grin1,1.118228398,0.161214889,1.53456E-06,1.54058E-05,10.50481693,4.814028443,4.474646948
Actb,1.126900522,0.172360166,1.57836E-06,1.55408E-05,10.82311459,4.808370594,4.469469738
Camk2a,1.131055902,0.177670236,1.72165E-06,1.6381E-05,11.10310225,4.790865009,4.398023068
Ogt,1.121745599,0.165745524,1.72769E-06,1.6381E-05,10.84647264,4.790158764,4.384504063
Rpl9-ps6,-1.116792054,-0.159360581,1.91387E-06,1.78164E-05,10.23227617,-4.769462289,4.237884872
Adgrl3,1.115714686,0.157968145,2.50193E-06,2.28597E-05,10.30570409,4.71488735,3.991489368
Peg3,1.128191113,0.174011477,2.54493E-06,2.28597E-05,10.90826464,4.711396476,4.01846896
Dnm1,1.120456034,0.16408604,2.81926E-06,2.48873E-05,10.62384241,4.690376907,3.904476417
Celf4,1.127884791,0.173619709,3.15469E-06,2.73763E-05,11.33397104,4.667195655,3.829210023
Itpr1,1.114323172,0.156167698,3.83479E-06,3.27236E-05,10.29360402,4.626686559,3.583958696
Scn2a,1.118011682,0.160935263,3.91197E-06,3.28349E-05,11.02054129,4.622533509,3.614214521
Vamp2,1.108808487,0.149010206,4.51652E-06,3.72977E-05,10.36248905,4.592483128,3.433995803
Cyfip2,1.11595304,0.158276319,4.72049E-06,3.83634E-05,10.56932394,4.583209725,3.410289203
Arpp21,1.121594266,0.165550879,4.82008E-06,3.85607E-05,12.05803629,4.578820776,3.44348925
Gria2,1.104977103,0.144016475,5.6534E-06,4.45314E-05,12.89274903,4.545170227,3.310187888
Sptbn1,1.112525557,0.153838478,5.77903E-06,4.48313E-05,10.63153694,4.540514375,3.22286428
Ddx24,1.108030882,0.147998091,6.67589E-06,5.10157E-05,10.53006804,4.509845869,3.078028957
Mir124a-1hg,1.116911422,0.159514776,7.1262E-06,5.36561E-05,11.2895939,4.495906777,3.054357117
Ndrg4,1.110163733,0.150772469,7.64619E-06,5.67369E-05,10.58431217,4.480823012,2.953681973
Rpl13,-1.112657013,-0.154008936,8.57493E-06,6.27195E-05,10.74811814,-4.456172476,2.856155436
Hsp90ab1,1.129762772,0.176019867,8.95677E-06,6.45897E-05,11.65679847,4.446771676,2.847418019
Slc25a3,1.108866514,0.149085704,9.27752E-06,6.59735E-05,10.6160084,4.439166349,2.772789178
Kif5c,1.106036273,0.1453987,1.05273E-05,7.38352E-05,10.42113245,4.411751441,2.636416544
Chn1,1.112837679,0.154243173,1.71066E-05,0.000118359,11.05761891,4.304963686,2.217673352
Akap6,1.108152634,0.148156608,1.76855E-05,0.000120733,10.67576583,4.297556014,2.166782123
Lsamp,1.127284746,0.172851979,2.09863E-05,0.000141382,10.86931681,4.259280158,2.016725574
Nsd1,1.09773743,0.134533014,2.27085E-05,0.000150997,10.17253533,4.241534766,1.888414308
Nell2,1.113828411,0.155526998,2.33754E-05,0.000153439,10.56473152,4.235005077,1.894868189
Rtn3,1.109516158,0.149930678,2.51165E-05,0.00016278,11.29102985,4.218760405,1.863476324
H3f3b,1.099117969,0.13634624,2.58307E-05,0.000165316,10.27113415,4.212404354,1.774316813
Rps24,-1.100811598,-0.138567576,2.6829E-05,0.000169586,10.13778915,-4.203795033,1.725757094
Tpr,1.095176629,0.131163566,3.5827E-05,0.000223701,10.22465118,4.137600743,1.461743494
Celf2,1.102692242,0.141030195,3.9653E-05,0.000244606,12.38639932,4.114151877,1.460112316
Pcsk2,1.103691335,0.142336756,4.31924E-05,0.000263268,10.52455583,4.094299072,1.312845235
Atp6v0b,1.095250775,0.131261235,4.44024E-05,0.000267459,11.85349166,4.087865056,1.341496878
Hspa4,1.090708467,0.125265539,4.73494E-05,0.000281894,10.13732286,4.072865453,1.193357892
Ywhaz,1.101837764,0.139911816,4.95917E-05,0.00029185,10.64657001,4.062034402,1.192816831
Opcml,1.120221868,0.163784497,5.31454E-05,0.00030921,11.76181565,4.045785206,1.170675511
Tmx4,1.096952458,0.133501001,5.46676E-05,0.000314492,10.37487469,4.039138047,1.077086171
Tef,1.095914945,0.132135834,5.75312E-05,0.000327289,10.28085304,4.02709548,1.020564857
Ppm1e,1.09423862,0.12992738,6.35808E-05,0.00035773,10.23859947,4.003418354,0.923269536
Dmxl2,1.093399623,0.128820784,7.24818E-05,0.00040048,10.31645925,3.972200021,0.806634049
Schip1,1.10405278,0.142809143,7.27435E-05,0.00040048,10.38394807,3.971338187,0.809717428
Zwint,1.091093962,0.125775348,9.78813E-05,0.00053314,10.18465752,3.899779204,0.514363
Rnpc3,1.096095572,0.132373597,0.00010101,0.000544392,10.3642618,3.892124043,0.499991945
Slc22a17,1.094702952,0.130539447,0.000105866,0.000564617,10.69073978,3.880677748,0.48484725
Sfpq,1.095395655,0.131452064,0.000109918,0.000580184,10.53639406,3.871498434,0.437306138
Atp11b,1.089977686,0.124298601,0.00012284,0.000641774,10.17079354,3.844221994,0.300795743
Pcdh9,1.106605404,0.146140874,0.000143425,0.000736024,11.02016428,3.805910086,0.218648158
Kif1a,1.089758153,0.124007997,0.000143755,0.000736024,10.19931232,3.805340174,0.155749382
Lrfn5,1.096165829,0.132466068,0.000154577,0.000783598,10.36441225,3.787271491,0.102068767
Syne1,1.096374509,0.13274069,0.000161355,0.000809938,10.48524879,3.776552512,0.073894521
Soga3,1.084612778,0.117180072,0.000168128,0.000835744,10.195421,3.766255903,0.009041255
Setd5,1.087387186,0.120865732,0.000171001,0.000841851,10.25307709,3.762006417,-0.00235121
Grina,1.086473036,0.11965237,0.000194523,0.00094853,10.27543584,3.729539924,-0.120806484
Kif1b,1.093305784,0.128696962,0.000240502,0.001161671,10.77167413,3.675538133,-0.275305814
Mir124-2hg,1.089888502,0.124180552,0.000252174,0.001206666,10.35096585,3.663380765,-0.355644863
Ndfip1,1.09016662,0.124548652,0.000271113,0.001285276,10.57132742,3.644735002,-0.401817167
Erc2,1.089353055,0.123471602,0.000277145,0.001301819,10.40320702,3.639052229,-0.438157244
Ywhag,1.089001669,0.123006165,0.000290615,0.001352682,10.64424525,3.626769609,-0.460359636
Selenow,-1.088678645,-0.122578163,0.00031094,0.001434245,10.38692712,-3.609211226,-0.548346432
Trim2,1.090272799,0.124689159,0.00031836,0.001455358,10.54080486,3.603068265,-0.553721128
Atp1a3,1.090877438,0.125489022,0.000347012,0.001572301,11.08775554,3.580541046,-0.600848667
Itm2c,1.087344925,0.120809662,0.000411622,0.00184869,10.4135156,3.535535171,-0.804292618
Rab6b,1.085400036,0.118226862,0.000421164,0.001875098,10.41431248,3.529456474,-0.825442593
Sv2b,1.089387526,0.123517252,0.000437677,0.001931815,10.74335847,3.519235036,-0.8327846
Epha5,1.102025235,0.14015726,0.000485295,0.002123685,11.39006327,3.491656243,-0.900576096
Prnp,1.089012702,0.123020782,0.000497128,0.002157031,10.53015131,3.48519566,-0.967701835
Brinp1,1.082701104,0.11463502,0.000530763,0.002283621,10.29919457,3.467585534,-1.051036561
Tusc3,1.081757693,0.11337738,0.000548212,0.002339037,10.35852987,3.458856189,-1.075211955
Birc6,1.082026097,0.113735296,0.000602976,0.002551437,10.54062769,3.43304717,-1.145148338
Slc39a10,1.083938801,0.116283305,0.000672842,0.002805747,10.26536474,3.403119716,-1.273109179
Ttc14,-1.082005475,-0.1137078,0.000674037,0.002805747,11.41695394,-3.402633566,-1.203196667
Atp1a1,1.080926443,0.112268351,0.000687461,0.00281672,10.27086687,3.397225385,-1.292698405
Kif21a,1.082510683,0.114381263,0.000687676,0.00281672,11.00398952,3.397139572,-1.236419356
Tspan7,1.083515689,0.115720044,0.000708007,0.002876981,10.38861229,3.389135162,-1.308194899
Kmt2a,1.083770874,0.116059781,0.000717872,0.002894096,10.6199153,3.385328172,-1.299124415
Syn2,1.087984863,0.121658484,0.000804395,0.003217582,10.79717567,3.353875243,-1.391031162
Sqstm1,1.077446374,0.107616067,0.000889666,0.003505578,10.29263334,3.325813102,-1.528135198
AY036118,1.120256664,0.163829308,0.000890088,0.003505578,10.88563371,3.325680466,-1.479283473
Nav3,1.078095024,0.108484343,0.000918763,0.00358429,10.29680884,3.316806403,-1.557348958
Osbpl1a,1.082144935,0.113893737,0.000924075,0.00358429,10.47532977,3.315190922,-1.544526669
Srsf11,1.075937294,0.105594,0.000937071,0.00360737,11.70415553,3.311274146,-1.498268777
Olfm1,1.089485811,0.123647408,0.001012081,0.003867058,10.95509439,3.289605506,-1.593866984
Tmem30a,1.077434966,0.10760079,0.001055602,0.004003468,10.32868163,3.277706137,-1.681961806
Pacsin1,1.07701901,0.107043715,0.001095674,0.00412489,10.42469183,3.267144593,-1.706074063
Nkain2,1.084599037,0.117161794,0.001108704,0.004143479,10.62890142,3.26378713,-1.697961022
Scn8a,1.077126099,0.107187156,0.001158945,0.004285259,10.38762389,3.251174858,-1.761474706
Asap1,-1.081246623,-0.112695626,0.001163381,0.004285259,10.40648337,-3.250085613,-1.764370079
Caly,1.07582762,0.105446933,0.001203251,0.004400459,10.17523256,3.240465023,-1.814939761
Gnas,1.082212361,0.113983625,0.001212203,0.004401757,10.63531236,3.238345431,-1.779209912
Tnik,1.079586523,0.110478872,0.001226085,0.004420814,10.74973247,3.235086871,-1.780976722
Cox8a,-1.079109802,-0.10984167,0.001374588,0.004921603,10.51194404,-3.202213374,-1.906144667
Tmsb10,-1.092463605,-0.127585218,0.001480513,0.005264048,10.75633992,-3.180712305,-1.953493012
Add2,1.072316259,0.100730463,0.00152743,0.00539341,10.16035116,3.171638999,-2.034376252
Uchl1,1.076938521,0.106935893,0.001541469,0.0054057,10.4926335,3.168973957,-2.011818481
Adgrl1,1.070392608,0.098140058,0.001627413,0.00564213,10.16937456,3.15313019,-2.091753402
Pcm1,1.072435156,0.100890419,0.001630928,0.00564213,10.26197711,3.152498671,-2.086727906
Rab3a,1.075383943,0.104851835,0.001723889,0.0059237,10.34099516,3.136237527,-2.129626641
Mdh1,1.073813877,0.102743955,0.001747211,0.005963813,10.25632825,3.132284807,-2.150021528
Akap8l,1.07135317,0.099434141,0.001795107,0.006086722,10.17500052,3.124316765,-2.180886139
Dync1h1,1.073337766,0.102104145,0.002025271,0.006821967,10.31371088,3.088559773,-2.279290994
Stmn3,1.078386695,0.108874602,0.002073529,0.006938867,10.6405938,3.081539028,-2.268857999
Macf1,1.073889044,0.102844939,0.002269918,0.007546742,10.79944358,3.054431786,-2.339591646
Nvl,-1.070026192,-0.097646111,0.002327738,0.007689046,10.22122781,-3.046860706,-2.41659892
Leng8,1.071199922,0.099227761,0.002349859,0.007712359,10.21497569,3.044009646,-2.423294947
Miat,1.079407892,0.11024014,0.002381114,0.00776516,10.72412138,3.040023041,-2.388042349
Tecr,1.072340426,0.100762978,0.002609071,0.008454711,10.3995354,3.012315511,-2.500452107
Serinc1,1.070889858,0.098810105,0.002863526,0.009166887,10.42103861,2.983889767,-2.582519382
Tenm1,1.075197633,0.104601867,0.002864652,0.009166887,10.41605738,2.983769193,-2.583381747
Adgrb3,1.074680274,0.103907511,0.002882819,0.009167721,10.73664917,2.98182987,-2.560465656
Zfp329,1.070196492,0.097875705,0.002979885,0.009417907,10.33702708,2.971653089,-2.62765196
Pkm,1.069983203,0.097588149,0.003028154,0.009511747,10.2578852,2.966704528,-2.649896471
Nav2,1.071255765,0.099302968,0.003263574,0.01018872,10.27780136,2.943554877,-2.715674367
Slc17a7,1.075322216,0.104769022,0.00332569,0.010309679,10.93191637,2.937701042,-2.678332609
Eif4g3,1.065346339,0.091322519,0.003342591,0.010309679,10.14611511,2.936125489,-2.74740559
Aplp1,1.074283079,0.103374201,0.003408497,0.010450002,10.6397127,2.930050257,-2.719422548
Ano3,-1.078439451,-0.108945178,0.003436216,0.010472278,10.47296868,-2.927526958,-2.7431391
Nrxn3,1.080100804,0.111165964,0.003515209,0.010581982,10.53536591,2.920436601,-2.756525802
Thy1,1.069263263,0.096617102,0.003527479,0.010581982,10.38332867,2.919348298,-2.775141435
Herc1,1.07137074,0.099457801,0.003554787,0.010581982,10.79594766,2.916938522,-2.745864867
Negr1,1.0746185,0.10382458,0.003554884,0.010581982,10.49978041,2.916929922,-2.770064338
Phf3,1.066910412,0.093439039,0.003635865,0.010760478,10.28804356,2.909881718,-2.812368817
Atp6v1b2,1.067291158,0.093953798,0.004003798,0.01178129,10.34403783,2.879554795,-2.893624685
Fau,-1.071651458,-0.099835763,0.004070232,0.011908336,10.43840794,-2.874350685,-2.899375245
Cadm2,1.078883694,0.109539347,0.004115824,0.011973306,11.61679781,2.870823712,-2.846042205
Tcf4,-1.079959881,-0.110977719,0.004198014,0.012143406,10.55070564,-2.864554178,-2.915809467
Ank3,1.070971072,0.098919512,0.004271617,0.012286899,10.8618611,2.859033447,-2.907427108
Gpm6a,1.07308766,0.101767934,0.004359623,0.012469983,10.89145919,2.852544628,-2.924185365
Prkcb,-1.073257703,-0.101996527,0.004459121,0.012683722,10.6187489,-2.845350011,-2.96365733
Clstn1,1.06742311,0.094132152,0.004540332,0.01284337,10.31741337,2.839584774,-3.009688156
Ank2,1.063292064,0.088537929,0.004630879,0.013027527,11.91649899,2.833265951,-2.944490901
Ccnt2,-1.068890434,-0.096113978,0.004737404,0.013254377,10.56140533,-2.825973786,-3.023361301
Dlgap2,1.071245561,0.099289226,0.004920278,0.013691207,10.76713739,2.813794555,-3.040121076
Rbfox1,1.0691048,0.096403282,0.005016691,0.013884031,10.2192219,2.807537515,-3.107924475
Myo9a,-1.063207395,-0.088423044,0.00547315,0.015065874,10.17984074,-2.779314892,-3.19133905
Gprasp2,1.062517508,0.087486614,0.00646942,0.017713063,10.17114586,2.724440711,-3.339233239
Fbxw7,1.064778225,0.090552973,0.006616444,0.018019251,10.38863585,2.716997447,-3.339189247
Csnk1a1,-1.065384267,-0.091373882,0.006741241,0.018261986,10.53593533,-2.710795297,-3.341478874
Cacna2d1,1.066700588,0.093155283,0.006829464,0.018403608,10.5425035,2.706472784,-3.351714411
Gria1,1.066314745,0.092633342,0.006917123,0.018542236,10.33794837,2.702227327,-3.384446634
Mapk10,1.062975613,0.088108499,0.007138016,0.018976361,10.34744274,2.691739846,-3.411388328
Macrod2,1.062213553,0.087073842,0.007153198,0.018976361,10.14039707,2.691029773,-3.430902867
Stxbp1,1.064244714,0.089829924,0.007368711,0.019386177,10.44200055,2.681093642,-3.429380761
Pde4d,1.063858811,0.089306698,0.007383407,0.019386177,10.28631114,2.680425612,-3.447929859
Slc1a2,-1.086307405,-0.119432417,0.007480063,0.019525753,11.12449292,-2.676061562,-3.39686677
Dst,1.066267626,0.09256959,0.007522328,0.019525753,10.59604163,2.6741692,-3.432808908
Etl4,1.075876508,0.105512491,0.007571392,0.019525753,10.668928,2.671984271,-3.432327365
Kalrn,1.073670396,0.102551171,0.007592069,0.019525753,11.17385507,2.67106732,-3.407769104
Srsf5,1.064134525,0.089680545,0.007627247,0.019525753,10.558594,2.669512365,-3.448567043
Gpm6b,1.066206061,0.092486288,0.007998127,0.020373338,10.87363951,2.653498735,-3.467284978
Dlg1,-1.060038501,-0.084116665,0.008374614,0.021226745,10.1347282,-2.637909425,-3.573619162
Calm1,1.069176007,0.096499368,0.009037358,0.02279373,11.82696231,2.611930287,-3.542547048
Ctxn1,1.062576101,0.08756617,0.009851811,0.024726114,10.68750051,2.582240351,-3.664146806
Apc,1.059876887,0.083896694,0.010177809,0.025419698,10.2609582,2.570966848,-3.735019243
Dpp8,1.057627789,0.080831989,0.010346191,0.025714805,10.12285377,2.565269349,-3.759469236
Ptprd,1.068043525,0.094970441,0.010491093,0.025948983,12.45521432,2.560432066,-3.65805773
Fnbp1l,-1.061673923,-0.086340733,0.012176592,0.02997315,10.41664937,-2.508141858,-3.877561294
Dtx3,1.058433486,0.08193061,0.012297355,0.030125578,10.37160066,2.504647209,-3.890193781
Sf3b1,1.060254835,0.084411062,0.013884206,0.033851015,10.83303502,2.461344581,-3.955940401
Sptan1,1.05904082,0.082758198,0.014005743,0.033985499,10.63303291,2.458211486,-3.978157531
Aff4,1.054342014,0.076342933,0.015118301,0.036442952,10.1427027,2.430595072,-4.091711673
Camk2n1,1.07188149,0.100145407,0.015160837,0.036442952,10.65243793,2.429575217,-4.045782983
2410089E03Rik,1.056800233,0.07970269,0.015265536,0.036523153,10.34720458,2.42707565,-4.082401758
Plcb1,1.059915056,0.083948648,0.016527886,0.039287657,10.66085098,2.398069519,-4.120348536
Ankrd12,1.05659706,0.079425301,0.016653113,0.039287657,10.33296051,2.395299335,-4.159965765
Rpsa,-1.05538765,-0.077773006,0.016707951,0.039287657,10.16036383,-2.394091999,-4.179760844
Tmem191c,1.054803875,0.076974776,0.016727948,0.039287657,10.19366483,2.393652615,-4.176549236
Rbfox2,1.053530041,0.075231452,0.017287952,0.040340634,10.16863478,2.381531134,-4.206937365
Ddx5,1.057254493,0.080322691,0.017333866,0.040340634,11.00172736,2.380552668,-4.141082627
Srsf7,1.057068241,0.080068516,0.017913934,0.041501964,10.83833226,2.368382762,-4.177844885
Thra,1.0588825,0.082542508,0.018145626,0.041849371,10.66054636,2.363618178,-4.201590025
Gm28928,1.065028382,0.090891878,0.018464637,0.042394145,10.59256552,2.3571444,-4.222742394
Abcc5,1.055905198,0.078480311,0.018687789,0.042714947,10.5728241,2.352673886,-4.235033772
2010111I01Rik,1.057384846,0.080500556,0.019121543,0.043512133,10.22777614,2.344116325,-4.290217782
U2surp,-1.051601936,-0.072588703,0.019707706,0.044647547,10.11993554,-2.332817616,-4.325789197
Pafah1b1,1.056681992,0.079541264,0.020444688,0.046113129,11.12649711,2.319021164,-4.278911305
Grin2b,1.058444651,0.081945829,0.020832873,0.046782593,11.68414184,2.31192791,-4.276736721
Zfp445,-1.051838507,-0.072913219,0.020979384,0.046905873,10.20730543,-2.309280669,-4.374127393
Adgra1,-1.058082642,-0.081452314,0.021232344,0.047265043,10.35655851,-2.304747767,-4.369350748
Fam171b,1.055773333,0.078300132,0.022425872,0.049705828,10.86251901,2.283974812,-4.370821072
Luc7l2,1.05231582,0.07356775,0.022958768,0.050667626,12.028811,2.275009138,-4.351695892
Stmn2,1.056141604,0.078803279,0.023836681,0.052379316,10.53952876,2.26062557,-4.448480449
Zc3h13,1.050193938,0.070655773,0.024103386,0.052739032,10.13886014,2.256347,-4.496688627
Nrcam,1.056578515,0.079399978,0.024236828,0.052805345,11.19427795,2.254221668,-4.42271614
Bicd1,-1.050769988,-0.0714469,0.02441925,0.052977355,10.18265524,-2.251332601,-4.506807324
Tmem181a,1.04995237,0.070323883,0.02503979,0.05394622,10.16551971,2.241642982,-4.527657025
Oxr1,1.057548338,0.080723606,0.025140873,0.05394622,10.70598711,2.240084338,-4.479481362
Spag9,1.05125496,0.072112607,0.025181927,0.05394622,10.30611709,2.239452855,-4.52085389
Kcnq2,1.050280415,0.070774566,0.025382846,0.054150072,10.14377957,2.236375172,-4.540833672
Rpl6,-1.051936755,-0.073047969,0.026352068,0.055984477,10.32043505,-2.221818329,-4.559586085
Ube2b,-1.049859635,-0.070196454,0.027306802,0.057773069,10.2051066,-2.207924748,-4.601117852
Cox7c,-1.051104605,-0.071906252,0.028147301,0.059306247,10.23095428,-2.196036418,-4.625045634
Csmd3,1.055652485,0.078134986,0.028769826,0.060369471,10.45281762,2.187426941,-4.618467451
Dynll1,-1.051350572,-0.072243814,0.030616841,0.063982949,10.39395155,-2.162794429,-4.67902202
Lrrc7,1.05242843,0.073722127,0.031716349,0.066011264,11.28738829,2.148731163,-4.648937738
Ywhah,1.052477174,0.073788944,0.032428813,0.067220859,10.48305333,2.139840149,-4.717379459
Tmsb4x,-1.050119669,-0.070553743,0.033311915,0.068772987,10.17580178,-2.129049135,-4.772771227
Ddx17,1.048911878,0.068893478,0.033800315,0.06950105,10.27007143,2.123185934,-4.775807525
Atp2b1,1.05755689,0.080735273,0.03470703,0.070903555,11.94016184,2.112490421,-4.706745096
Chd6,1.048267624,0.068007086,0.03475936,0.070903555,10.28698852,2.111880453,-4.797937868
Ppp3ca,1.052071,0.073232069,0.035492194,0.072111124,10.83130676,2.103419888,-4.764826875
Ncor1,1.04874459,0.068663369,0.036368056,0.073598596,10.38580283,2.093501467,-4.825122114
Hnrnpdl,-1.047755726,-0.067302406,0.036607713,0.073791925,10.25582477,-2.090823069,-4.846402628
Arglu1,1.049877866,0.070221507,0.037617862,0.075515941,10.3600484,2.079695322,-4.856675433
Bcl11a,-1.050499309,-0.071075213,0.037757971,0.075515941,10.23758963,-2.07817204,-4.874165858
Cadps,-1.049806712,-0.070123726,0.037919839,0.075544582,10.44852973,-2.076418164,-4.854264171
Tcaf1,1.047362843,0.066761328,0.039502503,0.078392565,10.31983889,2.059597005,-4.902522357
Syt11,1.051033101,0.071808106,0.040580723,0.080221352,10.80413228,2.048462199,-4.879500507
Chd9,1.046983205,0.0662383,0.040748671,0.080243537,10.31938962,2.046750449,-4.928709933
C230004F18Rik,1.051836718,0.072910766,0.041029945,0.080312795,11.32542401,2.043897011,-4.865112606
Npdc1,1.045987923,0.064866194,0.041097563,0.080312795,10.18181688,2.043213519,-4.948052957
Clcn3,1.046725836,0.065883613,0.041971456,0.081708691,10.36930155,2.034464752,-4.947790363
Cntn1,1.045595211,0.064324439,0.042702112,0.082816218,10.20001085,2.027267569,-4.978938263
Nos1ap,1.055365491,0.077742715,0.04363959,0.084314981,10.46379568,2.018184155,-4.969946149
Kifap3,1.046357139,0.065375352,0.045143964,0.086779288,10.28758123,2.003946713,-5.018118852
Gnao1,1.049184975,0.069269053,0.045254043,0.086779288,10.44598014,2.002920729,-5.002252688
Ptk2,-1.047245645,-0.066599884,0.045510868,0.086946135,10.31747865,-2.000535149,-5.022925848
Gria3,-1.050897208,-0.071621561,0.047070115,0.089590702,10.74038702,-1.986290465,-5.008288412
Ube3a,1.047700284,0.067226063,0.047441502,0.089963144,10.51933596,1.982956293,-5.034184251
Hspa8,1.05426502,0.076237576,0.048093447,0.090862897,11.11283132,1.9771561,-5.006467022
Tro,1.047056556,0.06633937,0.048923872,0.092091994,10.35598896,1.96986297,-5.077490779
Cttnbp2,1.047542353,0.067008574,0.049327617,0.092125445,10.48424305,1.96635461,-5.070199111
Mapt,1.047458687,0.066893344,0.049369843,0.092125445,10.76707867,1.965989081,-5.045903968
Eml5,-1.046515392,-0.06559353,0.04948144,0.092125445,10.2501537,-1.965024294,-5.099807116
