SYMBOL,FC,logFC,P.Value,adj.P.Val,AveExpr,t,B
Sorbs2,1.097270849,0.133919683,2.04756E-05,0.000126467,11.25271164,4.263380518,2.000965617
Tjp1,1.084252097,0.116700234,2.10475E-05,0.000128916,9.739501351,4.257203128,1.967395745
Pnn,1.084768009,0.117386538,2.13793E-05,0.000129866,9.781743571,4.253691742,1.955421628
Ccnt2,-1.088813398,-0.122756725,2.29147E-05,0.000138052,10.19877143,-4.238091561,1.919053
Lrrc4c,1.085792989,0.118749073,2.31142E-05,0.000138122,9.614117869,4.236137779,1.8714824
Gls,-1.091140657,-0.125837089,2.47302E-05,0.000146586,10.25898167,-4.220881118,1.849261367
Osbpl1a,-1.096417823,-0.132797686,2.81838E-05,0.000165721,10.07884562,-4.19122587,1.717800295
Celf4,1.093065573,0.128379951,2.9414E-05,0.000171582,10.46778545,4.181492056,1.687759996
2900055J20Rik,1.101709984,0.139744496,3.11727E-05,0.000180409,10.71278129,4.168229327,1.629685328
Ndrg4,1.088320962,0.122104092,3.41284E-05,0.000194487,10.35672885,4.147464178,1.546712009
Rtn4,1.089586083,0.123780182,3.41345E-05,0.000194487,10.39880126,4.147422866,1.547145072
Grin2b,-1.080720168,-0.111993013,3.98972E-05,0.000225573,11.64634677,-4.111441679,1.344238731
Mt3,-1.086367581,-0.119512333,4.38745E-05,0.000246166,9.800455118,-4.089384118,1.280061181
Dst,1.085332187,0.118136675,4.94221E-05,0.000275191,10.02704559,4.061594299,1.183456922
Psma3,-1.077730555,-0.107996533,5.68701E-05,0.000314282,9.563330254,-4.028610769,1.019893098
Gnas,1.08738581,0.120863906,5.75236E-05,0.000315521,10.14666889,4.025915123,1.048065404
Hnrnph1,-1.081119418,-0.112525889,6.34864E-05,0.000345648,9.75858028,-4.002579761,0.929313899
Tpm1,1.078782288,0.10940374,7.31993E-05,0.000395599,9.752834433,3.968681476,0.794559913
Ly6h,1.088720061,0.122633046,7.41682E-05,0.00039791,10.99592794,3.965537314,0.803565973
Lrrfip1,1.081083057,0.112477366,8.04289E-05,0.000428371,9.966521831,3.946110631,0.721937857
Cck,-1.09781444,-0.134634221,0.000107791,0.000569974,10.24498578,-3.875190062,0.465533733
Csrnp3,1.075546296,0.105069625,0.000149512,0.000784937,9.643140305,3.794552667,0.118898783
Rpl41,-1.075523554,-0.10503912,0.000152074,0.000792726,9.606013442,-3.790323117,0.10054333
Wasf1,1.079218044,0.109986374,0.00016093,0.000832981,10.09907546,3.77620447,0.082186278
Cox7c,-1.077454577,-0.107627049,0.00016537,0.000849981,9.852965748,-3.769397522,0.040565653
Rpsa,-1.076487741,-0.10633189,0.000177345,0.000905196,9.689886372,-3.751866227,-0.037650962
Nlgn1,1.07934807,0.110160183,0.000183674,0.000931039,10.00328418,3.743044015,-0.047570995
Ptn,-1.080412421,-0.111582131,0.000188335,0.000948125,9.799651542,-3.736728936,-0.085217416
Rbm39,1.062822614,0.08790083,0.000191087,0.000955436,11.66560009,3.733068704,-0.124745385
Ptk2,-1.072294011,-0.10070053,0.000193742,0.000962163,9.602056976,-3.729584897,-0.125716482
Man1a2,1.076599019,0.106481017,0.000202108,0.000996978,9.762322719,3.718890229,-0.154792443
Uba52,-1.078138593,-0.108542646,0.000204663,0.001002848,9.797727354,-3.715707997,-0.162919419
Nap1l5,1.082842429,0.114823323,0.000215394,0.001045467,9.950022595,3.702734945,-0.199934651
Psd3,-1.079358402,-0.110173993,0.000216709,0.001045467,10.20526492,-3.701186306,-0.187836793
Matk,1.07573112,0.10531752,0.000217628,0.001045467,9.909613862,3.700110551,-0.212527784
Rock2,-1.075600528,-0.105142369,0.000245822,0.001167351,9.818799767,-3.669002068,-0.331852425
Trank1,1.078585787,0.109140928,0.000246176,0.001167351,10.20896899,3.668633007,-0.307988957
Phf24,1.071399398,0.09949639,0.000254488,0.00119903,9.627181316,3.660112028,-0.37801064
Gda,1.078065875,0.108445336,0.000266298,0.001246682,10.05071408,3.648443551,-0.390047718
Nwd2,1.081626575,0.113202504,0.000280934,0.001306874,9.825836061,3.634638761,-0.456780027
Rgs7,1.075843653,0.105468433,0.000304555,0.001407847,10.21018963,3.613719957,-0.505646736
Akap8l,1.072406293,0.10085159,0.000311735,0.001432031,9.867922777,3.60766222,-0.550090363
Rab3a,1.073787775,0.102708885,0.000322222,0.001471012,9.856870738,3.599045322,-0.581673318
Sqstm1,1.072000483,0.100305556,0.000325845,0.001478369,9.818394872,3.596129279,-0.595073307
Slc22a17,1.0748061,0.104076414,0.000352598,0.001589934,10.26793458,3.575490988,-0.639246923
Pacsin1,1.073973994,0.10295906,0.00036256,0.001624887,10.07137918,3.568178496,-0.675153192
Actb,1.078693967,0.10928562,0.000381025,0.001696533,10.39703401,3.555107966,-0.708228915
Mapt,1.072306406,0.100717207,0.000384366,0.001696533,10.42504657,3.55280698,-0.715986743
Icam5,1.069898419,0.097473827,0.000385471,0.001696533,9.594235592,3.552049959,-0.765690921
Atl1,1.069320771,0.096694692,0.000389731,0.001705071,9.729639815,3.549150409,-0.767610486
Kcnh7,1.076738442,0.106667837,0.000395324,0.001719308,9.979011737,3.545387881,-0.761911776
Aplp2,1.072945544,0.101576855,0.000425829,0.001841086,9.882336103,3.525703132,-0.838206012
Slc1a2,-1.078249887,-0.108691566,0.000439135,0.001887508,9.86627552,-3.517527279,-0.866353508
Cntn1,1.068036197,0.094960543,0.000508166,0.002166995,9.648186051,3.478500529,-1.018511047
Top1,-1.069920413,-0.097503484,0.000510055,0.002166995,9.773362612,-3.477503654,-1.012924343
Ddx24,1.071517115,0.099654894,0.000538316,0.00227392,10.16774502,3.462987826,-1.035284181
Rpl19,-1.071356355,-0.09943843,0.000541454,0.002274108,9.886828894,-3.461419888,-1.058432833
Anks1b,1.069727707,0.097243614,0.00057091,0.002381383,10.72131669,3.447103491,-1.085692029
Srgap3,1.067498509,0.094234055,0.000573476,0.002381383,9.685534152,3.445888948,-1.128030152
Cspp1,-1.067466147,-0.094190318,0.000619445,0.00255782,9.609830156,-3.424949969,-1.204074766
Nisch,1.065885169,0.092052021,0.000642053,0.002636363,9.640966431,3.415177402,-1.235063095
Coq2,1.065250701,0.091193001,0.000747539,0.003052449,9.634077172,3.373434437,-1.375750316
Syt1,1.058769679,0.082388785,0.000794508,0.003226317,12.49062588,3.356585735,-1.503355857
Dock3,1.068942966,0.096184879,0.000844211,0.003409315,10.41393408,3.339734934,-1.442480636
Enc1,1.077789176,0.108075003,0.00085023,0.003414858,10.12740241,3.337757369,-1.458975394
Fam171b,1.067125647,0.093730054,0.000880311,0.003516459,10.60330719,3.328063932,-1.48180212
Dpp6,1.066103201,0.0923471,0.000907578,0.003605784,9.672572973,3.319538895,-1.552023076
Ntrk3,-1.072880298,-0.101489123,0.000922978,0.00364725,10.07807455,-3.314828818,-1.535586736
Hspa8,1.076876322,0.106852568,0.000928082,0.003647808,10.7161379,3.313283675,-1.533120308
Gpm6b,1.072538785,0.10102982,0.000945512,0.003696548,10.59047486,3.308066001,-1.547262449
Zwint,1.064893681,0.090709399,0.000959981,0.003729672,9.702795494,3.303801936,-1.601739938
Tcf25,1.069821454,0.09737004,0.000964133,0.003729672,10.21687278,3.302589263,-1.569729975
Ank2,1.060928341,0.085327215,0.000971735,0.003739397,11.41534667,3.30038169,-1.613470947
Rasal2,-1.068831156,-0.096033968,0.001041395,0.00398659,9.988654143,-3.280864686,-1.652751701
Serinc1,1.067465524,0.094189475,0.001068389,0.004068736,9.972720184,3.273625159,-1.679235813
Sh3gl2,1.067176705,0.093799079,0.001075013,0.004072857,9.962445199,3.271874743,-1.685797472
Nav3,1.064563118,0.09026149,0.001118426,0.004215607,9.752148314,3.260642414,-1.738587468
Etnk1,-1.068101143,-0.095048268,0.001162125,0.004357967,10.29162507,-3.249736491,-1.737090035
Arfgef3,-1.065918797,-0.092097537,0.001207196,0.004504004,9.852674358,-3.238878139,-1.799511506
Map1a,1.066074307,0.092308,0.001347001,0.005000232,9.729260395,3.207430554,-1.910650301
Ttll7,1.065298352,0.091257535,0.001391369,0.005138977,9.928379259,3.198079295,-1.924761348
Eml5,-1.06582013,-0.091963986,0.001491085,0.005479736,9.837979743,-3.178028001,-1.994115982
Tmem59l,1.064486896,0.09015819,0.001610861,0.00589046,9.788056771,3.155515887,-2.069882818
Gdap1,-1.060816081,-0.08517455,0.001626622,0.00591865,9.575826688,-3.152669135,-2.092956076
Fubp1,-1.06586926,-0.092030488,0.001699265,0.006152511,10.37354464,-3.139868393,-2.082867155
Prkcb,-1.063588916,-0.088940648,0.00171706,0.006186467,9.66499955,-3.136809497,-2.13680392
Ogt,1.06571159,0.09181706,0.001897746,0.0067789,10.59319725,3.107300783,-2.184565562
9530059O14Rik,1.074592083,0.103789114,0.001899937,0.0067789,10.62086338,3.10695922,-2.186132095
Kcnq1ot1,-1.068442308,-0.09550901,0.002058335,0.00730858,11.18867355,-3.083166589,-2.285663975
Chd4,1.062944091,0.088065715,0.002131458,0.007531835,9.923141294,3.072745218,-2.314244805
Camk2a,1.063309844,0.088562054,0.002187996,0.007694629,11.41420048,3.064909962,-2.355589792
Tmx4,1.062619618,0.087625254,0.002228123,0.00779843,10.03619724,3.059460991,-2.345805341
Tusc3,1.062119288,0.086945806,0.002277627,0.007933913,9.848949513,3.052861165,-2.380567185
Rps7,-1.060906225,-0.08529714,0.002296503,0.007961933,9.643474346,-3.050379172,-2.403058821
Cdc42bpa,-1.061134777,-0.085607908,0.002319964,0.008005511,9.710485578,-3.047320222,-2.407695816
Sel1l,-1.057842593,-0.08112497,0.002502248,0.008594168,9.555842545,-3.024474642,-2.48636926
Atp2a2,-1.060945813,-0.085350973,0.002524471,0.008630167,9.745158525,-3.021794431,-2.481665982
Ube2d3,-1.058172943,-0.081575434,0.002563099,0.008721656,9.57850388,-3.017186637,-2.506807713
Sun1,1.058696057,0.082288462,0.00278099,0.009419481,9.662557457,2.992326951,-2.575458504
Ankrd17,-1.058337048,-0.081799155,0.002809611,0.009472771,9.576278073,-2.989194821,-2.590228913
Rapgef4,1.061538604,0.086156838,0.002830299,0.009498948,9.764358879,2.986949,-2.58441602
Mink1,1.059330767,0.083153129,0.00302614,0.010110058,9.761572564,2.966401029,-2.645212742
Luc7l2,1.05208309,0.073248648,0.003117913,0.010369529,11.82312196,2.957186647,-2.707484738
Cacnb2,1.061531432,0.086147091,0.003223385,0.010672017,9.814008018,2.946897486,-2.698298326
Kif5c,1.060110601,0.084214788,0.003448825,0.011352026,10.01608748,2.925895977,-2.743017065
Olfm1,1.064822665,0.090613184,0.003459665,0.011352026,11.05943953,2.924917934,-2.747653312
Magi1,1.057244841,0.080309521,0.003777139,0.012338654,9.655034548,2.897444509,-2.852711595
Fau,-1.060161177,-0.084283616,0.004158564,0.013524535,9.95301999,-2.867086903,-2.914912845
Dynll1,-1.057839126,-0.081120242,0.004335311,0.01403724,9.846275206,-2.853868679,-2.961638727
Cox5b,-1.055956207,-0.078550004,0.004738754,0.015276248,9.622483155,-2.825438276,-3.059096598
Leng8,1.056668713,0.079523134,0.004792553,0.015382211,9.755217996,2.821814296,-3.060215566
Lrrc7,1.051872376,0.072959673,0.005674475,0.018133648,11.22930064,2.767118653,-3.203111715
Krit1,-1.057679813,-0.080902952,0.005759101,0.018324412,10.11550752,-2.762282462,-3.195467218
Lrrtm4,1.056178221,0.078853297,0.00586564,0.018572711,9.677126013,2.756284305,-3.246745845
